Taxon,NonTarget,Habit,Hemoglobin,Air,TolVal2,TolVal,FSBI_2012,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Krendowskia,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,,,,,,83502,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,Krendowskia,,,,,,Other Non-Insect
Krendowskiidae,FALSE,UN,,,,,,,PR,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Krendowskiidae,,,,,,,,,,Other Non-Insect
Laversia,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,,,,,,82971,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Laversiidae,,,,Laversia,,,,,,Other Non-Insect
Estelloxus,FALSE,UN,,,11,NA,,,PR,,,,FALSE,cold,Cold,,15.57772299,18.381,,,83048,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Estelloxus,,,,,,Other Non-Insect
Lebertia,FALSE,UN,,,11,8,,,PR,,,,FALSE,eurythermal,Eurythermal,,18.2091266,22.072,,,83034,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Lebertia,,,,,,Other Non-Insect
Lebertiidae,FALSE,UN,,,11,5,,,PR,,,,FALSE,,Eurythermal,,18.02639351,21.95,,yes,83033,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,,,,,,,Other Non-Insect
Limnesia,FALSE,UN,,,,NA,,,PR,,,,FALSE,warm,Warm,,20.12441661,24.365,,,83051,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Limnesia,,,,,,Other Non-Insect
Limnesiidae,FALSE,UN,,,11,NA,,,PR,,,,FALSE,warm,Warm,,20.08907404,24.26,,,83050,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,,,,,,,Other Non-Insect
Tyrrellia,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,,,,,,83068,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Tyrrellia,,,,,,Other Non-Insect
Limnochares,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83146,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnocharidae,,,,Limnochares,,,,,,Other Non-Insect
Midea,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83466,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideidae,,,,Midea,,,,,,Other Non-Insect
Mideopsidae,FALSE,UN,,,11,NA,,,PR,,,,FALSE,eurythermal,Eurythermal,,18.80123845,22.256,,,83476,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,,,,,,,Other Non-Insect
Mideopsis,FALSE,UN,,,11,NA,,,PR,,,,FALSE,eurythermal,Eurythermal,,18.89205312,22.35,,,83479,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Mideopsis,,,,,,Other Non-Insect
Xystonotus,FALSE,UN,F,F,11,NA,,,PR,,,,FALSE,,,Less30,,,,,83489,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Xystonotus,,,,,,Other Non-Insect
Momonia,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,,,,,,83474,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Momonia,,,,,,Other Non-Insect
Momoniidae,FALSE,UN,,,,,,,PR,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,,,,,,,Other Non-Insect
Stygomomonia,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83471,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Stygomomonia,,,,,,Other Non-Insect
Nautarachna,FALSE,UN,,,,8,,,PR,,,,FALSE,cool,Cool,,17.68310724,20.017,,,83326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,Nautarachna,,,,,,Other Non-Insect
Nautarachnidae,FALSE,UN,,,,,,,PR,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,,,,,,,Other Non-Insect
Neoacarus,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,,,,,,82859,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Neoacarus,,,,,,Other Non-Insect
Volsellacarus,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Volsellacarus,,,,,,Other Non-Insect
Paramideopsis,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,,,,,,83494,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,Paramideopsis,,,,,,Other Non-Insect
Frontipoda,FALSE,UN,,,,8,,,PR,,,,FALSE,,,,,,,,83240,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Frontipoda,,,,,,Other Non-Insect
Oxidae,FALSE,UN,,,11,5,,,PR,,,,FALSE,cool,Cool,,17.15129821,21.181,,,83239,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,,,,,,,Other Non-Insect
Oxus,FALSE,UN,,,,NA,,,PR,,,,FALSE,cool,Cool,,17.07003671,20.55,,,83244,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Oxus,,,,,,Other Non-Insect
Forelia,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83331,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Forelia,,,,,,Other Non-Insect
Gereckea,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,Huitfeldtiinae,,,Gereckea,,,,,,Other Non-Insect
Najadicola,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83101,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Najadicola,,,,,,Other Non-Insect
Piona,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83350,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Piona,,,,,,Other Non-Insect
Pionacercus,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83400,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pionacercus,,,,,,Other Non-Insect
Pionidae,FALSE,UN,,,11,NA,,,PR,,,,FALSE,,,Less30,,,,,83330,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,,,,,,,Other Non-Insect
Pseudofeltria,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83410,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pseudofeltria,,,,,,Other Non-Insect
Partnunia,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,895799,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Partnunia,,,,,,Other Non-Insect
Wandesia,FALSE,UN,,,,5,,,PR,,,,FALSE,cold,Cold,,14.44890872,19.07,,,83172,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Wandesia,,,,,,Other Non-Insect
Sperchon,FALSE,UN,,,11,NA,,,PR,,,,FALSE,eurythermal,Eurythermal,,18.16255385,22.982,,,83006,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchon,,,,,,Other Non-Insect
Sperchonopsis,FALSE,UN,U,U,11,NA,,,PR,,,,FALSE,cool,Cool,,17.65800651,21.492,,,83029,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchonopsis,,,,,,Other Non-Insect
Sperchontidae,FALSE,UN,,,11,NA,,,PR,,,,FALSE,,Eurythermal,,17.79357287,22.264,,yes,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,,Other Non-Insect
Stygothrombiidae,FALSE,UN,,,,,,,PR,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,,Other Non-Insect
Stygothrombium,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,Stygothrombium,,,,,,Other Non-Insect
Teutonia,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,,,,,,83235,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Teutoniidae,,,,Teutonia,,,,,,Other Non-Insect
Thyas,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83190,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,Thyas,,,,,,Other Non-Insect
Thyasidae,FALSE,UN,,,,,,,PR,,,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Thyasidae,,,,,,,,,,Other Non-Insect
Monatractides,FALSE,UN,,,,NA,,,PR,,,,FALSE,cool,Cool,,17.83620003,21.802,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Monatractides,,,,,,Other Non-Insect
Testudacarus,FALSE,UN,,,11,8,,,PR,,,,FALSE,cool,Cool,,14.27787952,20.26,,,83250,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Testudacarus,,,,,,Other Non-Insect
Torrenticola,FALSE,UN,,,11,8,,,PR,,,,FALSE,cool,Cool,,17.46574912,21.475,,,83254,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Torrenticola,,,,,,Other Non-Insect
Torrenticolidae,FALSE,UN,,,11,8,,,PR,,,,FALSE,cool,Cool,,17.32983446,21.419,,,83249,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,,,,,,,Other Non-Insect
Koenikea,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83093,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Koenikea,,,,,,Other Non-Insect
Neumania,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83103,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,,Other Non-Insect
Unionicola,FALSE,UN,,,,NA,,,PR,,,,FALSE,,,Less30,,,,,83073,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Unionicola,,,,,,Other Non-Insect
Unionicolidae,FALSE,UN,,,11,5,,,PR,,,,FALSE,,,Less30,,,,,83072,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,,,,,,,Other Non-Insect
Trombidiformes,FALSE,UN,,F,11,NA,,4,PR,multi,UNKN,,FALSE,,Eurythermal,,17.71733921,22.1,,yes,82769,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,,,,,,,Other Non-Insect
Acari,FALSE,UN,,F,5,5,,,,,,,FALSE,,Eurythermal,,17.9104217,22.397,,yes,733321,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,,,,,,,,,,,,,,Other Non-Insect
Amphizoa,FALSE,CN,,,,1,,1i,PR,semi,SPEC,TRUE,FALSE,,,Less30,,,,,111953,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Amphizoidae,,,,Amphizoa,,,,,,Coleoptera
Brachinus americanus,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,,,,,,111792,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Carabidae,,,,Brachinus,,,,,americanus,Coleoptera
Dryopidae,FALSE,UN,,F,11,5,,,,,,,FALSE,,,Less30,,,,,113999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,,,,,,,Coleoptera
Helichus,FALSE,UN,,F,2,2,,3,SC,semi,RHEO,,FALSE,,,Less30,,,,,114006,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Helichus,,,,,,Coleoptera
Postelichus,FALSE,UN,,F,11,NA,,,,,,,FALSE,,,,,,,,193691,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Postelichus,,,,,,Coleoptera
Acilius,FALSE,SW,,T,11,5,,,,,,,FALSE,,,Less30,,,,,112074,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Dytiscinae,Aciliini,,Acilius,,,,,,Coleoptera
Agabinae,FALSE,SW,,,,NA,,,,,,,FALSE,cowa,Cool-Warm,,18.98697305,22.212,,,728212,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,,,,,,,,,Coleoptera
Agabinus,FALSE,SW,,T,11,5,,,,,,,FALSE,,,Less30,,,,,112068,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,Agabini,,Agabinus,,,,,,Coleoptera
Agabus,FALSE,SW,,T,7,5,,3,PR,uni,GENE,,FALSE,cowa,Cool-Warm,,19.2482872,22.264,,,111966,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Agabinae,Agabini,,Agabus,,,,,,Coleoptera
Boreonectes,FALSE,SW,,T,,NA,,NA,PR,uni,GENE,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Boreonectes,,,,,,Coleoptera
Colymbetinae,FALSE,SW,,,,,,,,,,,FALSE,,,,,,,,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,,Coleoptera
Copelatinae,FALSE,SW,,,,,,,PR,,,,FALSE,,,,,,,,678400,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Copelatinae,,,,,,,,,Coleoptera
Coptotomus,FALSE,SW,,T,11,5,,,,,,,FALSE,,,Less30,,,,,112371,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Coptotominae,Coptotomini,,Coptotomus,,,,,,Coleoptera
Deuteronectes,FALSE,SW,,,,,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Deuteronectes,,,,,,Coleoptera
Dytiscidae,FALSE,SW,,T,7,5,,3,PR,uni,GENE,,FALSE,,Cool-Warm,,18.78139826,22.058,,yes,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,,Coleoptera
Heterosternuta,FALSE,SW,F,T,11,5,,NA,PR,uni,GENE,,FALSE,,,Less30,,,,,728249,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Heterosternuta,,,,,,Coleoptera
Hornectes quadrimaculatus,FALSE,SW,,T,11,5,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Hornectes,,,,,quadrimaculatus,Coleoptera
Hydaticus,FALSE,SW,,T,11,5,,,,,,,FALSE,,,,,,,,112172,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Dytiscinae,Hydaticini,,Hydaticus,,,,,,Coleoptera
Hydroporinae,FALSE,SW,,,,NA,,NA,PR,uni,GENE,,FALSE,cowa,Cool-Warm,,18.90967336,22.1,,,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,,Coleoptera
Laccophilus,FALSE,SW,,T,11,5,,,,,,,FALSE,,,Less30,,,,,112278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Laccophilinae,Laccophilini,,Laccophilus,,,,,,Coleoptera
Nectoporus,FALSE,SW,,T,7,5,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Nectoporus,,,,,,Coleoptera
Neoporus,FALSE,SW,,T,11,5,,NA,PR,uni,GENE,,FALSE,,,Less30,,,,,728252,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Neoporus,,,,,,Coleoptera
Oreodytes,FALSE,SW,,T,7,5,,NA,PR,uni,RHEO,,FALSE,cool,Cool,,18.76029366,21.819,,,112314,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Oreodytes,,,,,,Coleoptera
Sanfilippodytes,FALSE,UN,,T,11,5,,NA,PR,uni,GENE,,FALSE,cool,Cool,,18.41969906,21.291,,,728253,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Sanfilippodytes,,,,,,Coleoptera
Ampumixis,FALSE,CN,,F,11,4,,2,CG,semi,RHEO,,TRUE,cool,Cool,,17.89781861,20.694,,,114196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Ampumixis,,,,,,Coleoptera
Ampumixis dispar,FALSE,CN,,F,11,4,20,2,CG,semi,RHEO,,TRUE,cool,Cool,,17.89781861,20.694,,,114196,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Ampumixis,,,,,dispar,Coleoptera
Atractelmis,FALSE,CN,,,,,,,,,,,FALSE,,,Less30,,,,,114251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Atractelmis,,,,,,Coleoptera
Bryelmis,FALSE,CN,,,,NA,,1i,CG,semi,SPEC,TRUE,FALSE,cold,Cold,,14.97318332,18.43,,,945749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Bryelmis,,,,,,Coleoptera
Cleptelmis addenda,FALSE,CN,U,F,11,4,,4,CG,semi,RHEO,,TRUE,cowa,Cool-Warm,,19.82578079,23,,,114164,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Cleptelmis,,,,,addenda,Coleoptera
Dubiraphia,FALSE,CN,,F,4,6,,5,CG,uni,GENE,,FALSE,stenow,Warm Stenotherm,,23.35822663,27.2,,,114126,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Dubiraphia,,,,,,Coleoptera
Elmidae,FALSE,CN,U,F,11,4,,NA,CG,semi,RHEO,,TRUE,,Eurythermal,,19.5226259,22.79,,yes,114093,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,,,,,,,Coleoptera
Heterelmis,FALSE,CN,,,,4,,,,,,,FALSE,,,,,,,,114237,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Heterelmis,,,,,,Coleoptera
Heterlimnius corpulentus,FALSE,CN,U,F,3,3,5,3,SC,semi,RHEO,,TRUE,cool,Cool,,17.06294732,20.53,Cool,,114167,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Heterlimnius,,,,,corpulentus,Coleoptera
Lara,FALSE,CN,U,F,1,1,,4,XY,semi,SPEC,,TRUE,cool,Cool,,17.68613192,20.81,,,114137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Larinae,Larini,,Lara,,,,,,Coleoptera
Microcylloepus,FALSE,CN,,F,4,5,,4,CG,semi,RHEO,,TRUE,stenow,Warm Stenotherm,,26.84036357,28.71,,,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Microcylloepus,,,,,,Coleoptera
Narpus,FALSE,CN,U,F,1,2,5,4,CG,semi,RHEO,,TRUE,cool,Cool,,18.07526637,21.412,,,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Narpus,,,,,,Coleoptera
Optioservus,FALSE,CN,F,F,5,5,,4,SC,semi,RHEO,,TRUE,warm,Warm,,20.9290148,23.82,Warm,,114177,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Optioservus,,,,,,Coleoptera
Ordobrevia nubifera,FALSE,CN,,F,11,4,10,3,CG,semi,RHEO,TRUE,FALSE,warm,Warm,,20.29537524,25.34,,,114235,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Ordobrevia,,,,,nubifera,Coleoptera
Rhizelmis,FALSE,CN,,,,1,,1i,CG,semi,SPEC,TRUE,FALSE,,,Less30,,,,,114198,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Rhizelmis,,,,,,Coleoptera
Stenelmis,FALSE,CN,,F,3,5,,,,,,,FALSE,,,Less30,,,,,114095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Stenelmis,,,,,,Coleoptera
Zaitzevia,FALSE,CN,U,F,11,5,,4,CG,semi,RHEO,,TRUE,warm,Warm,,20.79311425,23.463,,,114205,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Macronychini,,Zaitzevia,,,,,,Coleoptera
Georyssus,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,,,,,,112754,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Georyssidae,,,,Georyssus,,,,,,Coleoptera
Dineutus,FALSE,SW,,F,11,10,,NA,PR,uni,GENE,,FALSE,,,,,,,,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,,Coleoptera
Gyrinidae,FALSE,SW,,F,11,10,,NA,PR,uni,GENE,,FALSE,,,Less30,,,,,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,,Coleoptera
Brychius,FALSE,CN,,F,5,5,,4,SC,semi,RHEO,,FALSE,warm,Warm,,22.15906393,24.66,,,111947,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Brychius,,,,,,Coleoptera
Haliplidae,FALSE,UN,,F,7,7,,4,UNKN,UNKN,GENE,,FALSE,warm,Warm,,21.47741457,24.452,,,111857,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,,,,,,,Coleoptera
Haliplus,FALSE,SW,,F,11,5,,4,PH,uni,GENE,,FALSE,,,Less30,,,,,111858,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Haliplus,,,,,,Coleoptera
Peltodytes,FALSE,SW,,F,11,5,,,,,,,FALSE,,,Less30,,,,,111923,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Peltodytes,,,,,,Coleoptera
Helophorus,FALSE,CN,,F,11,5,,NA,MH,uni,GENE,,FALSE,,,Less30,,,,,113106,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Helophoridae,,,,Helophorus,,,,,,Coleoptera
Hydraenidae,FALSE,CN,,F,11,5,,3,PR,uni,GENE,,FALSE,cowa,Cool-Warm,,19.17653472,22.624,,,112756,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydraenidae,,,,,,,,,,Coleoptera
Hydrochus,FALSE,UN,,F,11,NA,,NA,MH,uni,UNKN,,FALSE,,,Less30,,,,,113166,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrochidae,,,,Hydrochus,,,,,,Coleoptera
Ametor,FALSE,CN,,T,11,5,,2,PR,semi,GENE,TRUE,FALSE,cool,Cool,,17.62559042,21.38,,,112890,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Sperchopsini,,Ametor,,,,,,Coleoptera
Anacaena,FALSE,BU,,T,11,5,,NA,PR,uni,GENE,,FALSE,,,Less30,,,,,112878,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Anacaena,,,,,,Coleoptera
