TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Trans,LIFE_CYCLE,AirBreather,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,TolVal_NE,FFG_NE,Habit_NE,BenTaxaID,TSN,ParTSN
Tvetenia vitracies,FALSE,4,4_middle,CG,SP,,,multi,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Tvetenia,5,Collector,Sprawler,3265,129203,
Tyrrellia,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,,,Tyrellia,5,Predator,Clinger,10679,83068,
Uncinais uncinata,FALSE,,,,,,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Uncinais,8,Collector,Clinger,1447,68990,
Uniomerus tetralasmus,FALSE,,,,,,,,FALSE,Mollusca,Bivalvia,Unionida,Unionidae,,,Uniomerua,5,Filterer,Burrower,15655,,
Unionicola,FALSE,,,,,,,,FALSE,Arthropoda,Arachnida,Trombidiformes,Unionicolidae,,,Unionicola,5,Predator,Clinger,6188,83073,
Unionidae,FALSE,4,4_middle,CF,BU,NF,pool,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,,5,Filterer,Burrower,2257,79913,79912
Utterbackia imbecillis,FALSE,,,,,,,,FALSE,Mollusca,Pelecypoda,Unionoida,Unionidae,,,Utterbackia,6,Filterer,Burrower,2217,568432,567155
Uvarus,FALSE,4,4_middle,PR,SW,,,,TRUE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Uvarus,8,Predator,Swimmer,3262,112575,
Valvata,FALSE,,,SC,CB,,,multi,FALSE,Mollusca,Gastropoda,Prosobranchia,Valvatidae,,,Valvata,3,Scraper,Sprawler,2186,70345,70346
Valvata tricarinata,FALSE,,,SC,CB,,,multi,FALSE,Mollusca,Gastropoda,Prosobranchia,Valvatidae,,,Valvata,3,Scraper,Sprawler,2187,70354,
Vejdovskyella,FALSE,,,,,,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Vejdovskyella,6,Scraper,Clinger,1448,69009,68854
Veliidae,FALSE,4,4_middle,PR,SK,,,"multi,uni",TRUE,Arthropoda,Insecta,Hemiptera,Veliidae,,,,10,Predator,Skater,2077,103885,
Wapsa mobilis,FALSE,,,,,,,,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Paranais,8,Collector,Clinger,1450,,
Williamsonia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Odonata,Corduliidae,,,Williamsonia,1,Predator,Climber,1696,101827,
Wormaldia,FALSE,3,,CF,CN,,,multi,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Wormaldia,2,Filterer,Clinger,2140,115258,115258
Xenochironomus,FALSE,3,,PR,BU,SG,snag,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Xenochironomus,1,Predator,Burrower,1892,129837,129229
Xenochironomus xenolabis,FALSE,3,,PR,BU,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Xenochironomus,1,Predator,Burrower,10680,129838,
Zaitzevia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Zaitzevia,,,,,,
Zapada cinctipes,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Plecoptera,Nemouridae,,,Zapada,1,Shredder,Sprawler,1742,102594,
Zavrelia,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Zavrelia,6,Collector,Burrower,1893,130038,129872
Zavreliella marmorata,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Zavreliella,6,Collector,Burrower,1895,189328,130040
Zavrelimyia,FALSE,4,4_middle,PR,SP,,,,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Zavrelimyia,8,Predator,Sprawler,1896,128259,128078
Zealeuctra claasseni,FALSE,3,,SH,SP,,,uni,FALSE,Arthropoda,Insecta,Plecoptera,Leuctridae,,,Zealeuctra,6,Predator,Clinger,1736,102902,102900
Zygoptera,FALSE,,,,,,,,FALSE,Arthropoda,Insecta,Odonata,,,,,,,,,,
