Taxon_Group,Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Diptera,Limnophila/Dicranophragma/Eloeophila/Euphylidorea/Idioptera,FALSE,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limnophilinae,FALSE,best to leave at family,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,,,,,,
Diptera,Limnophora,FALSE,,Muscidae,Muscidae,Muscidae,Muscidae,150025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Muscidae,,,,,,,,,
Chironomidae,Limnophyes,FALSE,,Limnophyes,Limnophyes,Limnophyes,Limnophyes,128776,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Limnophyes,,,,,
Heteroptera,Limnoporus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Diptera,Limonia,FALSE,,Dicranomyia,Dicranomyia,Dicranomyia,DNI,119705,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Dicranomyia,,,,,
Diptera,Limonia/Dicranomyia/Geranomyia,FALSE,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniidae,FALSE,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniinae,FALSE,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniinae sp. AJF#01,FALSE,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniinae sp. AJF#02,FALSE,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Diptera,Limoniinae sp. AJF#03,FALSE,,DNI,Limoniidae,Limoniidae,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,,,,,,
Coleoptera,Liodessus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Coleoptera,Liodessus obscurellus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,678402,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,,,,,,,,
Diptera,Lipsothrix,FALSE,,DNI,Lipsothrix,Lipsothrix,DNI,120749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Lipsothrix,,,,,
Other Non-Insect,Lirceus,FALSE,,DNI,Lirceus,Lirceus,DNI,92666,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Lirceus,,,,,
Other Non-Insect,Lithoglyphidae,FALSE,,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,,,,,,,,,,
Other Non-Insect,Ljania,FALSE,,DNI,Ljania,Trombidiformes,DNI,83449,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Ljania,,,,,
Chironomidae,Lopescladius,FALSE,,Lopescladius,Lopescladius,Lopescladius,DNI,128811,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Lopescladius,,,,,
Terrestrial,Lumbricidae,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Terrestrial,Lumbricina,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Terrestrial,Lumbriculida,TRUE,Mostly Terrestrial,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Oligochaeta,Lumbriculidae,FALSE,,Lumbriculidae,Lumbriculidae,Oligochaeta,Lumbriculidae,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,
Oligochaeta,Lumbriculus,FALSE,,Lumbriculidae,Lumbriculidae,Oligochaeta,Lumbriculidae,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,
Coleoptera,Lutrochus,FALSE,,DNI,Lutrochus,Lutrochus,DNI,114037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Lutrochidae,,,,Lutrochus,,,,,
Other Non-Insect,Lymnaea,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Other Non-Insect,Lymnaea auricularia,FALSE,This is actually Radix  an invaisive,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Other Non-Insect,Lymnaeidae,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae,76483,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,,,,,,
Ephemeroptera,Maccaffertium,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium terminatum,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium vicarium,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Ephemeroptera,Maccaffertium/Stenonema,FALSE,,DNI,Maccaffertium,Maccaffertium,DNI,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,
Odonata,Macromia,FALSE,,DNI,Macromia,Macromia,DNI,101918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,Macromia,,,,,
Odonata,Macromiidae,FALSE,,DNI,Macromiidae,Macromiidae,DNI,102019,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,,,,,,
Chironomidae,Macropelopia,FALSE,,Macropelopia,Macropelopia,Macropelopia,Macropelopia,128034,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,
Chironomidae,Macropelopia decedens,FALSE,,Macropelopia,Macropelopia,Macropelopia,Macropelopia,128034,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Macropelopia,,,,,
Chironomidae,Macropelopiini,FALSE,,DNI,Macropelopiini,Macropelopiini,DNI,128020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,,,,,,
Heteroptera,Macrovelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103991,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Macroveliidae,,,,Macrovelia,,,,,
Heteroptera,Macrovelia hornii,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103991,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Macroveliidae,,,,Macrovelia,,,,,
Plecoptera,Malenka,FALSE,,Malenka,Malenka,Malenka,Malenka,102567,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Amphinemurinae,,,Malenka,,,,,
Diptera,Mallochohelea,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Other Non-Insect,Margaritifera,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Margaritiferidae,,,,,,,,,
Other Non-Insect,Margaritifera falcata,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Margaritiferidae,,,,,,,,,
Other Non-Insect,Margaritiferidae,FALSE,,DNI,Margaritiferidae,Margaritiferidae,DNI,79914,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionoida,,,Margaritiferidae,,,,,,,,,
Trichoptera,Marilia,FALSE,,DNI,Marilia,Marilia,DNI,116514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Marilia,,,,,
Oligochaeta,Marionina,TRUE,Dubious ID ( known from MN and WI),DNI,DNI,DNI,DNI,68515,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Marionina,,,,,
Diptera,Maruina,FALSE,,Maruina,Maruina,Maruina,Maruina,125392,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,
Diptera,Maruina lanceolata,FALSE,,Maruina,Maruina,Maruina,Maruina,125392,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,,,Maruina,,,,,
Ephemeroptera,Matriella,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,
Ephemeroptera,Matriella teresa,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,
Terrestrial,Megadrile,TRUE,Terrestrial,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Clitellata,,,,,,,,,,,,,,
Plecoptera,Megaleuctra,FALSE,,DNI,Megaleuctra,Megaleuctra,DNI,102877,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Megaleuctrinae,,,Megaleuctra,,,,,
Megaloptera,Megaloptera,FALSE,,DNI,Megaloptera,Megaloptera,DNI,115000,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,,,,,,,,,,
Plecoptera,Megarcys,FALSE,,Megarcys,Megarcys,Megarcys,Megarcys,103110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Megarcys,,,,,
Plecoptera,Megarcys subtruncata,FALSE,,Megarcys,Megarcys,Megarcys,Megarcys,103110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Megarcys,,,,,
Other Non-Insect,Melanoides,TRUE,"Not Native, more SW ( known from Harney Co. Oregon)",DNI,DNI,DNI,DNI,,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Thiaridae,,,,Melanoides,,,,,
Other Non-Insect,Mena,FALSE,,Hydra,Hydra,Hydra,DNI,50845,Animalia,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,,Hydridae,,,,Hydra,,,,,
Other Non-Insect,Menetus,FALSE,,Menetus,Menetus,Menetus,Menetus,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
Other Non-Insect,Menetus (Micromenetus),FALSE,,Menetus,Menetus,Menetus,Menetus,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
Other Non-Insect,Menetus opercularis,FALSE,,Menetus,Menetus,Menetus,Menetus,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
Diptera,Meringodixa,FALSE,,Meringodixa,Meringodixa,Meringodixa,Meringodixa,125873,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Meringodixa,,,,,
Diptera,Meringodixa chalonensis,FALSE,,Meringodixa,Meringodixa,Meringodixa,Meringodixa,125873,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Meringodixa,,,,,
Chironomidae,Meropelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,128132,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,Meropelopia,,,,,
Oligochaeta,Mesenchytraeus,FALSE,,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus,68544,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Mesenchytraeus,,,,,
Oligochaeta,Mesenchytraeus ,FALSE,Trailing space after genus Name,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus,68544,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Mesenchytraeus,,,,,
Oligochaeta,Mesenchytraeusá,FALSE,FORMATTING,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus,68544,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Mesenchytraeus,,,,,
Other Non-Insect,Mesobates,FALSE,,DNI,Mesobates,Trombidiformes,DNI,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,Hygrobatinae,,,Mesobates,,,,,
Plecoptera,Mesocapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,102643,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Capniidae,,,,,,,,,
Chironomidae,Mesocricotopus,FALSE,,DNI,Mesocricotopus,Mesocricotopus,DNI,128815,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Mesocricotopus,,,,,
Chironomidae,Mesosmittia,FALSE,,DNI,Mesosmittia,Mesosmittia,DNI,128818,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Mesosmittia,,,,,
Heteroptera,Mesovelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Mesoveliidae,,,,Mesovelia,,,,,
Heteroptera,Metachela,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Mesoveliidae,,,,Mesovelia,,,,,
Diptera,Metacnephia,FALSE,,DNI,Metacnephia,Metacnephia,DNI,126687,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Metacnephia,,,,,
Trichoptera,Metrichia,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,
Chironomidae,Metriocnemus,FALSE,,Metriocnemus,Metriocnemus,Metriocnemus,Metriocnemus,128821,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Metriocnemus,,,,,
Heteroptera,Metrobates,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Heteroptera,Metrobates trux,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Gerridae,,,,,,,,,
Terrestrial,Mica,TRUE,marine,DNI,DNI,DNI,DNI,593815,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,,,Porcellionidae,,,,,,,,,
Trichoptera,Micrasema,FALSE,,Micrasema,Micrasema,Micrasema,Micrasema,116958,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Micrasema,,,,,
Trichoptera,Micrasema dimicki,FALSE,,Micrasema,Micrasema,Micrasema,Micrasema,116958,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Micrasema,,,,,
Chironomidae,Microchironomus,FALSE,,DNI,Microchironomus,Microchironomus,DNI,129532,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microchironomus,,,,,
Coleoptera,Microcylloepus,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Microcylloepus,,,,,
Coleoptera,Microcylloepus pusillus,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Microcylloepus,,,,,
Coleoptera,Microcylloepus similis,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,114146,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Microcylloepus,,,,,
Other Non-Insect,Micromenetus,FALSE,,Menetus,Menetus,Menetus,Menetus,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
Other Non-Insect,Micromenetus dilatatus,FALSE,,Menetus,Menetus,Menetus,Menetus,76626,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Menetus,,,,,
Chironomidae,Micropsectra,FALSE,,Micropsectra,Micropsectra,Micropsectra,Micropsectra,129890,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,,,,,
Chironomidae,Micropsectra/Tanytarsus,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,
Chironomidae,Microtendipes,FALSE,,Microtendipes,Microtendipes,Microtendipes,Microtendipes,129535,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,,,,
Chironomidae,Microtendipes Pedellus gr.,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes pedellus group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes Pedellus Group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes pedellus Group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes rydalensis,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes Rydalensis Gr.,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes rydalensis group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes Rydalensis Group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes rydalensis Group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Heteroptera,Microvelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103900,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,Microveliinae,,,Microvelia,,,,,
Other Non-Insect,Midea,FALSE,,DNI,Midea,Trombidiformes,DNI,83466,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideidae,,,,Midea,,,,,
Other Non-Insect,Mideopsidae,FALSE,,DNI,Mideopsidae,Trombidiformes,DNI,83476,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,,,,,,
Other Non-Insect,Mideopsis,FALSE,,Mideopsis,Mideopsis,Trombidiformes,Mideopsis,83479,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Mideopsis,,,,,
Trichoptera,Molanna,FALSE,,DNI,Molanna,Molanna,DNI,116474,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Molannidae,,,,Molanna,,,,,
Other Non-Insect,Mollusca,TRUE,Too Coarse,DNI,DNI,DNI,DNI,,Animalia,Mollusca,,,,,,,,,,,,,,,,
Diptera,Molophilus,FALSE,,DNI,Molophilus,Molophilus,DNI,120758,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Molophilus,,,,,
Other Non-Insect,Momonia,FALSE,,DNI,Momonia,Trombidiformes,DNI,83474,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Momonia,,,,,
Other Non-Insect,Momoniidae,FALSE,,DNI,Momoniidae,Trombidiformes,DNI,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,,,,,,
Other Non-Insect,Monatractides,FALSE,,Monatractides,Monatractides,Trombidiformes,Monatractides,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Monatractides,,,,,
Chironomidae,Monodiamesa,FALSE,,Monodiamesa,Monodiamesa,Monodiamesa,Monodiamesa,128440,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Monodiamesa,,,,,
Diptera,Monohelea,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Chironomidae,Monopelopia,FALSE,,DNI,Monopelopia,Monopelopia,DNI,128199,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Monopelopia,,,,,
Trichoptera,Monophylax,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,
Trichoptera,Monophylax mono,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,Monophylax mono
Other Non-Insect,Mooreobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Plecoptera,Moselia,FALSE,,Moselia,Moselia,Moselia,Moselia,102909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Moselia,,,,,
