Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Polycelis,FALSE,3,PR,multi,RHEO,,FALSE,cold,,14.46017037,19.906,,,54510,Animalia,Platyhelminthes,,Turbellaria,Archoophora,Tricladida,,,Planariidae,,,,Polycelis,,,,,,Other Non-Insect
Polycentropodidae,FALSE,3,PR,uni,GENE,,FALSE,cool,,18.34176518,21.348,,,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,,,,,,,,,,Trichoptera
Polycentropus,FALSE,3,PR,uni,GENE,,FALSE,cool,,18.44845124,21.384,,,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,,Trichoptera
Polycentropus sensu lato,FALSE,3,PR,uni,GENE,,FALSE,cool,,18.44845124,21.384,,,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,,Trichoptera
Polypedilum,FALSE,4,OM,multi,GENE,,FALSE,warm,,19.63926397,23.504,,,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,,Chironomidae
Postelichus,FALSE,,,,,,,,,,,,,193691,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Postelichus,,,,,,Coleoptera
Potamanthidae,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,Potamanthidae,,,,,,,,,,Ephemeroptera
Potamopyrgus antipodarum,FALSE,6,CG,uni,GENE,,,,Less30,,,,,205006,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Hydrobiidae,,,,Potamopyrgus,,,,,antipodarum,Other Non-Insect
Potamothrix,FALSE,,,,,,FALSE,,Less30,,,,,68786,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Potamothrix,,,,,,Oligochaeta
Potthastia,FALSE,3,CG,multi,GENE,,FALSE,warm,,20.17232073,24.064,,yes,128408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,,,,,Chironomidae
Potthastia Gaedii Group,FALSE,3,CG,multi,GENE,,FALSE,warm,,20.1462823,23.846,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Gaedii Gr.,,,,Chironomidae
Potthastia Longimanus Group,FALSE,NA,,,,,FALSE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Longimanus Gr.,,,,Chironomidae
Pristina,FALSE,,,,,,FALSE,warm,,21.50859625,24.734,,,68876,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Pristininae,,,Pristina,,,,,,Oligochaeta
Pristinicola hemphilli,FALSE,3,SC,semi,RHEO,TRUE,TRUE,cool,,16.44617812,20.787,,,568126,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Hydrobiidae,,,,Pristinicola,,,,,hemphilli,Other Non-Insect
Procladius,FALSE,5,PR,multi,GENE,,FALSE,warm,,20.10561088,25.06,,,128277,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Procladiini,,Procladius,,,,,,Chironomidae
Proclinopyga,FALSE,,,,,,FALSE,cool,,17.69330372,20.386,,,135887,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Proclinopyga,,,,,,Diptera
Prodiamesa,FALSE,5,CG,multi,GENE,,FALSE,cowa,,19.59194158,22.28,,,128452,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Prodiamesa,,,,,,Chironomidae
Prodiamesinae,FALSE,5,CG,multi,GENE,,,cowa,,19.17112461,22.29,,yes,128437,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,,,,,,,Chironomidae
Prosobranchia,FALSE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,Prosobranchia,,,,,,,,,,,,,,Other Non-Insect
Prostoia,FALSE,,,,,,,,,,,,,102584,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Prostoia,,,,,,Plecoptera
Prostoma,FALSE,5,PR,uni,DEPO,,FALSE,warm,,21.84108024,25.708,,,57577,Animalia,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,,Tetrastemmatidae,,,,Prostoma,,,,,,Other Non-Insect
Protanypus,FALSE,NA,CG,multi,GENE,,FALSE,,Less30,,,,,128431,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Protanypini,,Protanypus,,,,,,Chironomidae
Protochauliodes,FALSE,,,,,,,,,,,,,115053,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Protochauliodes,,,,,,Megaloptera
Protoptila,FALSE,4,SC,multi,RHEO,,FALSE,stenow,,23.60691861,29.65,,,115221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,,Trichoptera
Protzia,FALSE,,,,,,FALSE,cool,,15.38599679,20.408,,,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,,Other Non-Insect
Psectrocladius,FALSE,3,CG,multi,GENE,,FALSE,cowa,,18.90237035,23.18,,,129018,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psectrocladius,,,,,,Chironomidae
Psectrotanypus,FALSE,4,PR,multi,GENE,,FALSE,,Less30,,,,,128048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Psectrotanypus,,,,,,Chironomidae
Psephenidae,FALSE,NA,SC,semi,SPEC,,FALSE,warm,,21.15916701,25.29753054,,yes,114069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,,,,,,,,,,Coleoptera
Psephenus,FALSE,3,SC,semi,SPEC,,,stenow,,24.94793982,28.012,steno_warm,,114070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Psepheninae,,,Psephenus,,,,,,Coleoptera
Pseudochironomini,FALSE,,,,,,,,Less30,,,,,129850,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,,,,,,,Chironomidae
Pseudochironomus,FALSE,5,CG,multi,GENE,,FALSE,,Less30,,,,,129851,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,,,,Chironomidae
Pseudodiamesa,FALSE,3,CG,multi,GENE,,FALSE,stenoc,,13.09480754,16.828,,,128416,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pseudodiamesa,,,,,,Chironomidae
Pseudofeltria,FALSE,,,,,,,,Less30,,,,,83410,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pseudofeltria,,,,,,Other Non-Insect
Pseudolimnophila,FALSE,NA,UNKN,uni,SPEC,TRUE,FALSE,,Less30,,,,,120365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pseudolimnophila,,,,,,Diptera
Pseudorthocladius,FALSE,NA,CG,multi,GENE,,FALSE,,Less30,,,,,129052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudorthocladius,,,,,,Chironomidae
Pseudosmittia,FALSE,3,UNKN,multi,GENE,,FALSE,cowa,,18.73385242,22.491,,,129071,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudosmittia,,,,,,Chironomidae
Pseudostenophylax,FALSE,1i,SH,uni,HEAD,TRUE,,,Less30,,,,,115989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Pseudostenophylacinae,,,Pseudostenophylax,,,,,,Trichoptera
Psilometriocnemus,FALSE,4,CG,multi,RHEO,,FALSE,cold,,17.01068156,19.968,,,129083,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,,,,Chironomidae
Psychodidae,FALSE,3,CG,UNKN,GENE,,FALSE,cool,,17.36572171,21.83,,yes,125351,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,,,,,,,,,,Diptera
Psychodini,FALSE,5,CG,multi,GENE,,FALSE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Psychodini,,,,,,,,Diptera
Psychoglypha,FALSE,3,OM,uni,DEPO,,FALSE,cool,,16.6769521,21.224,,,115974,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,,Trichoptera
Psychoglypha bella,FALSE,3,OM,uni,DEPO,,FALSE,,Less30,,,,,115977,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,bella,Trichoptera
Psychoglypha subborealis,FALSE,3,OM,uni,GENE,,FALSE,,Less30,,,,,115981,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,subborealis,Trichoptera
Psychomyia,FALSE,3,SC,uni,RHEO,,FALSE,warm,,19.79852084,23.662,,,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,,Trichoptera
Psychomyiidae,FALSE,3,SC,uni,RHEO,,,warm,,19.77311494,23.96,,,115334,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,,,,,,,,,,Trichoptera
Pteronarcella,FALSE,3,OM,semi,RHEO,,TRUE,cowa,,19.21554672,22.435,,,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,,Plecoptera
Pteronarcyidae,FALSE,3,OM,semi,RHEO,,TRUE,eurythermal,,17.49432702,22.203,,yes,102470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,,,,,,,,,,Plecoptera
Pteronarcys,FALSE,3,OM,semi,RHEO,,TRUE,eurythermal,,17.12738766,22.197,,yes,102471,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,,Plecoptera
Pteronarcys californica,FALSE,3,OM,semi,RHEO,TRUE,TRUE,warm,,20.869425,25.37,,,102473,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,californica,Plecoptera
Pteronarcys dorsata,FALSE,,,,,,TRUE,,Less30,,,,,102478,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,dorsata,Plecoptera
Pteronarcys princeps,FALSE,3,OM,semi,RHEO,,TRUE,cold,,16.1801,19.4,,,102484,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,princeps,Plecoptera
Ptilodactylidae,FALSE,,,,,,,,Less30,,,,,114265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Ptilodactylidae,,,,,,,,,,Coleoptera
Ptilostomis,FALSE,,,,,,FALSE,,Less30,,,,,115868,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Ptilostomis,,,,,,Trichoptera
Ptychoptera,FALSE,3,CG,uni,GENE,,FALSE,cowa,,18.54529106,21.33,,,125786,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Ptychopterinae,,,Ptychoptera,,,,,,Diptera
Ptychopteridae,FALSE,3,CG,uni,GENE,,,cowa,,18.55974341,21.332,,,125763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,,,,,,,,,,Diptera
Pulmonata,FALSE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,,,,,,,,,,,,,,Other Non-Insect
Quistradrilus,FALSE,,,,,,,,Less30,,,,,68793,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Quistradrilus,,,,,,Oligochaeta
Radix,FALSE,,,,,,,,Less30,,,,,76525,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Radix,,,,,,Other Non-Insect
Radotanypus,FALSE,4,PR,multi,GENE,,,warm,,20.65300063,23.71,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Radotanypus,,,,,,Chironomidae
Ramellogammarus,FALSE,4,SH,uni,BRAC,,FALSE,cowa,,19.79836757,22,,,93953,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,Ramellogammarus,,,,,,Other Non-Insect
Rhabdomastix,FALSE,3,SH,semi,SPEC,,FALSE,cold,,15.26121922,19.952,,,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,,Diptera
Rhabdomastix (Lurdia),FALSE,NA,SH,semi,SPEC,TRUE,FALSE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,,Diptera
Rheocricotopus,FALSE,4,CG,multi,GENE,,FALSE,eurythermal,,17.71400991,23.1,,,129086,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,,,,,Chironomidae
Rheosmittia,FALSE,NA,UNKN,multi,SPEC,TRUE,,,Less30,,,,,129107,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheosmittia,,,,,,Chironomidae
Rheotanytarsus,FALSE,4,CF,multi,RHEO,,FALSE,warm,,19.88107884,23.812,,,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,,Chironomidae
Rhips,FALSE,,,,,,,,,,,,,,Animalia,Nemertea,,,,,,,,,,,,,,,,,Other Non-Insect
Rhithrogena,FALSE,4,SC,uni,RHEO,,FALSE,cool,,15.87255388,21.51,,,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,,Ephemeroptera
Rhizelmis,FALSE,1i,CG,semi,SPEC,TRUE,,,Less30,,,,,114198,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Rhizelmis,,,,,,Coleoptera
Rhyacodrilinae,FALSE,,,,,,,,Less30,,,,,974287,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,,,,,,,Oligochaeta
Rhyacodrilus,FALSE,,,,,,,,Less30,,,,,68839,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Rhyacodrilus,,,,,,Oligochaeta
Rhyacophila,FALSE,3,PR,UNKN,RHEO,,FALSE,cool,,16.35384865,21.134,,yes,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,,Trichoptera
Rhyacophila Alberta Group,FALSE,2,PR,semi,RHEO,TRUE,,cold,,15.01438778,18.838,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,,Trichoptera
Rhyacophila Angelita Group,FALSE,3,PR,uni,RHEO,,FALSE,cool,,17.55549476,20.6,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,,Trichoptera
Rhyacophila arnaudi,FALSE,3,PR,uni,RHEO,,FALSE,cool,,18.12706763,20.963,,,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi,Trichoptera
Rhyacophila atrata complex,FALSE,3,PR,uni,RHEO,,FALSE,cold,,14.52122255,18.912,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,,Trichoptera
Rhyacophila Basalis Group,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,,Trichoptera
Rhyacophila Betteni Group,FALSE,3,PR,semi,RHEO,,FALSE,cool,,16.39476777,20.508,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,,Trichoptera
Rhyacophila blarina,FALSE,3,PR,uni,RHEO,,FALSE,cool,,18.5794309,20.908,,,115153,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,sibirica subgroup,minora complex,blarina,Trichoptera
Rhyacophila Brunnea/Vemna Groups,FALSE,4,PR,semi,RHEO,,TRUE,cool,,16.50289421,20.48,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,,Trichoptera
Rhyacophila Coloradensis Group,FALSE,2,PR,uni,RHEO,TRUE,FALSE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,,Trichoptera
Rhyacophila Grandis Group,FALSE,3,PR,semi,HEAD,TRUE,FALSE,cold,,16.41802583,19.48,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,,Trichoptera
Rhyacophila Hyalinata Group,FALSE,2,PR,semi,RHEO,,FALSE,cool,,14.75062466,20.222,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,,Trichoptera
Rhyacophila malkini,FALSE,3,PR,uni,RHEO,,FALSE,warm,,22.52187792,24.544,,,115181,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,malkini,Trichoptera
Rhyacophila narvae,FALSE,3,PR,uni,RHEO,,FALSE,cool,,16.53536714,20.248,,,115155,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,narvae subgroup,,narvae,Trichoptera
Rhyacophila Nevadensis Group,FALSE,2,PR,uni,RHEO,TRUE,FALSE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,,Trichoptera
Rhyacophila Oreta Group,FALSE,1i,,,,,FALSE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Oreta Gr.,,,,Trichoptera
Rhyacophila Rotunda Group,FALSE,1i,PR,semi,HEAD,TRUE,FALSE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,,Trichoptera
Rhyacophila Sibirica Group,FALSE,3,,,,,FALSE,cold,,13.69993385,19.524,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,,Trichoptera
Rhyacophila Vagrita Group,FALSE,2,PR,uni,RHEO,,,stenoc,,14.63669718,17.858,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,,Trichoptera
Rhyacophila Verrula Group,FALSE,2,MH,semi,SPEC,TRUE,,stenoc,,12.07897166,18.78,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,,Trichoptera
Rhyacophila vetina complex,FALSE,1i,PR,uni,HEAD,TRUE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,vetina subgroup,vetina complex,,Trichoptera
Rhyacophila Viquaea Group,FALSE,1i,PR,semi,HEAD,TRUE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Viquaea Gr.,,,,Trichoptera
Rhyacophila Visor Group,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Visor Gr.,,,,Trichoptera
Rhyacophila Vofixa Group,FALSE,2,PR,semi,RHEO,TRUE,TRUE,stenoc,,13.05281357,17.257,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,,Trichoptera
Rhynchelmis,FALSE,,,,,,,cool,,18.03862417,19.638,,,68463,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Rhynchelmis,,,,,,Oligochaeta
Rhynchobdellida,FALSE,,,,,,,,,21.40653417,25.34180492,,,69295,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,,,,,,,,,,,Other Non-Insect
Robackia,FALSE,NA,CG,multi,RIVE,TRUE,FALSE,,Less30,,,,,129730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,,Chironomidae
Roederiodes,FALSE,,,,,,FALSE,cool,,18.25915852,20.9,,,135893,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Roederiodes,,,,,,Diptera
Saetheria,FALSE,NA,CG,multi,GENE,TRUE,FALSE,,Less30,,,,,129735,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Saetheria,,,,,,Chironomidae
Salmoperla sylvanica,FALSE,,,,,,,,Less30,,,,,103192,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Salmoperla,,,,,sylvanica,Plecoptera
Sanfilippodytes,FALSE,NA,PR,uni,GENE,,FALSE,cool,,18.41969906,21.291,,,728253,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Sanfilippodytes,,,,,,Coleoptera
Sciomyzidae,FALSE,4,PR,multi,GENE,,FALSE,,Less30,,,,,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,,Diptera
Scirtidae,FALSE,NA,SC,uni,SPEC,TRUE,FALSE,,Less30,,,,,113924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Scirtidae,,,,,,,,,,Coleoptera
Sergentia,FALSE,NA,CG,multi,GENE,,FALSE,,Less30,,,,,129739,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Sergentia,,,,,,Chironomidae
Serratella levis,FALSE,1m,CG,uni,RHEO,TRUE,,,Less30,,,,,568638,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,levis,Ephemeroptera
Serratella micheneri,FALSE,4,CG,uni,RHEO,,FALSE,,Less30,,,,,568639,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,micheneri,Ephemeroptera
Setvena,FALSE,1i,PR,semi,HEAD,TRUE,,stenoc,,10.63678118,14.56220916,,,103193,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Setvena,,,,,,Plecoptera
Sialis,FALSE,4,PR,semi,GENE,,TRUE,warm,,19.802438,23.928,,,115002,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,,Sialis,,,,,,Megaloptera
Sierraperla,FALSE,,,,,,,,Less30,,,,,102514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Sierraperla,,,,,,Plecoptera
Simuliidae,FALSE,4,CF,uni,RHEO,,FALSE,eurythermal,,18.38004914,22.296,,yes,126640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,,Diptera
