TaxaID,NonTarget,BCG_Attr_roman,BCG_Attr,BCG_Attr2,FFG,Habit,HABSTRUCT,LIFE_CYCLE,AirBreather,LargeRiver,Rank,Taxon_Group,Ins,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,OCC_RefNum,OCC_NotUsedForEPT,OWRB_TOLVAL,OCC_HBI_score,OWRB_FFG,OCC_FFG,OWRB_Habit,OWRB_LIFE_CYCLE
ORTHOCLADIUS,FALSE,IV_middle,4,4_middle,CG,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS,,,,6.5,,CG,,UNKN,MULTI
ORTHOCLADIUS (SYMPOSIOCLADIUS),FALSE,IV_middle,4,4_middle,CG,SP,,multi,0,FALSE,SubGenus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS,,,,6,,CG,,UN,MULTI
ORTHOTRICHIA,FALSE,IV_middle,4,4_middle,PH,CN,,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,ORTHOTRICHIINI,ORTHOTRICHIA,,,,NA,,"PH,SC",,CN,UNKN
OSTRACODA,FALSE,,,,,,,,0,FALSE,Class,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,OSTRACODA,,,,,,,,,,,,NA,,CG,,UNKN,MULTI
OSTROCERCA,FALSE,,,,,,,,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,NEMOURINAE,,OSTROCERCA,,,,2,,SH,,UNKN,UNI
OXUS,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,OXIDAE,,,OXUS,,,,NA,,PR,,UNKN,UNKN
OXYCERA,FALSE,,,,SC,SP,,NA,-1,,Genus,DIPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,OXYCERINI,OXYCERA,,109,,,8,,CG,,
OXYETHIRA,FALSE,IV_middle,4,4_middle,CG,"CB,CN",,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,HYDROPTILINI,OXYETHIRA,,235.6,,4,4,"CG,SC","CG,SC",UNKN,MULTI
PACHYDIPLAX LONGIPENNIS,FALSE,IV_middle,4,4_middle,PR,SP,,"multi,uni",0,FALSE,Species,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,PACHYDIPLAX,LONGIPENNIS,,,9,,PR,,UNKN,UNKN
PAGASTIELLA,FALSE,,,,CG,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PAGASTIELLA,,,,2.6,,UN,,UNKN,MULTI
PALAEMON,FALSE,,,,,,,,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,PALAEMONIDAE,PALAEMONINAE,,PALAEMON,,33,,NA,6,UN,CG,UN,UNKN
PALAEMONIDAE,FALSE,,,,,,,,0,FALSE,Family,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,PALAEMONIDAE,,,,,,,NA,,UN,,UNKN,UNKN
PALMACORIXA,FALSE,IV_worse,4,4_worse,PR,SW,,multi,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,PALMACORIXA,,,,NA,,PR,,UNKN,UNI
PARACHAETOCLADIUS,FALSE,,,,,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,PARACHAETOCLADIUS,,,,0,,CG,,UNKN,MULTI
PARACHIRONOMUS,FALSE,IV_worse,4,4_worse,PR,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACHIRONOMUS,,,,8.6,,"CG,PA,PR",,UNKN,MULTI
PARACLADOPELMA,FALSE,IV_middle,4,4_middle,CG,SP,NF,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACLADOPELMA,,,,5.2,,UN,,UNKN,MULTI
PARACLOEODES,FALSE,IV_middle,4,4_middle,SC,SW,,multi,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,PARACLOEODES,,128,,4,4,SC,SC,UNKN,MULTI
PARACRICOTOPUS,FALSE,,,,,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,PARACRICOTOPUS,,,,6,,CG,,UNKN,MULTI
PARACYMUS,FALSE,IV_middle,4,4_middle,PR,CN,,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,ANACAENINI,PARACYMUS,,,,7,,"OM,PR",,BU,SEMI
PARAKIEFFERIELLA,FALSE,IV_middle,4,4_middle,CG,SP,,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAKIEFFERIELLA,,,,5.9,,CG,,UNKN,MULTI
PARALAUTERBORNIELLA NIGROHALTERALIS,FALSE,,,,,,,,0,FALSE,Species,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARALAUTERBORNIELLA,NIGROHALTERALIS,,,NA,,CG,,UN,MULTI
PARALEPTOPHLEBIA,FALSE,III,3,,CG,SW,,uni,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOPHLEBIIDAE,,,PARALEPTOPHLEBIA,,147,,2,2,CG,CG,UNKN,UNI
PARAMETRIOCNEMUS,FALSE,III,3,,CG,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAMETRIOCNEMUS,,,,4.8,,CG,,UNKN,MULTI
PARANAIS,FALSE,IV_middle,4,4_middle,CG,BU,,multi,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,PARANAIS,,,,NA,,CG,,UNKN,UNKN
PARAPHAENOCLADIUS,FALSE,IV_middle,4,4_middle,CG,SP,,"multi,uni",0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAPHAENOCLADIUS,,,,NA,,CG,,UNKN,MULTI
PARAPOYNX,FALSE,,,,,,,,0,FALSE,Genus,INSECT_OTHER,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,LEPIDOPTERA,,,CRAMBIDAE,NYMPHULINAE,NYMPHULINI,PARAPOYNX,,,,5,,SH,,UNKN,UNKN
PARATANYTARSUS,FALSE,IV_middle,4,4_middle,CG,"CN,SP",,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,PARATANYTARSUS,,,,7.7,,UN,,UNKN,MULTI
PARATENDIPES,FALSE,IV_middle,4,4_middle,CG,BU,,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARATENDIPES,,,,5.3,,CG,,BU,MULTI
PELTODYTES,FALSE,IV_worse,4,4_worse,"SH,PH","CB,CN",,multi,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,HALIPLIDAE,,,PELTODYTES,,,,2,,SH,,UNKN,SEMI
PENTANEURA,FALSE,IV_middle,4,4_middle,PR,SP,CS,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,PENTANEURA,,,,4.6,,"CG,PR",,UNKN,MULTI
PERICOMA,FALSE,IV_worse,4,4_worse,CG,BU,,multi,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PSYCHODIDAE,,,PERICOMA,,101,,10,10,CG,CG,BU,UNI
PERICOMAINI,FALSE,,,,,,,,,FALSE,Tribe,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,PSYCHODIDAE,PSYCHODINAE,PERICOMAINI,,,,,10,,CG,,BU,UNI
PERITHEMIS,FALSE,IV_middle,4,4_middle,PR,SP,,uni,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,PERITHEMIS,,193,,,9,,,,
PERLESTA,FALSE,IV_middle,4,4_middle,PR,CN,,uni,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLIDAE,ACRONEURIINAE,ACRONEURIINI,PERLESTA,,214,,1,1,OM,OM,UNKN,UNKN
PERLIDAE,FALSE,IV_better,4,4_better,PR,CN,,semi,0,FALSE,Family,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLIDAE,,,,,210,,1,1,PR,,CN,SEMI
PERLINELLA,FALSE,III,3,,PR,CN,,uni,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLIDAE,ACRONEURIINAE,ACRONEURIINI,PERLINELLA,,,,1,,PR,,UNKN,UNKN
PERLODIDAE,FALSE,III,3,,PR,CN,,uni,0,FALSE,Family,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,,,,,,,2,,PR,,CN,UNI
PETROPHILA,FALSE,IV_better,4,4_better,SC,CB,,multi,0,TRUE,Genus,INSECT_OTHER,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,LEPIDOPTERA,,,CRAMBIDAE,NYMPHULINAE,ARGYRACTINI,PETROPHILA,,164,,5,5,SC,SC,CN,UNI
PHAENOPSECTRA,FALSE,IV_middle,4,4_middle,"CG,SC",CN,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PHAENOPSECTRA,,,,7.6,,"CG,SC",,CN,MULTI
PHANOGOMPHUS,FALSE,,,,,,,,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,GOMPHUS SENSU LATO,GOMPHIDAE,,,PHANOGOMPHUS,,,,NA,,UN,,UNKN,UNKN
PHILOPOTAMIDAE,FALSE,III,3,,CF,CN,,multi,0,FALSE,Family,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,,,,,,,3,,CF,,CN,UNI
PHORIDAE,FALSE,,,,,,,,,FALSE,,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,PHORIDAE,,,,,,,NA,,"CG,PR",,UNKN,
PHYLOCENTROPUS,FALSE,,,,,,,,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,DIPSEUDOPSIDAE,HYALOPSYCHINAE,,PHYLOCENTROPUS,,,,5.6,,CF,,BU,UNKN
PHYSA/PHYSELLA,FALSE,V,5,,SC,CB,,multi,0,FALSE,Genus slash,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PHYSIDAE,,,,,,,,,,,,
PHYSIDAE,FALSE,V,5,,SC,CB,,multi,0,FALSE,Family,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PHYSIDAE,,,,,,,8,,SC,,UNKN,UNI
PIGUETIELLA,FALSE,,,,,,,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,PIGUETIELLA,,,,8,,CG,,UNKN,UNI
PILARIA,FALSE,IV_middle,4,4_middle,PR,BU,,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,LIMNOPHILINAE,,PILARIA,,,,7,,PR,,BU,UNI
PIONA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,PIONIDAE,,,PIONA,,,,NA,,PR,,UNKN,UNKN
PIONIDAE,FALSE,,,,,,,,0,FALSE,Family,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,PIONIDAE,,,,,,,NA,,PR,,UNKN,UNKN
PISCICOLA,FALSE,,,,,,,,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,PISCICOLIDAE,PISCICOLINAE,,PISCICOLA,,,,8,,PR,,UNKN,UNI
PISIDIUM,FALSE,IV_middle,4,4_middle,CF,BU,,uni,0,FALSE,Genus,BIVALVIA,NonIns,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,CORBICULOIDEA,SPHAERIIDAE,,,PISIDIUM,,278,,6,6,CF,CF,UNKN,UNI
PLACOBDELLA,FALSE,IV_worse,4,4_worse,PR,SP,,NA,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,GLOSSIPHONIINAE,,PLACOBDELLA,,5,,10,10,PA,PA,UNKN,UNI
PLANARIIDAE,FALSE,IV_middle,4,4_middle,CG,SP,,,0,,Family,OTHER NON-INSECT,,ANIMALIA,PLATYHELMINTHES,TREPAXONEMATA,ACENTROSOMATA,,TRICLADIDA,,,PLANARIIDAE,,,,,285,,,4,,OM,,
PLANORBELLA,FALSE,IV_worse,4,4_worse,SC,CB,SG,NA,0,,Genus,GASTROPODA,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,PLANORBELLA,,270.5,,,7,,SC,,
PLANORBIDAE,FALSE,IV_middle,4,4_middle,SC,CB,,multi,0,TRUE,Family,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,,,,7,,SC,,UNKN,UNI
PLATAMBUS,FALSE,IV_middle,4,4_middle,PR,SW,,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,PLATAMBUS,,,,NA,,PR,,UNKN,UNKN
PLATHEMIS,FALSE,IV_middle,4,4_middle,PR,SP,NF,NA,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,PLATHEMIS,,192.97,,,9,,,,
PLATHEMIS LYDIA,FALSE,IV_middle,4,4_middle,PR,SP,,NA,0,FALSE,Species,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,PLATHEMIS,LYDIA,,,NA,,PR,,UNKN,UNKN
PLATYSMITTIA,FALSE,,,,,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,PLATYSMITTIA,,,,NA,,CG,,UNKN,UNKN
PLATYVELIA,FALSE,IV_middle,4,4_middle,PR,SK,,,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,VELIIDAE,VELIINAE,,PLATYVELIA,,,,NA,,PR,,UNKN,UNKN
PLAUDITUS,FALSE,IV_middle,4,4_middle,CG,SW,,NA,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,PLAUDITUS,,,,4,,CG,,UNKN,MULTI
PLECOPTERA,FALSE,,,,PR,CN,,NA,0,FALSE,Order,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,,,,,,,,,,NA,,UN,,UNKN,UNI
PLEUROCERA,FALSE,IV_better,4,4_better,SC,CB,,multi,0,FALSE,Genus,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,NEOTAENIOGLOSSA,,,PLEUROCERIDAE,,,PLEUROCERA,,272,,4,4,SC,SC,UNKN,UNKN
PLEUROCERIDAE,FALSE,III,3,,SC,CB,,multi,0,FALSE,Family,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,NEOTAENIOGLOSSA,,,PLEUROCERIDAE,,,,,,,4,,SC,,UNKN,SEMI
POLYCENTROPODIDAE,FALSE,IV_middle,4,4_middle,CF,CN,,uni,0,FALSE,Family,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,POLYCENTROPODIDAE,,,,,,,6,,CF,,CN,UNI
POLYCENTROPUS SL/CERNOTINA,FALSE,III,3,,PR,CN,,uni,0,FALSE,Genus slash,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,POLYCENTROPODIDAE,,,,,252,,,6,,"CF,PR",,
POLYPEDILUM,FALSE,IV_middle,4,4_middle,"SH,CG","CB,CN",,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,,,,6.7,,"CG,PR,SH",,UNKN,MULTI
POTAMOTHRIX,FALSE,,,,,,,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,POTAMOTHRIX,,,,NA,,CG,,UNKN,UNKN
POTAMYIA,FALSE,IV_worse,4,4_worse,CF,CN,,multi,0,,Genus,TRICHOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,,,POTAMYIA,,230,,,4,,CF,,
POTAMYIA FLAVA,FALSE,IV_middle,4,4_middle,CF,CN,,multi,0,TRUE,Species,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,POTAMYIA,FLAVA,,,NA,,CF,,CN,UNKN
POTTHASTIA,FALSE,,,,"CG,SC",SP,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,POTTHASTIA,,,,4.7,,"CG,SC",,UNKN,MULTI
PRISTINA,FALSE,IV_middle,4,4_middle,CG,BU,,multi,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,PRISTININAE,,PRISTINA,,16,,8,8,CG,CG,UNKN,UNKN
PROCAMBARUS,FALSE,,,,CG,SP,,,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,CAMBARIDAE,CAMBARINAE,,PROCAMBARUS,,,,6,,SH,,UNKN,SEMI
PROCLADIUS,FALSE,IV_middle,4,4_middle,PR,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PROCLADIINI,PROCLADIUS,,,,9.3,,"CG,PR",,UNKN,MULTI
PROCLOEON,FALSE,IV_middle,4,4_middle,CG,SW,,multi,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,PROCLOEON,,128.8,,4,4,"CG,OM","CG,OM",UNKN,MULTI
PRODIAMESINAE,FALSE,,,,,,,,0,FALSE,Subfamily,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,PRODIAMESINAE,,,,,,,,,,,
PROGOMPHUS,FALSE,IV_better,4,4_better,PR,BU,,uni,0,TRUE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,PROGOMPHUS,,191,,1,1,PR,,BU,SEMI
PROGOMPHUS OBSCURUS,FALSE,IV_better,4,4_better,PR,BU,NF,uni,0,FALSE,Species,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,PROGOMPHUS,OBSCURUS,,,8.7,,PR,,BU,UNKN
PROSIMULIUM,FALSE,III,3,,CF,CN,CS,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SIMULIIDAE,SIMULIINAE,PROSIMULIINI,PROSIMULIUM,,103,,6,6,CF,CF,CN,UNI
PROSTOIA,FALSE,,,,SH,,,,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,NEMOURINAE,,PROSTOIA,,,,2,,SH,,UNKN,UNI
PROSTOMA,FALSE,,,,,,,,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,NEMERTEA,,ENOPLA,,HOPLONEMERTEA,MONOSTILIFERA,,TETRASTEMMATIDAE,,,PROSTOMA,,281.5,,NA,8,PR,,UNKN,UNI
PROTOPTILA,FALSE,,,,"SC,PR",CN,,uni,0,TRUE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,PROTOPTILINAE,,PROTOPTILA,,,,1,,SC,,CN,UNI
PROTZIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRYPHANTIDAE,,,PROTZIA,,,,NA,,PR,,UNKN,MULTI
