Taxon_orig,Rationale,OTU_MetricCalc,OTU_BCG_ORWA,OTU_BCG_ORWA_worms
Heterotrissocladius marcidus group,FORMATTING,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group
Heterotrissocladius marcidus Group,FORMATTING,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group
Heterotrissocladius Marcidus Group,FORMATTING,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group,Heterotrissocladius Marcidus Group
Heterotrissocladius Subpilosus Gr.,"dubious ID, known from Artic north and Arctic Europe only backing off to genus",Heterotrissocladius,Heterotrissocladius,Heterotrissocladius
Heterotrissocladius Subpilosus Group,,Heterotrissocladius Subpilosus Group,Heterotrissocladius Subpilosus Group,Heterotrissocladius Subpilosus Group
Hexacola,Excluded -wasp,DNI,DNI,DNI
Hexagenia,,Hexagenia,Hexagenia,Hexagenia
Hexagenia limbata,,Hexagenia,Hexagenia,Hexagenia
Hexatoma,,Hexatoma,Hexatoma,Hexatoma
Himalopsyche,single species in genus,Himalopsyche phryganea,Himalopsyche phryganea,Himalopsyche phryganea
Himalopsyche phryganea,single species in genus,Himalopsyche phryganea,Himalopsyche phryganea,Himalopsyche phryganea
Hirudinea,nomenclature,Hirudinida,Hirudinea,Hirudinea
Hirudinida,nomenclature,Hirudinida,Hirudinea,Hirudinea
Hirudinidae,nomenclature,Hirudinida,Hirudinea,Hirudinea
Holorusia,monotypic,Holorusia hespera,Holorusia hespera,Holorusia hespera
Holorusia hespera,,Holorusia hespera,Holorusia hespera,Holorusia hespera
Homoeoneuria,,Homoeoneuria,Homoeoneuria,Homoeoneuria
Homophylax,,Homophylax,Homophylax,Homophylax
Homoplectra,,Homoplectra,Homoplectra,Homoplectra
Hornectes quadrimaculatus,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Huitfeldtia rectipes,,Huitfeldtia rectipes,Huitfeldtia rectipes,Huitfeldtia rectipes
Hyalella,,Hyalella,Hyalella,Hyalella
Hyalella azteca,,Hyalella,Hyalella,Hyalella
Hyalellidae,,Hyalella,Hyalella,Hyalella
Hybomitra,,Tabanidae,Tabanidae,Tabanidae
Hydaticus,,Hydaticus,Hydaticus,Hydaticus
Hydaticus auruspex,,Hydaticus,Hydaticus,Hydaticus
Hydatophylax,,Hydatophylax,Hydatophylax hesperus,Hydatophylax hesperus
Hydatophylax festivus,was a Stenophylax but not in western NA,Hydatophylax,Hydatophylax hesperus,Hydatophylax hesperus
Hydatophylax hesperus,,Hydatophylax,Hydatophylax hesperus,Hydatophylax hesperus
Hydra,,Hydra,Hydra,Hydra
Hydracarina,,Acari,Acari,Acari
Hydrachna,,Hydrachna,Hydrachna,Hydrachna
Hydrachnidae,,Hydrachnidae,Hydrachnidae,Hydrachnidae
Hydraena,,Hydraenidae,Hydraenidae,Hydraenidae
Hydraenidae,,Hydraenidae,Hydraenidae,Hydraenidae
Hydreanidae,,Hydraenidae,Hydraenidae,Hydraenidae
Hydridae,,Hydra,Hydra,Hydra
Hydrobaenus,,Hydrobaenus,Hydrobaenus,Hydrobaenus
Hydrobia,,Truncatelloidea,Truncatelloidea,Truncatelloidea
Hydrobiidae,,Truncatelloidea,Truncatelloidea,Truncatelloidea
Hydrobius,monotypic,Hydrobius fuscipes,Hydrobius fuscipes,Hydrobius fuscipes
Hydrobius fuscipes,,Hydrobius fuscipes,Hydrobius fuscipes,Hydrobius fuscipes
Hydrocanthus,,Hydrocanthus,Hydrocanthus,Hydrocanthus
Hydrochara,,Hydrochara,Hydrochara,Hydrochara
Hydrochoreutes,,Hydrochoreutes,Hydrochoreutes,Hydrochoreutes
Hydrochus,,Hydrochus,Hydrochus,Hydrochus
Hydrocolus,,Hydrocolus,Hydrocolus,Hydrocolus
Hydrodroma,,Hydrodroma,Hydrodroma,Hydrodroma
Hydrodromidae,,Hydrodromidae,Hydrodromidae,Hydrodromidae
Hydroida,,Hydra,Hydra,Hydra
Hydrometra,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",Hydrometra,Hydrometra,Hydrometra
Hydroperla,,Perlidae,Perlidae,Perlidae
Hydrophilidae,,Hydrophilidae,Hydrophilidae,Hydrophilidae
Hydrophiloidea,,Hydrophiloidea,Hydrophiloidea,Hydrophiloidea
Hydrophilus,,Hydrophilus,Hydrophilus,Hydrophilus
Hydroporinae,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Hydroporini,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Hydroporus,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Hydropsyche,,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche (Hydropsyche),,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche breviculata,this species is known from Taiwan and not known from NA,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche californica,,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsyche occidentalis,,Hydropsyche,Hydropsyche,Hydropsyche
Hydropsychidae,,Hydropsychidae,Hydropsychidae,Hydropsychidae
Hydropsychinae,,Hydropsychidae,Hydropsychidae,Hydropsychidae
Hydropsychoidea,TOO COARSE,Hydropsychoidea,Trichoptera,Trichoptera
Hydroptila,,Hydroptila,Hydroptila,Hydroptila
Hydroptila ajax,,Hydroptila,Hydroptila,Hydroptila
Hydroptila arctia,,Hydroptila,Hydroptila,Hydroptila
Hydroptila brailovskyi,known from Costa Rica and Mexico,Hydroptila,Hydroptila,Hydroptila
Hydroptila catamarcensis,known from Argentina,Hydroptila,Hydroptila,Hydroptila
Hydroptila consimilis,,Hydroptila,Hydroptila,Hydroptila
Hydroptila lenora,,Hydroptila,Hydroptila,Hydroptila
Hydroptila rono,,Hydroptila,Hydroptila,Hydroptila
Hydroptila xera,,Hydroptila,Hydroptila,Hydroptila
Hydroptilidae,,Hydroptilidae,Hydroptilidae,Hydroptilidae
Hydroptilidae sp. AJF#01,,Hydroptilidae,Hydroptilidae,Hydroptilidae
Hydroptilidae sp. AJF#02,,Hydroptilidae,Hydroptilidae,Hydroptilidae
Hydroptilidae sp. RAI # 0001,,Ochrotrichia,Ochrotrichia,Ochrotrichia
Hydrosmittia,,Hydrosmittia,Hydrosmittia,Hydrosmittia
Hydrotrupes palpalis,,Dytiscidae,Dytiscidae,Dytiscidae
Hydrovatus,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Hydrovolzia,,Hydrovolzia,Hydrovolzia,Hydrovolzia
Hydrovolziidae,,Hydrovolziidae,Hydrovolziidae,Hydrovolziidae
Hydrozetes,,Oribatida,Acari,Acari
Hydrozoa,,Hydra,Hydra,Hydra
Hydryphantes,,Hydryphantes,Hydryphantes,Hydryphantes
Hydryphantidae,,Hydryphantidae,Hydryphantidae,Hydryphantidae
Hygrobates,,Hygrobates,Hygrobates,Hygrobates
Hygrobatidae,,Hygrobatidae,Hygrobatidae,Hygrobatidae
Hygrotus,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Hygrotus sayi,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Hygrotus tumidiventris,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Hymenoptera,Terrestrial,DNI,DNI,DNI
Idaholanx fresti,,Idaholanx fresti,Idaholanx fresti,Idaholanx fresti
Idiocera,,Limoniidae,Limoniidae,Limoniidae
Idioptera,"subgenus of Limnophila now genus, Limnophila still valid but very different taxon concept translating to family",Limoniidae,Limoniidae,Limoniidae
Ilybiosoma,,Agabinae,Agabinae,Agabinae
Ilybius,,Agabinae,Agabinae,Agabinae
Ilybius fraterculus,,Agabinae,Agabinae,Agabinae
Ilybius quadrimaculatus,,Agabinae,Agabinae,Agabinae
Ilyodrilus,,Ilyodrilus,Oligochaeta,Tubificinae
Ilyodrilus templetoni,,Ilyodrilus,Oligochaeta,Tubificinae
Insecta,TOO COARSE,DNI,DNI,DNI
Integripalpia,TOO COARSE,Integripalpia,Trichoptera,Trichoptera
Irodes,marine?,DNI,DNI,DNI
Ironodes,,Ironodes,Ironodes,Ironodes
Isaea,marine,DNI,DNI,DNI
Ischnura,,Coenagrionidae,Coenagrionidae,Coenagrionidae
Ischnura cervula,,Coenagrionidae,Coenagrionidae,Coenagrionidae
Ischnura perparva,,Coenagrionidae,Coenagrionidae,Coenagrionidae
Isocapnia,,Capniidae,Capniidae,Capniidae
Isochaetides,,Isochaetides,Oligochaeta,Oligochaeta
Isogenoides,,Isogenoides,Isogenoides,Isogenoides
Isogenoides elongatus,,Isogenoides,Isogenoides,Isogenoides
Isonychia,,Isonychia,Isonychia,Isonychia
Isonychia velma,,Isonychia,Isonychia,Isonychia
Isonychiidae,,Isonychia,Isonychia,Isonychia
Isoperla,,Isoperla,Isoperla,Isoperla
Isoperla fulva,,Isoperla,Isoperla,Isoperla
Isoperla fusca,,Isoperla,Isoperla,Isoperla
Isoperla lata,,Isoperla,Isoperla,Isoperla
Isoperla marmorata,,Isoperla,Isoperla,Isoperla
Isoperla mormona,,Isoperla,Isoperla,Isoperla
Isoperla petersoni,,Isoperla,Isoperla,Isoperla
Isoperla sobria,,Isoperla,Isoperla,Isoperla
Isoperlinae,,Perlodidae,Perlodidae,Perlodidae
Isopoda,TOO COARSE,Isopoda,Isopoda,Isopoda
Isops,Sponges excluded,DNI,DNI,DNI
Iswaeon,,Iswaeon,Iswaeon,Iswaeon
Iswaeon anoka,,Iswaeon,Iswaeon,Iswaeon
Ithytrichia,"dubious, closest records CA- mostly SW and eastern",Ithytrichia,Ithytrichia,Ithytrichia
Juga,,Juga,Juga,Juga
Juga (Oreobasis),,Juga,Juga,Juga
Juga bulbosa,,Juga,Juga,Juga
Juga hemphilli,,Juga,Juga,Juga
Juga plicifera,,Juga,Juga,Juga
Juga silicula,,Juga,Juga,Juga
Kathroperla,,Kathroperla,Kathroperla,Kathroperla
Kathroperla perdita,,Kathroperla,Kathroperla,Kathroperla
Kathroperla/Paraperla,,Paraperlinae,Paraperlinae,Paraperlinae
Kiefferulus,,Kiefferulus,Kiefferulus,Kiefferulus
Kincaidiana,,Kincaidiana,Oligochaeta,Lumbriculidae
Kincaidiana hexatheca,,Kincaidiana,Oligochaeta,Lumbriculidae
Koenikea,,Koenikea,Koenikea,Koenikea
Kogotus,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera
Kogotus nonus,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera
Kogotus/Rickera,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera
Kongsbergia,,Kongsbergia,Kongsbergia,Kongsbergia
Krendowskia,,Krendowskia,Krendowskia,Krendowskia
Krendowskiidae,,Krendowskiidae,Krendowskiidae,Krendowskiidae
Krenopelopia,,Krenopelopia,Krenopelopia,Krenopelopia
Krenopsectra,nomenclature. Andersen et al. 2013 considers this a synonym of Micropsectra,Micropsectra,Micropsectra,Micropsectra
Krenosmittia,,Krenosmittia,Krenosmittia,Krenosmittia
Labiobaetis,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis
Labiobaetis apache,,Labiobaetis,Labiobaetis,Labiobaetis
Labiobaetis propinquus,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis
Labiobaetis sonajuventus,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis
Labrundinia,,Labrundinia,Labrundinia,Labrundinia
Labrundinia/Nilotanypus,,Tanypodinae,Tanypodinae,Tanypodinae
Laccobius,,Laccobius,Laccobius,Laccobius
Laccodytes,one NA sp. pumilio known from Florida backing off to Family,Dytiscidae,Dytiscidae,Dytiscidae
Laccophilinae,,Laccophilinae,Laccophilinae,Laccophilinae
Laccophilus,,Laccophilus,Laccophilus,Laccophilus
Laccophilus maculosus,,Laccophilus,Laccophilus,Laccophilus
Laccophilus maculosus decipiens,,Laccophilus,Laccophilus,Laccophilus
Laccornis,,Laccornis,Laccornis,Laccornis
Lachlania,,Lachlania,Lachlania,Lachlania
Ladona,,Ladona,Ladona,Ladona
Laevicaudata,"Clam shrimp wetland taxa, INCLUDE??",DNI,DNI,DNI
Lampyridae,Terrestrial,DNI,DNI,DNI
Lanx,,Lanx,Lanx,Lanx
Lara,,Lara,Lara,Lara
Lara avara,,Lara,Lara,Lara
Larsia,,Larsia,Larsia,Larsia
Lasiodiamesa,,Lasiodiamesa,Lasiodiamesa,Lasiodiamesa
Lauterborniella,,Lauterborniella,Lauterborniella,Lauterborniella
Lauterborniella agrayloides,,Lauterborniella,Lauterborniella,Lauterborniella
Laversia,,Laversia,Laversia,Laversia
Lebertia,,Lebertia,Lebertia,Lebertia
Lebertiidae,,Lebertiidae,Lebertiidae,Lebertiidae
Leconectes striatellus,Keys to Stictotarsus/Boreonectes in Merritt et al. 2019. Use Fery and Ribera 2018 for generic placement. Use Stictotarsus key in Larson et al. 2000 for additional species confirmation. Currently monotypic. Widespread and common in western North Amaerica.,Leconectes striatellus,Leconectes striatellus,Leconectes striatellus
Lednia,,Lednia,Lednia,Lednia
Lenarchus,,Limnephilidae,Limnephilidae,Limnephilidae
Lepania cascada,endemic to OR and WA,Lepania cascada,Lepania cascada,Lepania cascada
Lepidonotus,Polychaeta excluded,DNI,DNI,DNI
Lepidoptera,Lot of these are terrestrial,Lepidoptera,Lepidoptera,Lepidoptera
Lepidostoma,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma (Neodinarthrum),formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Astanea Group,Lepidostoma asteneum group of Weaver 1988 gender changed to Lepidostoma astenea (Trichoptera Nearctica 2022).,Lepidostoma Astanea Group,Lepidostoma Astanea Group,Lepidostoma Astanea Group
Lepidostoma baxea,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Canthum/Pluviale Groups,"Weaver (pers. comm.) concerning Lepidostoma (Neodinarthrum), he has decided that this subgenus designation is no longer valid.",Lepidostoma Canthum/Pluviale Groups,Lepidostoma Canthum/Pluviale Groups,Lepidostoma Canthum/Pluviale Groups
Lepidostoma cascadense,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma cinereum,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma hoodi,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma hoodi group,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Hoodi Group,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Panel Case Group,Lepidostoma-panel case larvae in older data sets are now Lepidostoma Panel Case Group,Lepidostoma Panel Case Group,Lepidostoma Panel Case Group,Lepidostoma Panel Case Group
Lepidostoma pluviale,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Pluviale Group,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma podagrum,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma roafi,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Spiral Case Group,"Lepidostoma-spiral case larvae is now Lepidostoma Spiral Case Group. At least Lepidostoma veroda Ross, 1948 belongs to this group.",Lepidostoma Spiral Case Group,Lepidostoma Spiral Case Group,Lepidostoma Spiral Case Group
Lepidostoma togatum,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma unicolor,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma unicolor group,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma Unicolor Group,best to leave at genus,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-panel case,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-panel case larvae,formatting,Lepidostoma,Lepidostoma,Lepidostoma
Lepidostoma-sand case,formatting,Lepidostoma,Lepidostoma,Lepidostoma
