,Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_attr2,BCG_PredContScore,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MTTI_WA.optima,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,BSTI_WA.optima,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
892,Mollusca,Planorbella,FALSE,4,4_middle,NA,"SC,CG",CN,uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,6,F,NA,NA,T,76654,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Planorbella,,,,,
893,Mollusca,Planorbidae,FALSE,4,4_middle,4.150536537,SC,CN,multi,GENE,FALSE,FALSE,warm,Warm,,NA,20.6879611,25.547,,,3,6,F,NA,NA,T,76591,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,,,,,,
894,Trichoptera,Platycentropus,FALSE,NA,,NA,"SH,MH","CB,SP",UN,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,,Platycentropus,,,,,
895,Misc. Phyla,Platyhelminthes,FALSE,4,4_middle,NA,PR,CN,multi,GENE,FALSE,FALSE,cool,Cool,,NA,NA,NA,,,4,4,F,NA,NA,U,NA,Animalia,Platyhelminthes,,,,,,,,,,,,,,,,
896,Acari,Platyhydracarus,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,15.8,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,Platyhydracarus,,,,,
897,Chironomidae,Platysmittia,FALSE,3,,NA,"CG,SH",SP,multi,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,6,,NA,NA,,129013,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Platysmittia,,,,,
898,Ephemeroptera,Plauditus,FALSE,NA,,NA,CG,"SW,CN",multi,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,11,4,F,NA,NA,F,568553,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Plauditus,,,,,
899,Plecoptera,Plecoptera,FALSE,NA,,3.23306179,UN,UN,UN,LOTI,FALSE,FALSE,,Eurythermal,,NA,16.45622341,22.095,,yes,11,NA,F,NA,NA,,102467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,,,,,,,,,,
900,Plecoptera,Podmosta,FALSE,NA,,NA,SH,"SP,CN",uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,1,2,F,NA,NA,,102605,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Podmosta,,,,,
901,Chironomidae,Podonominae,FALSE,NA,,3.003331184,UN,UN,multi,GENE,FALSE,FALSE,cool,Cool,,16.7,16.77858597,20.346,,,NA,NA,,NA,24.9,,127952,Animalia,ARTHROPODA,HEXAPODA,INSECTA,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,,,,,,,,
902,Misc. Phyla,Polycelis,FALSE,3,,2.893204212,PR,CN,multi,LOTI,FALSE,FALSE,cold,Cold,,14.5,14.46017037,19.906,,,11,1,F,10,17.1,,54510,Animalia,Platyhelminthes,,Trepaxonemata,Archoophora,Tricladida,,,Planariidae,,,,Polycelis,,,,,
903,Trichoptera,Polycentropodidae,FALSE,NA,,2.99120307,"CF,PR,MH",CN,uni,UN,FALSE,FALSE,cool,Cool,,NA,18.34176518,21.348,,,11,6,F,NA,NA,,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,,,,,,,,,
904,Trichoptera,Polycentropus sensu lato,FALSE,3,,NA,PR,CN,uni,GENE,FALSE,FALSE,cool,Cool,,18.5,18.44845124,21.384,,,NA,NA,,NA,5.5,,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,
905,Ephemeroptera,Polymitarcyidae,FALSE,NA,,NA,"CG,CF",BU,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,3,,NA,NA,,101569,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,,,,,,
906,Chironomidae,Polypedilum,FALSE,4,4_worse,3.813937664,"SH,CG,PR","CN,CB",multi,GENE,FALSE,FALSE,warm,Warm,,20,19.63926397,23.504,,,4,6,F,NA,21.3,T,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
907,Mollusca,Pomacea,FALSE,6t,,NA,MH,CN,semi,GENE,FALSE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Gastropoda,Prosobranchia,Architaenioglossa,,Ampullarioidea,Ampullariidae,,,,Pomacea,,,,,
908,Coleoptera,Postelichus,FALSE,3,,NA,"SC,MH",CN,semi,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,11,NA,F,NA,NA,,193691,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Postelichus,,,,,
909,Ephemeroptera,Potamanthidae,FALSE,1i,,NA,CF,BU,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,Potamanthidae,,,,,,,,,
910,Mollusca,Potamocorbula amurensis,FALSE,NA,,NA,CF,"BU,SP",semi,GENE,FALSE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Myoidae,Corbulidae,,,,Potamocorbula,,,,,amurensis
911,Mollusca,Potamopyrgus antipodarum,FALSE,6t,,NA,"SC,CG","CN,SP",uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,8,F,NA,NA,,205006,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Tateidae,,,,Potamopyrgus,,,,,antipodarum
912,Oligochaeta,Potamothrix,FALSE,NA,,NA,CG,"BU,SP",uni,GENE,FALSE,FALSE,,,Less30,21,NA,NA,,,11,10,F,NA,46.5,T,68786,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Potamothrix,,,,,
913,Trichoptera,Potamyia flava,FALSE,NA,,NA,CF,CN,UN,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Hydropsychidae,Hydropsychinae,,,Potamyia,,,,,flava
914,Chironomidae,Potthastia,FALSE,3,,3.044538975,"CG,SC",SP,multi,GENE,FALSE,FALSE,warm,Warm,,20.2,20.17232073,24.064,,,5,2,F,NA,8.6,,128408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,,,,
915,Chironomidae,Potthastia Gaedii Group,FALSE,3,,3.072170019,"CG,SC",SP,multi,GENE,FALSE,FALSE,warm,Warm,,20.2,20.1462823,23.846,,,5,2,F,NA,8.6,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Gaedii Gr.,,,
916,Chironomidae,Potthastia Longimanus Group,FALSE,4,4_middle,NA,"CG,SC",SP,multi,GENE,FALSE,FALSE,,,Less30,20.2,NA,NA,,,5,2,F,NA,8.6,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Longimanus Gr.,,,
917,Diptera,Prionocera,FALSE,NA,,NA,SH,BU,semi,LENT,FALSE,TRUE,,,,NA,NA,NA,,,4,4,T,NA,NA,,119008,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Prionocera,,,,,
918,Oligochaeta,Pristina,FALSE,4,4_middle,4.765640259,CG,"BU,SP",uni,GENE,FALSE,FALSE,warm,Warm,,21.6,21.50859625,24.734,,,11,8,F,NA,NA,,68876,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Pristininae,,,Pristina,,,,,
919,Mollusca,Pristinicola hemphilli,FALSE,2,,NA,SC,CN,semi,LOTI,TRUE,TRUE,cool,Cool,,16.7,16.44617812,20.787,,,NA,NA,,NA,10.2,,568126,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Lithoglyphidae,,,,Pristinicola,,,,,hemphilli
920,Crustacea,Procambarus,FALSE,6t,,NA,OM,SP,semi,GENE,FALSE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,Cambarinae,,,Procambarus,,,,,
921,Chironomidae,Procladius,FALSE,5,,4.382913589,"PR,CG",SP,multi,GENE,FALSE,FALSE,warm,Warm,,20.1,20.10561088,25.06,,,5,9,F,NA,64.7,T,128277,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Procladiini,,Procladius,,,,,
922,Diptera,Proclinopyga,FALSE,4,4_better,3.89328599,PR,CN,uni,LOTI,TRUE,FALSE,cool,Cool,,18,17.69330372,20.386,,,6,6,F,NA,NA,,135887,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Proclinopyga,,,,,
923,Chironomidae,Prodiamesa,FALSE,5,,4.696190834,CG,"SP,BU",multi,GENE,FALSE,FALSE,cowa,Cool-Warm,,19.7,19.59194158,22.28,,,3,3,F,NA,78.2,,128452,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Prodiamesa,,,,,
924,Chironomidae,Prodiamesinae,FALSE,5,,4.615009308,CG,"SP,BU",multi,GENE,FALSE,FALSE,,Cool-Warm,,NA,19.17112461,22.29,,yes,NA,NA,,NA,NA,,128437,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,,,,,,
925,Odonata,Progomphus,FALSE,NA,,NA,PR,BU,semi,GENE,TRUE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Progomphus,,,,,
926,Mollusca,Promenetus exacuous,FALSE,4,4_middle,NA,SC,CN,uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Promenetus,,,,,exacuous
927,Mollusca,Promenetus umbilacatellus,FALSE,4,4_middle,NA,SC,CN,uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Promenetus,,,,,umbilacatellus
928,Chironomidae,Propsilocerus,FALSE,NA,,NA,UN,UN,multi,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Propsilocerus,,,,,
929,Plecoptera,Prostoia,FALSE,NA,,NA,"SH,SC","SP,CN",uni,LOTI,FALSE,FALSE,,,,NA,NA,NA,,,11,2,F,NA,NA,,102584,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Prostoia,,,,,
930,Misc. Phyla,Prostoma,FALSE,5,,4.750146866,PR,SP,multi,GENE,FALSE,FALSE,warm,Warm,,22.2,21.84108024,25.708,,,11,NA,F,NA,NA,,57577,Animalia,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,,Tetrastemmatidae,,,,Prostoma,,,,,
931,Chironomidae,Protanypus,FALSE,NA,,NA,CG,BU,multi,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,6,F,NA,NA,,128431,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Protanypini,,Protanypus,,,,,
932,Megaloptera,Protochauliodes,FALSE,1i,,NA,PR,"CN,CB",semi,LOTI,TRUE,TRUE,,,,16.7,NA,NA,,,NA,NA,,NA,2,,115053,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Protochauliodes,,,,,
933,Acari,Protolimnesia,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Protolimnesia,,,,,
934,Trichoptera,Protoptila,FALSE,4,4_middle,3.957154751,SC,CN,multi,LOTI,FALSE,FALSE,stenow,Warm Stenotherm,,23.9,23.60691861,29.65,,,2,1,F,5,NA,,115221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,
935,Acari,Protzia,FALSE,3,,3.052858353,"PR,PA",UN,uni,LOTI,FALSE,FALSE,cool,Cool,,15.6,15.38599679,20.408,,,11,NA,,NA,6.3,,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,
936,Oligochaeta,Psammoryctides,FALSE,NA,,NA,CG,"BU,SP",uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,1,4,F,NA,NA,,NA,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Psammoryctides,,,,,
937,Chironomidae,Psectrocladius,FALSE,3,,2.948568106,"CG,MH","SP,BU",multi,GENE,FALSE,FALSE,cowa,Cool-Warm,,18.8,18.90237035,23.18,,,11,8,F,NA,21.5,,129018,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psectrocladius,,,,,
938,Chironomidae,Psectrotanypus,FALSE,4,4_middle,NA,PR,SP,multi,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,10,F,NA,NA,T,128048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Psectrotanypus,,,,,
939,Coleoptera,Psephenidae,FALSE,NA,,2.984814405,SC,CN,semi,LOTI,FALSE,TRUE,,Warm,,NA,21.15916701,25.29753054,,yes,11,4,F,NA,NA,,114069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,,,,,,,,,
940,Coleoptera,Psephenus,FALSE,4,4_better,3.110189676,SC,CN,semi,LOTI,FALSE,TRUE,stenow,Warm Stenotherm,,25.2,24.94793982,28.012,Warm Stenotherm,,11,4,F,NA,8.1,,114070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Psepheninae,,,Psephenus,,,,,
941,Ephemeroptera,Pseudiron centralis,FALSE,1i,,NA,PR,SP,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Pseudironidae,,,,,,,,,
942,Chironomidae,Pseudochironomus,FALSE,4,4_middle,NA,CG,BU,multi,GENE,FALSE,FALSE,,,Less30,25,NA,NA,,,4,5,F,NA,NA,T,129851,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,,,
943,Chironomidae,Pseudodiamesa,FALSE,3,,2.820194244,CG,SP,multi,GENE,FALSE,FALSE,stenoc,Cold Stenotherm,,13.3,13.09480754,16.828,,,11,2,F,NA,11.1,,128416,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pseudodiamesa,,,,,
944,Acari,Pseudofeltria,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,83410,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pseudofeltria,,,,,
945,Chironomidae,Pseudokiefferiella,FALSE,2,,NA,CG,SP,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pseudokiefferiella,,,,,
946,Diptera,Pseudolimnophila,FALSE,NA,,NA,UN,BU,uni,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,4,2,T,NA,NA,,120365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pseudolimnophila,,,,,
947,Chironomidae,Pseudorthocladius,FALSE,2,,NA,CG,SP,multi,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,0,F,NA,NA,,129052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudorthocladius,,,,,
948,Chironomidae,Pseudosmittia,FALSE,3,,3.137211084,UN,UN,multi,GENE,TRUE,FALSE,cowa,Cool-Warm,,18.1,18.73385242,22.491,,,4,6,F,NA,NA,,129071,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudosmittia,,,,,
949,Trichoptera,Pseudostenophylax,FALSE,1i,,NA,"SH,CG","SP,BU",uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,115989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Pseudostenophylacinae,,,Pseudostenophylax,,,,,
950,Chironomidae,Psilometriocnemus,FALSE,4,4_middle,3.575334311,CG,SP,multi,LOTI,FALSE,FALSE,cold,Cold,,17.1,17.01068156,19.968,,,11,4,F,NA,22.9,,129083,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,,,
951,Diptera,Psychodidae,FALSE,NA,,3.029227257,CG,BU,uni,GENE,FALSE,FALSE,,Cool,,NA,17.36572171,21.83,,yes,11,4,T,NA,NA,,125351,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,,,,,,,,,
952,Diptera,Psychodini,FALSE,5,,NA,CG,BU,multi,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,4,T,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Psychodini,,,,,,,
953,Trichoptera,Psychoglypha,FALSE,3,,3.011933327,"SH,CG,PR","SP,CN",uni,GENE,FALSE,FALSE,cool,Cool,,17.1,16.6769521,21.224,,,2,0,F,NA,18.8,,115974,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,
954,Trichoptera,Psychomyia,FALSE,3,,3.020669937,"SC,CG",CN,uni,LOTI,FALSE,FALSE,warm,Warm,,19.7,19.79852084,23.662,,,1,2,F,NA,7.9,,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,
955,Trichoptera,Psychomyiidae,FALSE,3,,3.084787369,"SC,CG",CN,uni,LOTI,FALSE,FALSE,warm,Warm,,NA,19.77311494,23.96,,,11,2,F,NA,NA,,115334,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Psychomyiidae,,,,,,,,,
956,Plecoptera,Pteronarcella,FALSE,3,,3.119787693,"SH,MH,PR","SP,CN",semi,LOTI,FALSE,TRUE,cowa,Cool-Warm,,19.4,19.21554672,22.435,,,4,4,F,NA,23.2,,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,
957,Plecoptera,Pteronarcyidae,FALSE,3,,2.945865393,"SH,MH,PR,SC","SP,CN",semi,LOTI,FALSE,TRUE,,Eurythermal,,NA,17.49432702,22.203,,yes,11,2,F,NA,NA,,102470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,,,,,,,,,
958,Plecoptera,Pteronarcys,FALSE,3,,2.953563452,"SH,MH,PR,SC","SP,CN",semi,LOTI,TRUE,TRUE,,Eurythermal,,NA,17.12738766,22.197,,yes,2,2,F,10,NA,,102471,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,
959,Plecoptera,Pteronarcys californica,FALSE,3,,2.911858082,"SH,MH,PR,SC","SP,CN",semi,LOTI,TRUE,TRUE,warm,Warm,,21.1,20.869425,25.37,,,1,2,F,10,6.3,,102473,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,californica
960,Plecoptera,Pteronarcys dorsata,FALSE,NA,,NA,"SH,MH,PR,SC","SP,CN",semi,LOTI,TRUE,TRUE,,,Less30,NA,NA,NA,,,11,2,F,NA,NA,,102478,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,dorsata
961,Plecoptera,Pteronarcys princeps,FALSE,3,,2.946130991,"SH,MH,PR,SC","SP,CN",semi,LOTI,TRUE,TRUE,cold,Cold,,16.1,16.1801,19.4,,,11,0,F,NA,5,,102484,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,princeps
962,Coleoptera,Ptilodactylidae,FALSE,1i,,NA,"SH,MH,XY","CN,BU",semi,LOTI,TRUE,TRUE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,114265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Ptilodactylidae,,,,,,,,,
963,Trichoptera,Ptilostomis,FALSE,NA,,NA,"SH,MH,PR","CB,SP",uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,4,F,NA,NA,,115868,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,Phryganeinae,,,Ptilostomis,,,,,
964,Diptera,Ptychoptera,FALSE,3,,3.032621622,"CG,MH",BU,uni,GENE,FALSE,FALSE,cowa,Cool-Warm,,18.6,18.54529106,21.33,,,11,7,T,NA,27.4,,125786,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Ptychopterinae,,,Ptychoptera,,,,,
965,Diptera,Ptychopteridae,FALSE,3,,3.038944006,CG,BU,uni,GENE,FALSE,FALSE,cowa,Cool-Warm,,NA,18.55974341,21.332,,,11,7,T,NA,NA,,125763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,,,,,,,,,
966,Oligochaeta,Quistadrilus multisetosus,FALSE,NA,,NA,CG,"BU,SP",uni,GENE,FALSE,FALSE,,,,21,NA,NA,,,1,4,F,NA,46.5,,NA,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Quistadrilus,,,,,multisetosus
967,Mollusca,Radix auricularia,FALSE,6t,,NA,"SC,CG","CN,SP",uni,GENE,FALSE,FALSE,,,,21.8,NA,NA,,,NA,NA,,NA,56,,NA,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Radix,,,,,auricularia
968,Chironomidae,Radotanypus,FALSE,4,4_middle,4.049583912,PR,SP,multi,LOTI,FALSE,FALSE,warm,Warm,,20.6,20.65300063,23.71,,,11,7,F,NA,83.1,T,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Radotanypus,,,,,
969,Crustacea,Ramellogammarus,FALSE,4,4_better,4.003240585,"CG,SH",SW,multi,LOTI,FALSE,FALSE,cowa,Cool-Warm,,19.9,19.79836757,22,,,NA,4,,NA,NA,,93953,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Anisogammaridae,,,,Ramellogammarus,,,,,
970,Hemiptera,Ranatra,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Nepidae,Ranatrinae,,,Ranatra,,,,,
971,Hemiptera,Ranatra fusca,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Nepidae,Ranatrinae,,,Ranatra,,,,,fusca
972,Ephemeroptera,Raptoheptagenia cruentata,FALSE,1i,,NA,PR,CN,uni,RIVE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Raptoheptagenia,,,,,cruentata
973,Diptera,Rhabdomastix,FALSE,3,,2.846941471,UN,BU,semi,LOTI,TRUE,TRUE,cold,Cold,,15.4,15.26121922,19.952,,,1,1,T,5,18,,120968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,,,,,
974,Diptera,Rhabdomastix (Lurdia),FALSE,1i,,NA,UN,BU,semi,LOTI,TRUE,TRUE,,,Less30,15.4,NA,NA,,,1,1,T,5,18,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Rhabdomastix,Lurdia,,,,
