,Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_attr2,BCG_PredContScore,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MTTI_WA.optima,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,BSTI_WA.optima,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
687,Chironomidae,Microtendipes Pedellus Group,FALSE,4,4_middle,3.809455395,"CF,CG",CN,multi,GENE,FALSE,FALSE,cowa,Cool-Warm,,20.3,20.16030303,23.49,,,NA,6,,NA,15,T,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
688,Chironomidae,Microtendipes Rydalensis Group,FALSE,3,,3.347879648,"CF,CG",CN,multi,LOTI,FALSE,FALSE,cowa,Cool-Warm,,20.3,20.24341199,22.23,,,4,6,,NA,15,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
689,Hemiptera,Microvelia,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Veliidae,Microveliinae,,,Microvelia,,,,,
690,Acari,Midea,FALSE,2,,NA,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,83466,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideidae,,,,Midea,,,,,
691,Acari,Mideopsidae,FALSE,NA,,3.371524811,"PR,PA",UN,uni,GENE,FALSE,FALSE,eurythermal,Eurythermal,,NA,18.80123845,22.256,,,11,NA,,NA,NA,,83476,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,,,,,,
692,Acari,Mideopsis,FALSE,3,,3.393805742,"PR,PA",UN,uni,GENE,FALSE,FALSE,eurythermal,Eurythermal,,18.9,18.89205312,22.35,,,11,NA,,NA,21.7,,83479,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Mideopsidae,,,,Mideopsis,,,,,
693,Diptera,Mochlonyx,FALSE,NA,,NA,PR,"SW,SP",multi,LENT,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Chaoborinae,,,Chaoborus,,,,,
694,Trichoptera,Molanna,FALSE,NA,,NA,"SC,CG,PR","SP,CN",uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,11,6,F,NA,NA,,116474,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Molannidae,,,,Molanna,,,,,
695,Trichoptera,Molannidae,FALSE,NA,,NA,UN,UN,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Molannidae,,,,,,,,,
696,Trichoptera,Molannodes tinctus,FALSE,NA,,NA,UN,SP,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Molannidae,,,,Molannodes,,,,,tinctus
697,Other Non-Insect,Mollusca,FALSE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,,,,,,,,,,,,,,,
698,Diptera,Molophilus,FALSE,NA,,NA,UN,BU,uni,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,4,T,NA,NA,,120758,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Molophilus,,,,,
699,Acari,Momonia,FALSE,2,,NA,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,83474,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Momonia,,,,,
700,Acari,Momoniidae,FALSE,2,,NA,"PR,PA",UN,uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,,,,,,
701,Acari,Monatractides,FALSE,4,4_middle,3.698144436,"PR,PA",UN,uni,GENE,FALSE,FALSE,cool,Cool,,17.9,17.83620003,21.802,,,NA,NA,,NA,18.5,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Monatractides,,,,,
702,Crustacea,Monocorophium,FALSE,NA,,NA,CG,BU,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Corophiidae,,,,Monocorophium,,,,,
703,Chironomidae,Monodiamesa,FALSE,3,,3.214336634,CG,SP,multi,GENE,FALSE,FALSE,cool,Cool,,17.1,16.69533003,20.42,,,5,7,F,NA,28.1,,128440,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Monodiamesa,,,,,
704,Chironomidae,Monopelopia,FALSE,NA,,NA,PR,SP,multi,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,6,F,NA,NA,T,128199,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Monopelopia,,,,,
705,Trichoptera,Monophylax mono,FALSE,1i,,NA,MH,"CB,SP",UN,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,11,1,F,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Chilostigmini,,Monophylax,,,,,mono
706,Trichoptera,Montiphylax,FALSE,1i,,NA,"SH,MH","SP,BU",UN,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Pseudostenophylacinae,,,Montiphylax,,,,,
707,Plecoptera,Moselia,FALSE,2,,1.959753156,SH,"SP,CN",semi,LOTI,FALSE,TRUE,cold,Cold,,14.4,14.60978719,19.005,Cold,,11,0,F,NA,15.4,,102909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Moselia,,,,,
708,Trichoptera,Moselyana comosa,FALSE,1i,,NA,CG,"SP,BU",semi,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,NA,4,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Apataniidae,,,,Moselyana,,,,,comosa
709,Diptera,Muscidae,FALSE,4,4_middle,3.811444044,PR,SP,uni,GENE,FALSE,FALSE,eurythermal,Eurythermal,,18.8,18.50760626,23.002,,,11,10,F,NA,22.2,,150025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Muscidae,,,,,,,,,
710,Mollusca,Musculium/Sphaerium,FALSE,4,4_middle,NA,CF,"BU,SP",semi,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,Musculium/Sphaerium,,,,,,
711,Trichoptera,Mystacides,FALSE,4,4_middle,3.904836178,"CG,MH","CB,SP",uni,GENE,FALSE,FALSE,warm,Warm,,21.1,21.08328213,24.7,,,3,4,F,NA,NA,,116598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Mystacidini,,Mystacides,,,,,
712,Diptera,Myxosargus,FALSE,4,4_middle,NA,CG,"SP,BU",multi,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Prosopochrysini,,Myxosargus,,,,,
713,Oligochaeta,Naididae,FALSE,4,4_middle,4.124784946,CG,"BU,SP",uni,GENE,FALSE,FALSE,,Cool-Warm,,NA,20.42798694,22.61,,yes,5,8,F,NA,NA,,68854,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,,,,,,,,,
714,Oligochaeta,Naidinae,FALSE,4,4_middle,3.895744562,CG,"BU,SP",uni,GENE,FALSE,FALSE,warm,Warm,,21.2,20.97614457,23.512,,,NA,8,,NA,33.2,,974284,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,,,,,,
715,Oligochaeta,Nais,FALSE,4,4_middle,4.048966885,CG,"BU,SP",uni,GENE,FALSE,FALSE,cowa,Cool-Warm,,21.2,20.80907906,23.356,,,11,8,F,NA,33.2,,68946,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Nais,,,,,
716,Acari,Najadicola,FALSE,2,,NA,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,83101,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Najadicola,,,,,
717,Trichoptera,Namamyia plutonis,FALSE,1i,,NA,"SH,CG,PR,SC","SP,BU",semi,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,Odontocerinae,,,Namamyia,,,,,plutonis
718,Chironomidae,Nanocladius,FALSE,4,4_worse,4.395914078,"CG,PA","SP,CN",multi,GENE,TRUE,FALSE,warm,Warm,,20.1,20.03507739,25.936,,,4,3,F,NA,11.4,,128844,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Nanocladius,,,,,
719,Plecoptera,Nanonemoura wahkeena,FALSE,1i,,NA,"SH,CG","SP,CN",UN,LOTI,TRUE,TRUE,,,,NA,NA,NA,,,1,1,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,,Nanonemoura,,,,,wahkeena
720,Coleoptera,Narpus,FALSE,4,4_middle,3.806540012,"CG,SC","CN,CB",semi,LOTI,FALSE,TRUE,cool,Cool,,18.1,18.07526637,21.412,,,1,2,F,5,12.9,U,114142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Narpus,,,,,
721,Chironomidae,Natarsia,FALSE,4,4_middle,3.822133303,PR,SP,multi,GENE,FALSE,FALSE,cool,Cool,,19.2,19.30540603,21.816,,,11,7,F,NA,31.2,T,128070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Natarsiini,,Natarsia,,,,,
722,Hemiptera,Naucoridae,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Naucoridae,,,,,,,,,
723,Acari,Nautarachna,FALSE,3,,3.134809971,"PR,PA",UN,uni,GENE,TRUE,FALSE,cool,Cool,,17.4,17.68310724,20.017,,,NA,8,,NA,4.9,,83326,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nautarachnidae,,,,Nautarachna,,,,,
724,Plecoptera,Neaviperla/Suwallia,FALSE,3,,3.147538424,"PR,SC,CG","CN,BU",uni,LOTI,FALSE,FALSE,cool,Cool,,18.2,17.98480692,21.23,,,11,1,F,10,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,Suwalliini,,Neaviperla/Suwallia,,,,,
725,Coleoptera,Nectoboreus,FALSE,NA,,NA,PR,SW,uni,UN,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,Deronectina,Nectoboreus,,,,,
726,Coleoptera,Nectoporus,FALSE,NA,,NA,PR,SW,uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,7,5,T,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Nectoporus,,,,,
727,Trichoptera,Nectopsyche,FALSE,4,4_middle,NA,"MH,CG,PR","CB,SW",uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,3,2,F,NA,NA,,116651,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Nectopsychini,,Nectopsyche,,,,,
728,Odonata,Nehallenia,FALSE,NA,,NA,PR,CB,uni,LENT,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Nehallenia,,,,,
729,Misc. Phyla,Nemata,FALSE,4,4_middle,3.864478111,PA,BU,multi,GENE,FALSE,FALSE,eurythermal,Eurythermal,,17.9,17.46102488,22.3,,,5,5,F,NA,25.4,,563956,Animalia,Nemata,,,,,,,,,,,,,,,,
730,Diptera,Nematocera,FALSE,NA,,3.97914505,UN,UN,UN,UN,FALSE,FALSE,,Eurythermal,,NA,18.12199419,22.492,,yes,NA,NA,,NA,NA,,118832,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,,,,,,,,,,
731,Misc. Phyla,Nematomorpha,FALSE,NA,,NA,PA,SP,semi,GENE,FALSE,TRUE,,,Less30,NA,NA,NA,,,11,8,F,NA,NA,,64183,Animalia,Nematomorpha,,,,,,,,,,,,,,,,
732,Trichoptera,Nemotaulius hostilis,FALSE,NA,,NA,SH,SP,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,116434,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Nemotaulius,Macrotaulius,Macrotaulius,,,hostilus
733,Diptera,Nemotelus,FALSE,4,4_middle,NA,CG,SP,multi,GENE,FALSE,FALSE,,,Less30,21.8,NA,NA,,,11,7,T,NA,NA,,130694,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Nemotelinae,,,Nemotelus,,,,,
734,Plecoptera,Nemouridae,FALSE,NA,,3.810519457,"SH,CG","SP,CN",UN,LOTI,FALSE,FALSE,,Cool,,NA,16.77021858,21.36,,yes,11,2,F,NA,NA,,102517,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,,,,,,,,,
735,Acari,Neoacarus,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,82859,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Neoacaridae,,,,Neoacarus,,,,,
736,Acari,Neobrachypoda,FALSE,2,,NA,"PR,PA",UN,uni,LENT,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Neobrachypoda,,,,,
737,Ephemeroptera,Neochoroterpes,FALSE,NA,,NA,"CG,SC","CN,SP,SW",uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,11,4,F,NA,NA,,568558,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neochoroterpes,,,,,
738,Hemiptera,Neocorixa,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Neocorixa,,,,,
739,Megaloptera,Neohermes,FALSE,NA,,NA,PR,"CN,CB",semi,LOTI,TRUE,TRUE,,,,16.7,NA,NA,,,NA,NA,,NA,2,,115048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Neohermes,,,,,
740,Ephemeroptera,Neoleptophlebia/Paraleptophlebia,FALSE,3,,2.972377062,"CG,SH","CN,SP,SW",uni,LOTI,FALSE,FALSE,eurythermal,Eurythermal,,17.6,17.61014583,22.096,Eurythermal,,1,1,F,NA,15.3,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,
741,Acari,Neomamersa,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Neomamersa,,,,,
742,Acari,Neomideopsis,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,Neomideopsis,,,,,
743,Trichoptera,Neophylax,FALSE,3,,3.005907059,SC,CN,uni,LOTI,FALSE,FALSE,,Cool,,NA,16.45616476,20.967,,yes,2,3,F,10,NA,,116046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,
744,Trichoptera,Neophylax occidentis,FALSE,2,,NA,SC,CN,uni,LOTI,FALSE,FALSE,,,Less30,NA,NA,NA,,,11,3,F,NA,NA,,116065,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,occidentis
745,Trichoptera,Neophylax rickeri,FALSE,3,,2.982186079,SC,CN,uni,LOTI,FALSE,FALSE,cowa,Cool-Warm,,19.2,19.15799487,22.11,,,11,3,F,NA,8,,116054,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,rickeri
746,Trichoptera,Neophylax smithi,FALSE,1i,,NA,SC,CN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,smith
747,Trichoptera,Neophylax splendens,FALSE,3,,3.133264542,SC,CN,uni,LOTI,FALSE,FALSE,cool,Cool,,17.1,17.05364978,20.448,,,11,3,F,NA,7.6,,116063,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Thremmatidae,,,,Neophylax,,,,,splendens
748,Diptera,Neoplasta,FALSE,4,4_middle,3.852839231,PR,CN,uni,LOTI,FALSE,FALSE,cool,Cool,,18,17.84572491,21.388,,,4,5,F,NA,27.4,,136352,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Hemerodromiinae,Hemerodromiini,,Neoplasta,,,,,
749,Hemiptera,Neoplea,TRUE,NA,,NA,PR,"SW,CB",UN,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Pleidae,,,,Neoplea,,,,,
750,Hemiptera,Neoplea striola,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Pleidae,,,,Neoplea,,,,,striola
751,Coleoptera,Neoporus,FALSE,NA,,NA,PR,SW,uni,GENE,FALSE,FALSE,,,Less30,18.9,NA,NA,,,11,5,T,NA,13.3,,728252,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Neoporus,,,,,
752,Trichoptera,Neothremma,FALSE,2,,1.932029724,SC,CN,semi,LOTI,TRUE,TRUE,stenoc,Cold Stenotherm,,12.9,12.86626507,17.814,Cold Stenotherm,,1,1,F,10,9.4,U,116388,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Uenoidae,Uenoinae,,,Neothremma,,,,,
753,Trichoptera,Neotrichia,FALSE,4,4_middle,NA,"PH,SC",CN,multi,LOTI,FALSE,FALSE,,,Less30,NA,NA,NA,,,2,2,F,NA,NA,,115833,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Neotrichiini,,Neotrichia,,,,,
754,Trichoptera,Nerophilus californicus,FALSE,1i,,NA,"SH,CG,PR,SC","SP,BU",uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Odontoceridae,Odontocerinae,,,Nerophilus,,,,,californicus
755,Acari,Neumania,FALSE,2,,NA,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,83103,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Neumania,,,,,
756,Trichoptera,Neureclipsis,FALSE,4,4_middle,NA,"CF,PR,MH",CN,uni,LOTI,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,7,F,NA,NA,,117095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Neureclipsis,,,,,
757,Neuroptera,Neuroptera,FALSE,NA,,NA,PR,"BU,CB",uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,114999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,,,,,,,,,,,,
758,Chironomidae,Nilotanypus,FALSE,4,4_middle,4.028412342,PR,SP,multi,LOTI,FALSE,FALSE,warm,Warm,,21.6,20.97984118,24.89,,,11,6,F,NA,15.3,U,128202,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Nilotanypus,,,,,
759,Chironomidae,Nilothauma,FALSE,NA,,NA,UN,UN,multi,GENE,TRUE,FALSE,,,Less30,NA,NA,NA,,,11,6,F,NA,NA,T,129548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,,,
760,Chironomidae,Ninelia,FALSE,NA,,NA,UN,UN,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Ninelia,,,,,
761,Oligochaeta,Nootkadrilus,FALSE,NA,,NA,CG,"BU,SP",uni,GENE,FALSE,FALSE,,,Less30,NA,NA,NA,,,NA,NA,,NA,NA,,974543,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Phallodrilinae,,,Nootkadrilus,,,,,
762,Coleoptera,Noteridae,FALSE,NA,,NA,"PR,CG","BU,CB,SW",uni,LENT,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,T,NA,NA,,112606,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Noteridae,,,,,,,,,
763,Trichoptera,Nothotrichia shasta,FALSE,NA,,NA,PH,CN,multi,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,,,,Nothotrichia,,,,,shasta
764,Hemiptera,Notonecta,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,Notonectinae,Notonectini,,Notonecta,,,,,
765,Hemiptera,Notonecta kirbyi,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,Notonectinae,Notonectini,,Notonecta,,,,,kirbyi
766,Hemiptera,Notonecta undulata,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,Notonectinae,Notonectini,,Notonecta,,,,,undulata
767,Hemiptera,Notonectidae,TRUE,NA,,NA,,,,,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,,,,,,,,,
768,Acari,Notopanisus,FALSE,2,,NA,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Notopanisus,,,,,
769,Acari,Nudomideopsidae,FALSE,2,,NA,"PR,PA",UN,uni,GENE,FALSE,FALSE,,,,NA,NA,NA,,,NA,NA,,NA,NA,,NA,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,,,,,,
770,Trichoptera,Nyctiophylax,FALSE,4,4_middle,NA,"CF,PR,MH",CN,uni,GENE,TRUE,FALSE,,,,NA,NA,NA,,,11,7,F,NA,NA,,117104,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Polycentropodidae,Polycentropodinae,,,Nyctiophylax,,,,,
