Taxon orig,OTU_BCG_NortheastLakes_v1,modified_BCG,Slash,Questionable,Notes
Cocconeis diminuta,Cocconeis diminuta,no,,,
Cocconeis disculus,Cocconeis disculus,no,,,
Cocconeis fluviatilis,Cocconeis fluviatilis,no,,,
Cocconeis neodiminuta,Cocconeis neodiminuta,no,,,
Cocconeis neothumensis Krammer,Cocconeis neothumensis,yes,,,
Cocconeis neothumensis,Cocconeis neothumensis,no,,,
Cocconeis pediculus,Cocconeis pediculus,no,,,
Cocconeis placentula Ehrenberg,Cocconeis placentula,yes,,,
Cocconeis placentula,Cocconeis placentula,no,,,
Cocconeis cf. placentula,Cocconeis placentula,yes,,,
Cocconeis placentula var. lineata + euglypta,Cocconeis placentula sensu lato complex,yes,,,
Cocconeis placentula var. lineata (Ehrenberg) Van Heurck,Cocconeis placentula sensu lato complex,yes,,,
Cocconeis placentula var. lineata,Cocconeis placentula sensu lato complex,yes,,,
Cocconeis placentula var. euglypta,Cocconeis placentula sensu lato complex,yes,,,
Cocconeis placentula sensu lato complex,Cocconeis placentula sensu lato complex,no,,,
Cocconeis placentula sensu lato,Cocconeis placentula sensu lato complex,yes,,,
Cocconeis pseudothumensis,Cocconeis pseudothumensis,no,,,
Cocconeis sp. 1 NE Lakes,Cocconeis sp. 1 NE Lakes,no,,,
Thalassiosira weissflogii (Grunow) Fryxell et Hasle,Conticribra weissflogii,yes,,,
Thalassiosira weissflogii,Conticribra weissflogii,yes,,,
Conticribra weissflogii,Conticribra weissflogii,no,,,
Coscinodiscus spp.,Coscinodiscus,yes,,,
Coscinodiscus,Coscinodiscus,no,,,
Navicula pusilla,Cosmioneis pusilla,yes,,,
Cosmioneis pusilla,Cosmioneis pusilla,no,,,
Craticula sp. 2,Craticula,yes,,,
Craticula sp. 1 NJSS DME,Craticula,yes,,,
Craticula sp. 1 ?,Craticula,yes,,,
Craticula,Craticula,no,,,
Craticula accomoda,Craticula accomoda,no,,,
Craticula acidoclinata,Craticula acidoclinata,no,,,
Craticula ambigua,Craticula ambigua,no,,,
Craticula buderi,Craticula buderi,no,,,
Craticula citrus,Craticula citrus,no,,,
Navicula cuspidata,Craticula cuspidata,yes,,,
Craticula cuspidata (Kützing) Mann,Craticula cuspidata,yes,,,
Craticula cuspidata,Craticula cuspidata,no,,,
Navicula halophila,Craticula halophila,yes,,,
Craticula halophila,Craticula halophila,no,,,
Craticula halophilioides,Craticula halophilioides,no,,,
Craticula minusculoides,Craticula minusculoides,no,,,
Craticula molestiformis,Craticula molestiformis,no,,,
Craticula riparia,Craticula riparia,no,,,
Navicula subminuscula,Craticula subminuscula,yes,,,
Navicula aff. subminuscula,Craticula subminuscula,yes,,,
Craticula subminuscula,Craticula subminuscula,no,,,
Navicula submolesta,Craticula submolesta,yes,,,
Craticula submolesta,Craticula submolesta,no,,,
Crenotia gibberula,Crenotia gibberula,no,,,
Achnanthes gibberula,Crenotia gibberula,yes,,,
Synedra pulchella,Ctenophora pulchella,yes,,,
Ctenophora pulchella (Ralfs ex Kützing) Williams et Round,Ctenophora pulchella,yes,,,
Ctenophora pulchella,Ctenophora pulchella,no,,,
Ctenophora pulchella var. lacerata,Ctenophora pulchella var. lacerata,no,,,
Cyclostephanos sp. 1 ?,Cyclostephanos,yes,,,
Cyclostephanos,Cyclostephanos,no,,,
Cyclostephanos costatilimbus,Cyclostephanos costatilimbus,no,,,
Cyclostephanos dubius,Cyclostephanos dubius,no,,,
"Cyclostephanos invisitatus (Hohn et Hellerman) Theriot, Stoermer et Håkansson",Cyclostephanos invisitatus,yes,,,
Cyclostephanos invisitatus,Cyclostephanos invisitatus,no,,,
Cyclostephanos cf. invisitatus UMICH,Cyclostephanos invisitatus,yes,,,
Cyclostephanos tholiformis,Cyclostephanos tholiformis,no,,,
Cyclotella spp.,Cyclotella,yes,,,
Cyclotella sp. 2?,Cyclotella,yes,,,
Cyclotella sp. 1?,Cyclotella,yes,,,
Cyclotella,Cyclotella,no,,,
Cyclotella atomus Hustedt,Cyclotella atomus,yes,,,
Cyclotella atomus,Cyclotella atomus,no,,,
Cyclotella cf. comensis/rosii,Cyclotella cf. comensis/C. rosii,no,yes,,
Cyclotella cryptica,Cyclotella cryptica,no,,,
Cyclotella cf. cryptica,Cyclotella cryptica,yes,,,
Cyclotella cyclopuncta,Cyclotella cyclopuncta,no,,,
Cyclotella distinguenda Hustedt,Cyclotella distinguenda,yes,,,
Cyclotella distinguenda,Cyclotella distinguenda,no,,,
Cyclotella distinguenda var. unipunctata,Cyclotella distinguenda var. unipunctata,no,,,
Stephanocyclus gamma,Cyclotella gamma,yes,,,
Cyclotella gamma,Cyclotella gamma,no,,,
Cyclotella glomerata,Cyclotella glomerata,no,,,
Cyclotella gordonensis,Cyclotella gordonensis,no,,,
"Cyclotella kingstonii (J.R.Johansen, J.P.Kociolek & R.L.Lowe) M.L.Julius, K.M.Downey, et al.",Cyclotella kingstonii,yes,,,
Cyclotella kingstonii,Cyclotella kingstonii,no,,,
Cyclotella meduanae,Cyclotella meduanae,no,,,
Cyclotella plitvicensis,Cyclotella plitvicensis,no,,,
Cyclotella schumannii,Cyclotella schumannii,no,,,
Cyclotella schumanni,Cyclotella schumannii,yes,,,
Cyclotella sp. 1 NE Lakes,Cyclotella sp. 1 NE Lakes,no,,,
Cyclotella sp. 2 NE Lakes,Cyclotella sp. 2 NE Lakes,no,,,
Cyclotella sp. 3 NE Lakes,Cyclotella sp. 3 NE Lakes,no,,,
Cyclotella striata,Cyclotella striata,no,,,
Cyclotella subtilis,Cyclotella subtilis,no,,,
Cymatopleura,Cymatopleura,no,,,
Cymatopleura solea,Cymatopleura solea,no,,,
Cymatopleura solea var. apiculata,Cymatopleura solea var. apiculata,no,,,
Cymbella spp.,Cymbella,yes,,,
Cymbella sp. 7 ?,Cymbella,yes,,,
Cymbella sp. 5 ?,Cymbella,yes,,,
Cymbella sp. 4 ?,Cymbella,yes,,,
Cymbella sp. 3 ?,Cymbella,yes,,,
Cymbella sp. 2 ?,Cymbella,yes,,,
Cymbella sp. 1?,Cymbella,yes,,,
Cymbella sp.,Cymbella,yes,,,
Cymbella,Cymbella,no,,,
Cymbella affiniformis,Cymbella affiniformis,no,,,
Cymbella affinis,Cymbella affinis,no,,,
Cymbella aspera (Ehrenberg) Cleve,Cymbella aspera,yes,,,
Cymbella aspera,Cymbella aspera,no,,,
Cymbella blinnii,Cymbella blinnii,no,,,
Cymbella borealis,Cymbella borealis,no,,,
Cymbella brehmii,Cymbella brehmii,no,,,
Cymbella cf. schubartii,Cymbella cf. schubartii,no,,,
Cymbella cistula,Cymbella cistula,no,,,
Cymbella compacta,Cymbella compacta,no,,,
Cymbella cymbiformis,Cymbella cymbiformis,no,,,
Cymbella ehrenbergii,Cymbella ehrenbergii,no,,,
Cymbella elginensis,Cymbella elginensis,no,,,
Cymbella excisiformis,Cymbella excisiformis,no,,,
Cymbella gaeumannii,Cymbella gaeumannii,no,,,
Cymbella cf. gaeumannii,Cymbella gaeumannii,yes,,,
Cymbella gracilis,Cymbella gracilis,no,,yes,not in Potapova et al. 2022. PG: this most likely should be Encyonema neogracile. It's possible that there may be some Encyonema pergraciile but these are larger and wider.
Cymbella helvetica,Cymbella helvetica,no,,,
Cymbella heteropleura,Cymbella heteropleura,no,,,
Cymbella hustedtii Krasske,Cymbella hustedtii,yes,,,
Cymbella hustedtii,Cymbella hustedtii,no,,,
Cymbella hybrida var. 1 PIRLA,Cymbella hybrida var. 1 PIRLA,no,,,
Cymbella laevis,Cymbella laevis,no,,,
Cymbella lanceolata,Cymbella lanceolata,no,,,
Cymbella maggiana,Cymbella maggiana,no,,,
Cymbella mexicana,Cymbella mexicana,no,,,
Cymbella microcephala var. crassa,Cymbella microcephala var. crassa,no,,,
Cymbella minuta var. pseudogracilis,Cymbella minuta var. pseudogracilis,no,,,
Cymbella neocistula,Cymbella neocistula,no,,,
Cymbella neocistula var. islandica,Cymbella neocistula var. islandica,no,,,
Cymbella neoleptoceros,Cymbella neoleptoceros,no,,,
Cymbella ovalis,Cymbella ovalis,no,,,
Cymbella sp. 1 PIRLA,Cymbella perpusilla,yes,,,
Cymbella proxima Reimer,Cymbella proxima,yes,,,
Cymbella proxima,Cymbella proxima,no,,,
Cymbella rupicola,Cymbella rupicola,no,,,
Cymbella schubartoides,Cymbella schubartoides,no,,,
Cymbella sp. 1 JFord-ConeP,Cymbella sp. 1 JFord-ConeP,no,,,
Cymbella sp. 1 NE Lakes,Cymbella sp. 1 NE Lakes,no,,,
Cymbella sp. 10 PIRLA,Cymbella sp. 10 PIRLA,no,,,
Cymbella sp. 2 PIRLA,Cymbella sp. 2 PIRLA,no,,,
Cymbella sp. 5 PIRLA,Cymbella sp. 5 PIRLA,no,,,
Cymbella sp. 9 PIRLA,Cymbella sp. 9 PIRLA,no,,,
Cymbella subaequalis f. krasskei,Cymbella subaequalis f. krasskei,no,,,
Cymbella subleptoceros,Cymbella subleptoceros,no,,,
Cymbella subturgidula,Cymbella subturgidula,no,,,
Cymbella tropica,Cymbella tropica,no,,,
Cymbella tumida,Cymbella tumida,no,,,
Cymbella tumidula,Cymbella tumidula,no,,,
Cymbella turgidula,Cymbella turgidula,no,,,
Navicula diluviana,Cymbellafalsa diluviana,yes,,,
Cymbellafalsa diluviana,Cymbellafalsa diluviana,no,,,
Cymbella diluviana,Cymbellafalsa diluviana,yes,,,
Cymbellonitzschia diluviana,Cymbellonitzschia diluviana,no,,,
Cymbopleura spp.,Cymbopleura,yes,,,
Cymbopleura sp. 1 ?,Cymbopleura,yes,,,
Cymbopleura,Cymbopleura,no,,,
Cymbopleura amphicephala,Cymbopleura amphicephala,no,,,
Cymbella amphicephala,Cymbopleura amphicephala,yes,,,
Cymbopleura anglica,Cymbopleura anglica,no,,,
Cymbopleura angustata,Cymbopleura angustata,no,,,
Cymbella angustata,Cymbopleura angustata,yes,,,
Cymbopleura apiculata,Cymbopleura apiculata,no,,,
Cymbopleura cuspidata,Cymbopleura cuspidata,no,,,
Cymbella cuspidata,Cymbopleura cuspidata,yes,,,
Cymbopleura elliptica Krammer,Cymbopleura elliptica,yes,,,
Cymbopleura elliptica,Cymbopleura elliptica,no,,,
Cymbopleura fluminea,Cymbopleura fluminea,no,,,
Cymbopleura hauckii,Cymbopleura hauckii,no,,,
Cymbopleura heinii,Cymbopleura heinii,no,,,
Cymbopleura hercynica,Cymbopleura hercynica,no,,,
Cymbella amphicephala var. hercynica,Cymbopleura hercynica,yes,,,
Cymbopleura inaequalis,Cymbopleura inaequalis,no,,,
Cymbopleura incerta,Cymbopleura incerta,no,,,
Cymbella incerta,Cymbopleura incerta,yes,,,
Cymbopleura incertiformis,Cymbopleura incertiformis,no,,,
Cymbopleura incertiformis var. laterostrata,Cymbopleura incertiformis var. laterostrata,no,,,
Cymbopleura lapponica,Cymbopleura lapponica,no,,,
Cymbopleura naviculiformis (Auerswald) Krammer,Cymbopleura naviculiformis,yes,,,
Cymbopleura naviculiformis,Cymbopleura naviculiformis,no,,,
Cymbella naviculiformis,Cymbopleura naviculiformis,yes,,,
Cymbopleura perprocera,Cymbopleura perprocera,no,,,
Cymbopleura reinhardtii,Cymbopleura reinhardtii,no,,,
Cymbopleura rupicola,Cymbopleura rupicola,no,,,
Cymbopleura similis,Cymbopleura similis,no,,,
Cymbopleura sp. 1 NE Lakes,Cymbopleura sp. 1 NE Lakes,no,,,
Cymbopleura sp. 2 NE Lakes,Cymbopleura sp. 2 NE Lakes,no,,,
Cymbopleura subaequalis,Cymbopleura subaequalis,no,,,
Cymbopleura subcuspidata (Krammer) Krammer,Cymbopleura subcuspidata,yes,,,
Cymbopleura subcuspidata,Cymbopleura subcuspidata,no,,,
Cymbopleura sublanceolata,Cymbopleura sublanceolata,no,,,
Cymbopleura subrostrata,Cymbopleura subrostrata,no,,,
Cymbella heteropleura var. subrostrata,Cymbopleura subrostrata,yes,,,
Decussiphycus,Decussiphycus,no,,,
Decussiphycus placenta,Decussiphycus placenta,no,,,
Decussata placenta (Ehrenberg) Lange-Bertalot,Decussiphycus placenta,yes,,,
Decussata placenta,Decussiphycus placenta,yes,,,
Delicata sp. 1 NE Lakes,Delicata sp. 1 NE Lakes,no,,,
Delicatophycus delicatulus,Delicatophycus delicatulus,no,,,
Delicata delicatula (Kützing) Krammer,Delicatophycus delicatulus,yes,,,
Cymbella delicatula,Delicatophycus delicatulus,yes,,,
Delicatophycus sp. 1 NE Lakes,Delicatophycus sp. 1 NE Lakes,no,,,
Delphineis minutissima,Delphineis minutissima,no,,,
Denticula,Denticula,no,,,
Denticula elegans,Denticula elegans,no,,,
Nitzschia denticula,Denticula kuetzingii,yes,,,
Denticula kuetzingii Grunow,Denticula kuetzingii,yes,,,
Denticula kuetzingii,Denticula kuetzingii,no,,,
Denticula kuetzingii var. rumrichae,Denticula kuetzingii var. rumrichae,no,,,
Denticula tenuis,Denticula tenuis,no,,,
Denticula valida,Denticula valida,no,,,
Navicula confervacea,Diadesmis confervacea,yes,,,
Diadesmis confervacea,Diadesmis confervacea,no,,,
Diadesmis sp. 1 MONTANA,Diadesmis sp. 1 MONTANA,no,,,
Diatoma spp.,Diatoma,yes,,,
Diatoma sp. 2 ?,Diatoma,yes,,,
Diatoma,Diatoma,no,,,
Odontidium hyemale,Odontidium hyemale,no,,,
Diatoma hyemalis,Odontidium hyemale,yes,,,Diatoma hyemalis is not in the original dataset
Diatoma moniliformis Kützing,Diatoma moniliformis,yes,,,
Diatoma moniliformis,Diatoma moniliformis,no,,,
Diatoma tenuis Agardh,Diatoma tenuis,yes,,,
Diatoma tenuis,Diatoma tenuis,no,,,
Diatoma tenue,Diatoma tenuis,yes,,,
Diatoma tenue var. elongatum,Diatoma tenuis var. elongata,yes,,,
Diatoma vulgaris Bory,Diatoma vulgaris,yes,,,
Diatoma vulgaris,Diatoma vulgaris,no,,,
Diatoma vulgare,Diatoma vulgaris,yes,,,
Diploneis spp.,Diploneis,yes,,,
Diploneis sp. 1?,Diploneis,yes,,,
Diploneis sp. 1 ?,Diploneis,yes,,,
Diploneis,Diploneis,no,,,
Diploneis abscondita Lange-Bertalot & A.Fuhrmann,Diploneis abscondita,yes,,,
Diploneis abscondita,Diploneis abscondita,no,,,
Diploneis boldtiana,Diploneis boldtiana,no,,,
Diploneis calcilacustris Lange-Bertalot & A.Fuhrmann,Diploneis calcilacustris,yes,,,
Diploneis calcilacustris,Diploneis calcilacustris,no,,,
Diploneis dilatata,Diploneis dilatata,no,,,
Diploneis elliptica,Diploneis elliptica,no,,,
Diploneis finnica (Ehrenberg) Cleve,Diploneis finnica,yes,,,
Diploneis finnica,Diploneis finnica,no,,,
Diploneis fontanella,Diploneis fontanella,no,,,
Diploneis interrupta,Diploneis interrupta,no,,,
Diploneis krammeri Lange-Bertalot et Reichardt,Diploneis krammeri,yes,,,
Diploneis krammeri,Diploneis krammeri,no,,,
Diploneis marginestriata,Diploneis marginestriata,no,,,
Diploneis modica,Diploneis modica,no,,,
Diploneis oblongella,Diploneis oblongella,no,,,
Diploneis oblongellopsis,Diploneis oblongellopsis/D. oblongella,yes,yes,,
Diploneis oculata,Diploneis oculata,no,,,
Diploneis ovalis,Diploneis ovalis,no,,,
Diploneis parma,Diploneis parma,no,,,
Diploneis puella,Diploneis puella,no,,,
Diploneis puellafallax Lange-Bertalot & A.Fuhrmann,Diploneis puellafallax,yes,,,
Diploneis puellafallax,Diploneis puellafallax,no,,,
Diploneis smithii,Diploneis smithii,no,,,
Diploneis smithii var. dilatata,Diploneis smithii var. dilatata,no,,,
Diploneis sp. 1 NE Lakes,Diploneis sp. 1 NE Lakes,no,,,
"Diploneis submarginestriata Jovanovska, Lange-Bert. and Levkov",Diploneis submarginestriata,yes,,,
Diploneis submarginestriata,Diploneis submarginestriata,no,,,
Diploneis subovalis,Diploneis subovalis,no,,,
Discostella asterocostata,Discostella asterocostata,no,,,
Discostella glomerata,Discostella glomerata,no,,,
"Discostella lakuskarluki (Manguin ex Kociolek & Reviers) Potapova, Aycock & Bogan",Discostella lakuskarluki,yes,,,
Discostella lakuskarluki,Discostella lakuskarluki,no,,,
Discostella pseudostelligera (Hustedt) Houk et Klee,Discostella pseudostelligera,yes,,,
Discostella pseudostelligera,Discostella pseudostelligera,no,,,
Discostella sp. 1 VTEC Lakes,Discostella sp. 1 VTEC Lakes,no,,,confirmed/identified by Paul Garrison
Discostella sp. 2 VTEC Lakes,Discostella sp. 2 VTEC Lakes,no,,,
Discostella sp. 3 VTEC Lakes,Discostella sp. 3 VTEC Lakes,no,,,
Discostella sp. 4 VTEC Lakes,Discostella sp. 4 VTEC Lakes,no,,,
Discostella stelligera (Cleve et Grunow) Houk et Klee,Discostella stelligera,yes,,,
Discostella stelligera,Discostella stelligera,no,,,
Cyclotella stelligera,Discostella stelligera,yes,,,
Discostella stelligera/Discostella asterocostata,Discostella stelligera/D. asterocostata,yes,yes,,
Discostella stelligera/D. asterocostata,Discostella stelligera/D. asterocostata,no,yes,,
Discostella woltereckii,Discostella woltereckii,no,,,
Other diatom taxa,DNI,yes,,,
Dorofeyukea kotschyi,Dorofeyukea kotschyi,no,,,
Ellerbeckia arenaria,Ellerbeckia arenaria,no,,,
Encyonema sp. 601 NE Lakes_RAI_ENC601,Encyonema,yes,,,
Encyonema sp. 601 NE Lakes RAI ENC601,Encyonema,yes,,,
Encyonema sp. 3,Encyonema,yes,,,
Encyonema sp. 2,Encyonema,yes,,,
Encyonema sp. 1?,Encyonema,yes,,,
Encyonema sp. 1 ?,Encyonema,yes,,,
Encyonema,Encyonema,no,,,
Encyonema appalachianum,Encyonema appalachianum,no,,,
Encyonema auerswaldii,Encyonema auerswaldii,no,,,
Encyonema brehmii,Encyonema brehmii,no,,,
Encyonema brevicapitatum Krammer,Encyonema brevicapitatum,yes,,,
Encyonema brevicapitatum,Encyonema brevicapitatum,no,,,
Encyonema cespitosum,Encyonema cespitosum,no,,,
Encyonema evergladianum,Encyonema evergladianum,no,,,
Encyonema gaeumannii,Encyonema gaeumannii,no,,,
Encyonema hamsherae,Encyonema hamsherae,no,,,
Encyonema hebridicum,Encyonema hebridicum,no,,,
Cymbella hebridica,Encyonema hebridicum,yes,,,
Encyonema kalbei,Encyonema kalbei,no,,,
Encyonema lange-bertalotii Krammer,Encyonema lange-bertalotii,yes,,,
Encyonema lange-bertalotii,Encyonema lange-bertalotii,no,,,
Encyonema latens,Encyonema latens,no,,,
Cymbella minuta fo. latens,Encyonema latens,yes,,,
Encyonema leibleinii,Encyonema leibleinii,no,,,
Encyonema lunatum,Encyonema lunatum,no,,,
Cymbella lunata,Encyonema lunatum,yes,,,
Encyonema mesianum,Encyonema mesianum,no,,,
Cymbella mesiana,Encyonema mesianum,yes,,,
Encyonema minutum (Hilse) Mann,Encyonema minutum,yes,,,
Encyonema minutum,Encyonema minutum,no,,,
Cymbella minuta,Encyonema minutum,yes,,,
Encyonema neogracile Krammer,Encyonema neogracile,yes,,,
Encyonema neogracile,Encyonema neogracile,no,,,
Encyonema norvegicum,Encyonema norvegicum,no,,,
Encyonema obscurum,Encyonema obscurum,no,,,
Cymbella obscura,Encyonema obscurum,yes,,,
Encyonema pergracile Krammer,Encyonema pergracile,yes,,,
Encyonema pergracile,Encyonema pergracile,no,,,
Encyonema perminutum,Encyonema perminutum,no,,,
Encyonema perpusillum,Encyonema perpusillum,no,,,
Cymbella perpusilla,Encyonema perpusillum,yes,,,
Encyonema ponteanum,Encyonema ponteanum,no,,,
Encyonema reichardtii,Encyonema reichardtii,no,,,
Encyonema reimeri,Encyonema reimeri,no,,,
Encyonema silesiacum (Bleisch) Mann,Encyonema silesiacum,yes,,,
Encyonema silesiacum,Encyonema silesiacum,no,,,
Cymbella minuta var. silesiaca,Encyonema silesiacum,yes,,,
Encyonema sp. 1 NE Lakes,Encyonema sp. 1 NE Lakes,no,,,
Encyonema sp. 2 NE Lakes,Encyonema sp. 2 NE Lakes,no,,,
Encyonema sp. 2 VTEC Lakes,Encyonema sp. 2 VTEC Lakes,no,,,
Encyonema sp. 3 NE Lakes,Encyonema sp. 3 NE Lakes,no,,,
Encyonema sp. 505 NE Lakes,Encyonema sp. 505 NE Lakes,no,,,
Encyonema temperei,Encyonema temperei,no,,,
Encyonema tenuissimum,Encyonema tenuissimum,no,,,
Encyonema triangulum (Ehrenberg) Kützing,Encyonema triangulum,yes,,,
Encyonema triangulum,Encyonema triangulum,no,,,
Encyonema tumida,Encyonema tumida,no,,,
Encyonema ventricosum,Encyonema ventricosum,no,,,
Encyonema vulgare,Encyonema vulgare,no,,,
Encyonema vulgare sensu lato,Encyonema vulgare sensu lato,no,,,
Encyonopsis sp. 1 ?,Encyonopsis,yes,,,
Encyonopsis sp.,Encyonopsis,yes,,,
Encyonopsis,Encyonopsis,no,,,
Encyonopsis aff. cesatii EAM,Encyonopsis aff. cesatii EAM,no,,,
Encyonopsis albertana,Encyonopsis albertana,no,,,
Encyonopsis cesatiformis Krammer,Encyonopsis cesatiformis,yes,,,
Encyonopsis cesatiformis,Encyonopsis cesatiformis,no,,,
Encyonopsis cesatii,Encyonopsis cesatii,no,,,
Cymbella cesatii,Encyonopsis cesatii,yes,,,
Encyonopsis delicatissima,Encyonopsis delicatissima,no,,,
Encyonopsis descripta,Encyonopsis descripta,no,,,
Cymbella descripta,Encyonopsis descripta,yes,,,
Encyonopsis descriptiformis,Encyonopsis descriptiformis,no,,,
Encyonopsis falaisensis,Encyonopsis falaisensis,no,,,
Encyonopsis hustedtii,Encyonopsis hustedtii,no,,,
Encyonopsis krammeri Reichardt,Encyonopsis krammeri,yes,,,
Encyonopsis krammeri,Encyonopsis krammeri,no,,,
Encyonopsis microcephala,Encyonopsis microcephala,no,,,
Cymbella microcephala,Encyonopsis microcephala,yes,,,
Encyonopsis minuta,Encyonopsis minuta,no,,,
Encyonopsis montana,Encyonopsis montana,no,,,
Encyonopsis naviculacea,Encyonopsis naviculacea,no,,,
"Encyonopsis neerlandica Van de Vijver, Verweij, Van der Wal et Mertens",Encyonopsis neerlandica,yes,,,
Encyonopsis neerlandica,Encyonopsis neerlandica,no,,,
Encyonopsis sp. 1 NE Lakes,Encyonopsis sp. 1 NE Lakes,no,,,
Encyonopsis sp. 2 NE Lakes,Encyonopsis sp. 2 NE Lakes,no,,,
Encyonopsis sp. 501 NE Lakes,Encyonopsis sp. 501 NE Lakes,no,,,
Encyonopsis sp. 601 NE Lakes_RAI_ENS601,Encyonopsis sp. 601 NE Lakes,yes,,,
Encyonopsis sp. 601 NE Lakes RAI ENS601,Encyonopsis sp. 601 NE Lakes,yes,,,
Encyonopsis stafsholtii,Encyonopsis stafsholtii,no,,,
Encyonopsis subminuta,Encyonopsis subminuta,no,,,
Entomoneis spp.,Entomoneis,yes,,,
Entomoneis sp. 1 ?,Entomoneis,yes,,,
Entomoneis,Entomoneis,no,,,
Entomoneis ornata,Entomoneis ornata,no,,,
Entomoneis paludosa,Entomoneis paludosa,no,,,
Eolimna sp. 2 VTEC Lakes,Eolimna,yes,,,
Eolimna,Eolimna,no,,,
Navicula aboensis,Eolimna aboensis,yes,,,
Eolimna aboensis (Cleve) Genkal,Eolimna aboensis,yes,,,
Eolimna aboensis,Eolimna aboensis,no,,,
Navicula farta,Eolimna metafarta,yes,,,
Eolimna metafarta Kulikovskiy & Lange-Bertalot,Eolimna metafarta,yes,,,
Eolimna metafarta,Eolimna metafarta,no,,,
Navicula minima,Eolimna minima,yes,,,
Eolimna sp. 1 NE Lakes,Eolimna sp. 1 NE Lakes,no,,,
Eolimna sp. 2 NE Lakes,Eolimna sp. 2 NE Lakes,no,,,
Eolimna subadnata,Eolimna subadnata,no,,,
Navicula tantula,Eolimna tantula,yes,,,
Eolimna tantula,Eolimna tantula,no,,,
Epithemia spp.,Epithemia,yes,,,
Epithemia sp. 1?,Epithemia,yes,,,
Epithemia sp. 1 NLS DME,Epithemia,yes,,,
Epithemia sp.,Epithemia,yes,,,
Epithemia,Epithemia,no,,,
Epithemia adnata (Kützing) Brébisson,Epithemia adnata,yes,,,
Epithemia adnata,Epithemia adnata,no,,,
Epithemia argus,Epithemia argus,no,,,
Epithemia argus var. protracta,Epithemia argus var. protracta,no,,,
Epithemia argus cf. var. protracta,Epithemia argus var. protracta,yes,,,
Epithemia gibba (Ehrenberg) Kützing,Epithemia gibba,yes,,,
Epithemia gibba,Epithemia gibba,no,,,
Epithemia reichelti var. 1 ANS OZRK,Epithemia reichelti,yes,,,
Epithemia reichelti,Epithemia reichelti,no,,,
Epithemia smithii,Epithemia smithii,no,,,
Epithemia sorex,Epithemia sorex,no,,,
Epithemia sp. 2 NE Lakes,Epithemia sp. 2 NE Lakes,no,,,
Epithemia turgida (Ehrenberg) Kützing,Epithemia turgida,yes,,,
Epithemia turgida,Epithemia turgida,no,,,
Epithemia turgida var. granulata,Epithemia turgida var. granulata,no,,,
Epithemia turgida var. westermannii,Epithemia turgida var. westermannii,no,,,
Eucocconeis sp. 1 NRSA RI DME,Eucocconeis,yes,,,
Eucocconeis sp. 1,Eucocconeis,yes,,,
Eucocconeis,Eucocconeis,no,,,
Eucocconeis alpestris,Eucocconeis alpestris,no,,,
Achnanthes flexella var. alpestris,Eucocconeis alpestris,yes,,,
Eucocconeis americana,Eucocconeis americana,no,,,
Achnanthes lapponica var. 1 PIRLA,Eucocconeis americana,yes,,,
Achnanthes lapponica,Eucocconeis americana,yes,,,
