Taxon_orig,OTU_BCG_v1,Modified_BCG_v1,Rationale_modifyBCG,OTU_FinerRezWorms,Taxon_group
Ablabesmyia,Ablabesmyia,no,,Ablabesmyia,Chironomidae
Ablabesmyia sp.,Ablabesmyia,yes,sp.,Ablabesmyia,Chironomidae
Acari,Acari,no,,Acari,Acari
Acari (Acarina),Acari,yes,naming scheme,Acari,Acari
Acentrella,Acentrella,no,,Acentrella,Ephemeroptera
Acentrella insignificans,Acentrella insignificans,no,,Acentrella insignificans,Ephemeroptera
Acentrella insignificans complex,Acentrella insignificans,yes,naming scheme,Acentrella insignificans,Ephemeroptera
Acentrella parvula,Acentrella parvula,no,,Acentrella parvula,Ephemeroptera
Acentrella sp.,Acentrella,yes,sp.,Acentrella,Ephemeroptera
Acentrella turbida,Acentrella turbida,no,,Acentrella turbida,Ephemeroptera
Acerpenna,Acerpenna,no,,Acerpenna,Ephemeroptera
Acerpenna pygmaea,Acerpenna,yes,backed off to genus,Acerpenna,Ephemeroptera
Acerpenna sp.,Acerpenna,yes,sp.,Acerpenna,Ephemeroptera
Acilius,Acilius,no,,Acilius,Coleoptera
Acricotopus,Acricotopus,no,,Acricotopus,Chironomidae
Acricotopus sp.,Acricotopus,yes,sp.,Acricotopus,Chironomidae
ACTINOBDELLA,Actinobdella,yes,CAPs,Actinobdella,Hemiptera
AEOLOSOMA,Aeolosoma,yes,CAPs,Aeolosoma,Misc. Phyla
Aeolosoma sp.,Aeolosoma,yes,sp.,Aeolosoma,Misc. Phyla
Aeshna sp.,Aeshna/Rhionaeschna,yes,sp.,Aeshna/Rhionaeschna,Odonata
Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,no,,Aeshna/Rhionaeschna,Odonata
Aeshnidae,Aeshnidae,no,,Aeshnidae,Odonata
Aeshnidae (darner dragonflies),Aeshnidae,yes,naming scheme,Aeshnidae,Odonata
Agabinae,Agabinae,no,,Agabinae,Coleoptera
Agabus,Agabinae,yes,backed off to subfamily,Agabinae,Coleoptera
Agabus sp.,Agabinae,yes,backed off to subfamily,Agabinae,Coleoptera
Agapetus,Agapetus,no,,Agapetus,Trichoptera
Agapetus sp.,Agapetus,yes,sp.,Agapetus,Trichoptera
Agathon,Agathon,no,,Agathon,Diptera
Agathon sp.,Agathon,yes,sp.,Agathon,Diptera
Agraylea,Agraylea,no,,Agraylea,Trichoptera
Agraylea sp.,Agraylea,yes,sp.,Agraylea,Trichoptera
Albertathyas,Acari,yes,mites collapsed to Acari,Albertathyas montana,Acari
Albertathyas montana,Acari,yes,mites collapsed to Acari,Albertathyas montana,Acari
Albia,Acari,yes,mites collapsed to Acari,Albia,Acari
Albia sp.,Acari,yes,mites collapsed to Acari,Albia,Acari
Allocosmoecus partitus,Allocosmoecus partitus,no,monotypic,Allocosmoecus partitus,Trichoptera
Allomyia,Allomyia,no,,Allomyia,Trichoptera
Allomyia sp.,Allomyia,yes,sp.,Allomyia,Trichoptera
Alotanypus,Alotanypus,no,,Alotanypus,Chironomidae
Alotanypus sp.,Alotanypus,yes,sp.,Alotanypus,Chironomidae
Ambrysus,Ambrysus,no,,Ambrysus,Hemiptera
Ambrysus sp.,Ambrysus,yes,sp.,Ambrysus,Hemiptera
Ameletus,Ameletus,no,,Ameletus,Ephemeroptera
Ameletus sp.,Ameletus,yes,sp.,Ameletus,Ephemeroptera
Ametor,Hydrophilidae,yes,backed off to family,Hydrophilidae,Coleoptera
Ametor sp.,Hydrophilidae,yes,backed off to family,Hydrophilidae,Coleoptera
Amiocentrus,Amiocentrus,no,,Amiocentrus,Trichoptera
Amiocentrus aspilus,Amiocentrus,yes,backed off due to COI data,Amiocentrus,Trichoptera
Amnicolidae,Truncatelloidea,yes,backed off to Truncatelloidea,Truncatelloidea,Mollusca
Amphiagrion sp.,Coenagrionidae,yes,backed off to family,Coenagrionidae,Odonata
Amphicosmoecus,Amphicosmoecus canax,yes,monotypic,Amphicosmoecus canax,Trichoptera
Amphicosmoecus canax,Amphicosmoecus canax,no,monotypic,Amphicosmoecus canax,Trichoptera
Amphinemura sp.,Malenka,yes,nomenclature,Malenka,Plecoptera
Amphipoda,Amphipoda,no,,Amphipoda,Crustacea
Amphizoa,Amphizoa,no,,Amphizoa,Coleoptera
Anacaena,Anacaena,no,,Anacaena,Coleoptera
Anafroptilum,Anafroptilum/Procloeon,yes,Slashed taxon,Anafroptilum/Procloeon,Ephemeroptera
Anafroptilum/Procloeon,Anafroptilum/Procloeon,no,,Anafroptilum/Procloeon,Ephemeroptera
Anagapetus,Anagapetus,no,,Anagapetus,Trichoptera
Anagapetus sp.,Anagapetus,yes,sp.,Anagapetus,Trichoptera
Ancylidae,Planorbidae,yes,backed off to family,Planorbidae,Mollusca
Anisoptera,Anisoptera,no,,Anisoptera,Odonata
Annelida,DNI,yes,TOO COARSE,DNI,
Anodonta sp.,Unionida,yes,backed off to Unionida,Unionida,Mollusca
Anopheles,Anopheles,no,,Anopheles,Diptera
Anopheles sp.,DNI,yes,sp.,DNI,Diptera
Antocha,Antocha,no,,Antocha,Diptera
Antocha sp.,Antocha,yes,sp.,Antocha,Diptera
Apatania,Apatania,no,,Apatania,Trichoptera
Apatania sp.,Apatania,yes,sp.,Apatania,Trichoptera
Apedilum,Apedilum,no,,Apedilum,Chironomidae
Apedilum sp.,Apedilum,yes,sp.,Apedilum,Chironomidae
Apsectrotanypus,Apsectrotanypus,no,,Apsectrotanypus,Chironomidae
Apsectrotanypus sp.,Apsectrotanypus,yes,sp.,Apsectrotanypus,Chironomidae
Arachnida,DNI,yes,Terrestrial,DNI,
Arcteonais,Oligochaeta,yes,worms to Oligochaeta,Naidinae,Oligochaeta
Arctopsyche,Arctopsyche,no,,Arctopsyche,Trichoptera
Arctopsyche grandis,Arctopsyche,yes,backed off to genus,Arctopsyche,Trichoptera
Arctopsychinae,Arctopsychinae,no,,Arctopsychinae,Trichoptera
Argia,Argia,no,,Argia,Odonata
Argia sp.,Argia,yes,sp.,Argia,Odonata
Arrenuridae,Acari,yes,mites collapsed to Acari,Arrenuridae,Acari
Arrenurus,Acari,yes,mites collapsed to Acari,Arrenurus,Acari
Arrenurus sp.,Acari,yes,mites collapsed to Acari,Arrenurus,Acari
Asellidae,Asellidae,no,,Asellidae,Crustacea
Asioplax,Asioplax,no,,Asioplax,Ephemeroptera
Asioplax edmundsi,Asioplax,yes,backed off to genus; some people lump to Tricorythodes,Asioplax,Ephemeroptera
Asioplax sp.,Asioplax,yes,backed off to genus; some people lump to Tricorythodes,Asioplax,Ephemeroptera
Astacidae,Pacifastacus,yes,nomenclature,Pacifastacus,Crustacea
Atherix,Atherix,no,,Atherix,Diptera
Atherix sp.,Atherix,yes,sp.,Atherix,Diptera
Atractelmis,Atractelmis wawona,yes,monotypic,Atractelmis wawona,Coleoptera
Atractelmis wawona,Atractelmis wawona,no,monotypic,Atractelmis wawona,Coleoptera
Atractides,Acari,yes,mites collapsed to Acari,Atractides,Acari
Atractides sp.,Acari,yes,mites collapsed to Acari,Atractides,Acari
Atractides ,Acari,yes,mites collapsed to Acari,Atractides,Acari
Atrichopogon,Forcipomyiinae,yes,backed off to subfamily,Forcipomyiinae,Diptera
Atrichopogon sp.,Forcipomyiinae,yes,backed off to subfamily,Forcipomyiinae,Diptera
Attenella,Attenella,no,,Attenella,Ephemeroptera
Attenella margarita,Attenella margarita,no,,Attenella margarita,Ephemeroptera
Attenella sp.,Attenella,yes,sp.,Attenella,Ephemeroptera
Aturidae,Acari,yes,mites collapsed to Acari,Aturidae,Acari
Aturus,Acari,yes,mites collapsed to Acari,Aturus,Acari
Aturus sp.,Acari,yes,mites collapsed to Acari,Aturus,Acari
Atylotus/Tabanus sp.,Tabanidae,yes,backed off to family,Tabanidae,Diptera
Aulodrilus,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Aulodrilus americanus,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Aulodrilus limnobius,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Aulodrilus pigueti,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Aulodrilus pluriseta,Oligochaeta,yes,worms to Oligochaeta,Tubificinae,Oligochaeta
Baetidae,Baetidae,no,,Baetidae,Ephemeroptera
Baetis,Baetis,no,,Baetis,Ephemeroptera
Baetis alius,Baetis alius,no,,Baetis alius,Ephemeroptera
Baetis bicaudatus,Baetis bicaudatus complex,yes,naming scheme,Baetis bicaudatus complex,Ephemeroptera
Baetis bicaudatus complex,Baetis bicaudatus complex,no,,Baetis bicaudatus complex,Ephemeroptera
Baetis flavistriga,Baetis flavistriga complex,yes,naming scheme,Baetis flavistriga complex,Ephemeroptera
Baetis flavistriga complex,Baetis flavistriga complex,no,,Baetis flavistriga complex,Ephemeroptera
Baetis notos,Baetis notos,no,,Baetis notos,Ephemeroptera
Baetis sp.,Baetis,yes,sp.,Baetis,Ephemeroptera
Baetis tricaudatus,Baetis tricaudatus complex,yes,naming scheme,Baetis tricaudatus complex,Ephemeroptera
Baetis tricaudatus complex,Baetis tricaudatus complex,no,,Baetis tricaudatus complex,Ephemeroptera
Baetisca,Baetisca,no,,Baetisca,Ephemeroptera
Barbaetis,Baetidae,yes,"Not in the PNW, a SE US genus. Jeff Webb suspects it is Plauditus cestus.",Baetidae,Ephemeroptera
Belostoma,Belostoma,no,,Belostoma,Hemiptera
Berosus sp.,Hydrophilidae,yes,backed off to family,Hydrophilidae,Coleoptera
Bezzia/Palpomyia,Ceratopogoninae,yes,backed off to subfamily; too many unknown genera,Ceratopogoninae,Diptera
Bezzia/Palpomyia sp.,Ceratopogoninae,yes,backed off to subfamily; too many unknown genera,Ceratopogoninae,Diptera
Bibiocephala,Bibiocephala grandis,yes,monotypic,Bibiocephala grandis,Diptera
Bibiocephala grandis,Bibiocephala grandis,no,,Bibiocephala grandis,Diptera
Bibiocephala sp.,Bibiocephala grandis,yes,sp.,Bibiocephala grandis,Diptera
Bilyjomyia,Bilyjomyia,no,,Bilyjomyia,Chironomidae
Bilyjomyia algens,Bilyjomyia,yes,monotypic,Bilyjomyia,Chironomidae
Bivalvia,Bivalvia,no,TOO COARSE,Bivalvia,Mollusca
Blepharicera,Blepharicera,no,,Blepharicera,Diptera
Blepharicera sp.,Blepharicera,yes,sp.,Blepharicera,Diptera
Blephariceridae,Blephariceridae,no,,Blephariceridae,Diptera
Boreochlus,Boreochlus,no,,Boreochlus,Chironomidae
Boreochlus sp.,Boreochlus,yes,sp.,Boreochlus,Chironomidae
Boreoheptagyia,Boreoheptagyia,no,,Boreoheptagyia,Chironomidae
Boreoheptagyia sp.,Boreoheptagyia,yes,sp.,Boreoheptagyia,Chironomidae
Brachycentridae,Brachycentridae,no,,Brachycentridae,Trichoptera
Brachycentrus,Brachycentrus,no,,Brachycentrus,Trichoptera
Brachycentrus americanus,Brachycentrus americanus complex,yes,naming scheme,Brachycentrus americanus complex,Trichoptera
Brachycentrus americanus complex,Brachycentrus americanus complex,no,,Brachycentrus americanus complex,Trichoptera
Brachycentrus occidentalis,Brachycentrus occidentalis,no,,Brachycentrus occidentalis,Trichoptera
Brachycentrus sp.,Brachycentrus,yes,sp.,Brachycentrus,Trichoptera
Brachycera,Diptera,yes,collapsed to Order,Diptera,Diptera
Branchiobdellida,Branchiobdellida,no,,Branchiobdellida,Misc. Phyla
Branchiobdellidae,Branchiobdellida,yes,naming scheme,Branchiobdellida,Misc. Phyla
Brillia,Brillia,no,,Brillia,Chironomidae
Brillia sp.,Brillia,yes,sp.,Brillia,Chironomidae
Brundiniella,Brundiniella,no,,Brundiniella,Chironomidae
Brundiniella sp.,Brundiniella,yes,sp.,Brundiniella,Chironomidae
Brychius,Brychius,no,,Brychius,Coleoptera
Brychius sp.,Brychius,yes,sp.,Brychius,Coleoptera
Bryelmis,Bryelmis,no,,Bryelmis,Coleoptera
Bryelmis idahoensis,Bryelmis,yes,backed off to genus,Bryelmis,Coleoptera
Caecidotea,Caecidotea,no,,Caecidotea,Crustacea
Caecidotea sp.,Caecidotea,yes,sp.,Caecidotea,Crustacea
Caenis,Caenis,no,,Caenis,Ephemeroptera
Caenis latipennis,Caenis,yes,backed off to genus,Caenis,Ephemeroptera
Caenis sp.,Caenis,yes,sp.,Caenis,Ephemeroptera
Calineuria,Calineuria californica,yes,monotypic,Calineuria californica,Plecoptera
Calineuria californica,Calineuria californica,no,,Calineuria californica,Plecoptera
Callibaetis,Callibaetis,no,,Callibaetis,Ephemeroptera
Callibaetis sp.,Callibaetis,yes,sp.,Callibaetis,Ephemeroptera
Caloparyphus,Caloparyphus,no,,Caloparyphus,Diptera
Caloparyphus sp.,Caloparyphus,yes,sp.,Caloparyphus,Diptera
Caloparyphus/Euparyphus,Stratiomyidae,yes,backed off to family,Stratiomyidae,Diptera
Calopteryx,Calopteryx,no,,Calopteryx,Odonata
Calopteryx (broad winged damsel),Calopteryx,yes,naming scheme,Calopteryx,Odonata
Cambaridae,Cambaridae,no,,Cambaridae,Crustacea
Cambaridae (large crayfish),Cambaridae,yes,naming scheme,Cambaridae,Crustacea
Camelobaetidius,Camelobaetidius,no,,Camelobaetidius,Ephemeroptera
Camelobaetidius sp.,Camelobaetidius,yes,sp.,Camelobaetidius,Ephemeroptera
Camelobaetidius warreni,Camelobaetidius,yes,backed off to genus,Camelobaetidius,Ephemeroptera
Capniidae,Capniidae,no,,Capniidae,Plecoptera
Cardiocladius,Cardiocladius,no,,Cardiocladius,Chironomidae
Cardiocladius albiplumus,Cardiocladius,yes,backed off to genus,Cardiocladius,Chironomidae
Cardiocladius Obscurus Group,Cardiocladius,yes,backed off to genus,Cardiocladius,Chironomidae
Cardiocladius sp.,Cardiocladius,yes,sp.,Cardiocladius,Chironomidae
Caudatella,Caudatella,no,,Caudatella,Ephemeroptera
Caudatella edmundsi,Caudatella edmundsi,no,,Caudatella edmundsi,Ephemeroptera
Caudatella heterocaudata,Caudatella heterocaudata complex,yes,naming scheme,Caudatella heterocaudata complex,Ephemeroptera
Caudatella heterocaudata complex,Caudatella heterocaudata complex,no,,Caudatella heterocaudata complex,Ephemeroptera
Caudatella hystrix,Caudatella hystrix,no,,Caudatella hystrix,Ephemeroptera
Caudatella sp.,Caudatella,yes,sp.,Caudatella,Ephemeroptera
Centroptilum,Anafroptilum/Procloeon,yes,"Slashed taxon, nomenclature",Anafroptilum/Procloeon,Ephemeroptera
Centroptilum sp.,Anafroptilum/Procloeon,yes,"Slashed taxon, nomenclature",Anafroptilum/Procloeon,Ephemeroptera
Ceraclea,Ceraclea,no,,Ceraclea,Trichoptera
Ceraclea sp.,Ceraclea,yes,sp.,Ceraclea,Trichoptera
Ceratopogonidae,Ceratopogonidae,no,,Ceratopogonidae,Diptera
Ceratopogoninae,Ceratopogoninae,no,,Ceratopogoninae,Diptera
Chaetocladius,Chaetocladius,no,,Chaetocladius,Chironomidae
Chaetocladius sp.,Chaetocladius,yes,sp.,Chaetocladius,Chironomidae
Chaetogaster,Oligochaeta,yes,worms to Oligochaeta,Naidinae,Oligochaeta
Chaetogaster diaphanus,Oligochaeta,yes,worms to Oligochaeta,Naidinae,Oligochaeta
Chaetogaster diastrophus,Oligochaeta,yes,worms to Oligochaeta,Naidinae,Oligochaeta
Chaetogaster limnaei,Oligochaeta,yes,worms to Oligochaeta,Naidinae,Oligochaeta
Chelifera,Chelifera/Metachela,yes,Slashed taxon,Chelifera/Metachela,Diptera
Chelifera (Metachela),Chelifera/Metachela,yes,Slashed taxon,Chelifera/Metachela,Diptera
Chelifera/Metachela,Chelifera/Metachela,no,Slashed taxon,Chelifera/Metachela,Diptera
Chelifera/Metachela sp.,Chelifera/Metachela,yes,Slashed taxon,Chelifera/Metachela,Diptera
Cheumatopsyche,Cheumatopsyche,no,,Cheumatopsyche,Trichoptera
Cheumatopsyche sp.,Cheumatopsyche,yes,sp.,Cheumatopsyche,Trichoptera
Chimarra,Chimarra,no,,Chimarra,Trichoptera
Chimarra sp.,Chimarra,yes,sp.,Chimarra,Trichoptera
Chironomidae,Chironomidae,no,,Chironomidae,Chironomidae
Chironomidae-pupae,Chironomidae,yes,naming scheme,Chironomidae,Chironomidae
Chironomini,Chironomini,no,,Chironomini,Chironomidae
Chironomus,Chironomus,no,,Chironomus,Chironomidae
Chironomus sp.,Chironomus,yes,sp.,Chironomus,Chironomidae
Chloroperlidae,Chloroperlidae,no,,Chloroperlidae,Plecoptera
Choroterpes,Choroterpes,no,,Choroterpes,Ephemeroptera
Choroterpes sp.,Choroterpes,yes,sp.,Choroterpes,Ephemeroptera
Chrysomelidae,DNI,yes,Terrestrial,DNI,
Chrysops,Tabanidae,yes,backed off to family,Tabanidae,Diptera
Chrysops sp.,Tabanidae,yes,backed off to family,Tabanidae,Diptera
Chydoridae,DNI,yes,Cladocera excluded,DNI,
Chyranda,Chyrandra,yes,backed off to genus; likely multiple spp.,Chyrandra,Trichoptera
Chyranda centralis,Chyrandra,yes,backed off to genus; likely multiple spp.,Chyrandra,Trichoptera
Chyrandra,Chyrandra,no,likely multiple spp.,Chyrandra,Trichoptera
Cinygma,Cinygma,no,,Cinygma,Ephemeroptera
Cinygma sp.,Cinygma,yes,sp.,Cinygma,Ephemeroptera
Cinygmula,Cinygmula,no,,Cinygmula,Ephemeroptera
Cinygmula sp.,Cinygmula,yes,sp.,Cinygmula,Ephemeroptera
Claassenia,Claassenia sabulosa,yes,monotypic,Claassenia sabulosa,Plecoptera
Claassenia sabulosa,Claassenia sabulosa,no,monotypic,Claassenia sabulosa,Plecoptera
Cladopelma,Cladopelma,no,,Cladopelma,Chironomidae
Cladopelma sp.,Cladopelma,yes,sp.,Cladopelma,Chironomidae
