"","Taxon","NonTarget","Habit","Hemoglobin","Air","TolVal2","TolVal","FSBI_2012","BSTI_WA.optima","BCG_attr","FFG","Life_Cycle","Habitat","Noteworthy","LONGLIVED","Thermal_indicator","ThermalPref_ALL","ThermTol_Less30","MTTI_WA.optima","MWMT_WAopt","MWMT_PCT90","Therm_TopIndicator","ThermVar","TSN","Kingdom","Phylum","SubPhylum","Class","SubClass","Order","SubOrder","SuperFamily","Family","SubFamily","Tribe","GenusGroup","Genus","SubGenus","SpeciesGroup","SpeciesSubGroup","SpeciesComplex","Species","Taxon_Group"
"306","Eubrianax",FALSE,"CN","","",NA,NA,NA,3.4,"2","SC","semi","",NA,FALSE,"","","",19.5,NA,NA,"","",114085,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Psephenidae","Eubrianacinae","","","Eubrianax","","","","","","Coleoptera"
"307","Eucorethra",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,NA,"PR","uni","HEAD",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chaoboridae","Eucorethrinae","","","Eucorethra","","","","","","Diptera"
"308","Eukiefferiella",FALSE,"SP","","F",9,8,NA,13.5,"4","CG","multi","GENE",NA,FALSE,"","Eurythermal","",NA,17.59925209,22.785,"","yes",128689,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","","","","","Chironomidae"
"309","Eukiefferiella Brehmi Group",FALSE,"SP","","F",11,8,NA,13.5,"4","CG","multi","RHEO",NA,FALSE,"eurythermal","Eurythermal","",20.4,19.31822769,24.621,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","Brehmi Gr.","","","","Chironomidae"
"310","Eukiefferiella Brevicalcar Group",FALSE,"SP","","F",11,8,NA,13.5,NA,"","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","Brevicalcar Gr.","","","","Chironomidae"
"311","Eukiefferiella Claripennis Group",FALSE,"SP","","F",11,8,NA,13.5,"","","","",NA,FALSE,"cowa","Cool-Warm","",18.5,18.3831369,23.261,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","Claripennis Gr.","","","","Chironomidae"
"312","Eukiefferiella Coerulescens Group",FALSE,"SP","","F",11,8,NA,13.5,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","Coerulescens Gr.","","","","Chironomidae"
"313","Eukiefferiella Devonica Group",FALSE,"SP","","F",7,8,NA,13.5,"3","CG","multi","RHEO",NA,FALSE,"eurythermal","Eurythermal","",18.3,18.51271588,24.5,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","Devonica Gr.","","","","Chironomidae"
"314","Eukiefferiella Gracei Group",FALSE,"SP","","F",11,8,NA,13.5,"","","","",NA,FALSE,"eurythermal","Eurythermal","",15.2,15.23867737,24.11,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","Gracei Gr.","","","","Chironomidae"
"315","Eukiefferiella Pseudomontana Group",FALSE,"SP","","F",11,8,NA,13.5,"4","CG","multi","RHEO",NA,FALSE,"cowa","Cool-Warm","",18.7,18.63211881,21.83,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","Pseudomontana Gr.","","","","Chironomidae"
"316","Eukiefferiella Tirolensis Group",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,13.5,"4","CG","multi","RHEO",NA,FALSE,"cool","Cool","",17.4,17.4217084,18.88,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Eukiefferiella","","Brevicalcar Gr.","","","tirolensis","Chironomidae"
"317","Euparyphus",FALSE,"UN","","T",4,7,NA,NA,"","","","",NA,FALSE,"","","Less30",21.8,NA,NA,"","",130436,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Stratiomyidae","Stratiomyinae","Oxycerini","","Euparyphus","","","","","","Diptera"
"318","Euryhapsis",FALSE,"UN","","F",11,NA,NA,NA,NA,"UNKN","multi","DEPO",NA,FALSE,"","","Less30",NA,NA,NA,"","",128707,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Euryhapsis","","","","","","Chironomidae"
"319","Eurylophella",FALSE,"CN","","F",11,2,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",101324,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Ephemerellidae","","","","Eurylophella","","","","","","Ephemeroptera"
"320","Eylais",FALSE,"UN","","",NA,8,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83152,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Eylaidae","","","","Eylais","","","","","","Other Non-Insect"
"321","Fallceon",FALSE,"SW","","F",11,5,NA,NA,"5","CG","multi","RHEO",NA,FALSE,"warm","Warm","",26.8,26.79722537,28.96,"","",568551,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","","Baetidae","","","","Fallceon","","","","","","Ephemeroptera"
"322","Farula",FALSE,"CN","","",NA,0,NA,NA,"1i","SC","semi","SPEC",TRUE,FALSE,"cool","Cool","",17.9,17.91795724,19.96,"","",116331,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Uenoidae","Uenoinae","","","Farula","","","","","","Trichoptera"
"323","Feltria",FALSE,"UN","","",11,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83314,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Feltriidae","","","","Feltria","","","","","","Other Non-Insect"
"324","Ferrissia",FALSE,"CN","","F",1,6,NA,27.5,"5","SC","multi","GENE",NA,FALSE,"warm","Warm","",23,22.75726909,26.52,"Warm","",76569,"Animalia","Mollusca","","Gastropoda","","Basommatophora","","","Planorbidae","","","","Ferrissia","","","","","","Other Non-Insect"
"325","Fisherola nuttalli",FALSE,"UN","","",NA,NA,NA,56,"","","","",NA,FALSE,"","","",21.8,NA,NA,"","",76567,"Animalia","Mollusca","","Gastropoda","","Basommatophora","","","Lymnaeidae","","","","Fisherola","","","","","nuttalli","Other Non-Insect"
"326","Forcipomyiinae",FALSE,"SP","","F",11,6,NA,10.1,"3","CG","uni","GENE",NA,FALSE,"cool","Cool","",17.6,17.4715931,20.86,"","",127112,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Ceratopogonidae","Forcipomyiinae","","","","","","","","","Diptera"
"327","Forelia",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83331,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Pionidae","","","","Forelia","","","","","","Other Non-Insect"
"328","Fridericia",FALSE,"UN","","",11,NA,NA,32.7,"","","","",NA,FALSE,"cold","Cold","",16.5,16.4272476,19.69,"","",204785,"Animalia","Annelida","","Clitellata","Oligochaeta","Enchytraeida","","","Enchytraeidae","","","","Fridericia","","","","","","Oligochaeta"
"329","Frisonia picticeps",FALSE,"UN","","F",11,2,NA,NA,"1i","PR","uni","RHEO",TRUE,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlodidae","Perlodinae","Arcynopterygini","","Frisonia","","","","","picticeps","Plecoptera"
"330","Frontipoda",FALSE,"UN","","",NA,8,NA,NA,"","PR","","",NA,FALSE,"","","",NA,NA,NA,"","",83240,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Oxidae","","","","Frontipoda","","","","","","Other Non-Insect"
"331","Gammaridae",FALSE,"UN","","",NA,4,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",93745,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea","","Gammaridae","","","","","","","","","","Other Non-Insect"
"332","Gammaridea",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","Warm","",NA,20.71619973,25.32653054,"","yes",NA,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea","","","","","","","","","","","","Other Non-Insect"
"333","Gammarus",FALSE,"UN","","F",1,4,NA,51.8,"5","SH","uni","GENE",NA,FALSE,"warm","Warm","",21.8,21.76202526,26.186,"","",93773,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Gammaridea","","Gammaridae","","","","Gammarus","","","","","","Other Non-Insect"
"334","Gastropoda",FALSE,"UN","","F",11,7,NA,NA,NA,"UNKN","UNKN","UNKN",NA,FALSE,"","Warm","",NA,20.17084068,23.884,"","yes",69459,"Animalia","Mollusca","","Gastropoda","","","","","","","","","","","","","","","Other Non-Insect"
"335","Georthocladius",FALSE,"SP","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Georthocladius","","","","","","Chironomidae"
"336","Georyssus",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",112754,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Georyssidae","","","","Georyssus","","","","","","Coleoptera"
"337","Gereckea",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Pionidae","Huitfeldtiinae","","","Gereckea","","","","","","Other Non-Insect"
"338","Glossiphonia",FALSE,"UN","","F",4,9,NA,67.1,"","","","",NA,TRUE,"","","Less30",21.8,NA,NA,"","",69380,"Animalia","Annelida","","Clitellata","Hirudinea","Rhynchobdellida","","","Glossiphoniidae","Glossiphoniinae","","","Glossiphonia","","","","","","Other Non-Insect"
"339","Glossiphoniidae",FALSE,"UN","","F",4,9,NA,67.1,"","","","",NA,TRUE,"warm","Warm","",21.8,21.81617094,25.442,"","",69357,"Animalia","Annelida","","Clitellata","Hirudinea","Rhynchobdellida","","","Glossiphoniidae","","","","","","","","","","Other Non-Insect"
"340","Glossosoma",FALSE,"CN","U","F",2,0,10,6.8,"4","SC","multi","RHEO",NA,FALSE,"cool","Cool","",18.1,17.91604393,21.541,"","",117159,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Glossosomatoidea","Glossosomatidae","Glossosomatinae","Glossosomatini","","Glossosoma","","","","","","Trichoptera"
"341","Glossosomatidae",FALSE,"CN","","F",2,0,NA,NA,"4","SC","UNKN","RHEO",NA,FALSE,"","Cool","",NA,17.83466104,21.73,"","yes",117120,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Glossosomatoidea","Glossosomatidae","","","","","","","","","","Trichoptera"
"342","Glutops",FALSE,"SP","U","F",11,1,NA,12,"3","PR","semi","DEPO",NA,TRUE,"cool","Cool","",16,15.88529683,20.01,"","",130915,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Pelecorhynchidae","","","","Glutops","","","","","","Diptera"
"343","Glyphopsyche",FALSE,"UN","","F",11,NA,NA,NA,NA,"SH","UNKN","UNKN",NA,FALSE,"","","",NA,NA,NA,"","",116030,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","Limnephilinae","Chilostigmini","","Glyphopsyche","","","","","","Trichoptera"
"344","Glyptotendipes",FALSE,"BU","T","F",11,10,NA,NA,"5","MH","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",129483,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Glyptotendipes","","","","","","Chironomidae"
"345","Gnorimosphaeroma",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",92295,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Isopoda","Flabellifera","","Sphaeromatidae","","","","Gnorimosphaeroma","","","","","","Other Non-Insect"
"346","Goera archaon",FALSE,"UN","","",NA,1,NA,NA,"3","SC","uni","RHEO",TRUE,FALSE,"warm","Warm","",21.9,21.91791326,23.904,"","",116423,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Goeridae","Goerinae","","","Goera","","","","","archaon","Trichoptera"
"347","Goeracea",FALSE,"CN","","F",11,0,NA,NA,"1i","SC","semi","RHEO",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",116298,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Goeridae","Goerinae","","","Goeracea","","","","","","Trichoptera"
"348","Goereilla baumanni",FALSE,"CN","","F",1,0,NA,NA,"1i","SH","","",TRUE,FALSE,"","","",NA,NA,NA,"","",116302,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Rossianidae","","","","Goereilla","","","","","baumanni","Trichoptera"
"349","Goeridae",FALSE,"UN","","F",11,1,NA,NA,"3","SC","UNKN","RHEO",TRUE,FALSE,"warm","Warm","",NA,21.05739704,23.876,"","",115934,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Goeridae","","","","","","","","","","Trichoptera"
"350","Gomphidae",FALSE,"BU","","F",11,2.5,NA,NA,"3","PR","semi","DEPO",NA,TRUE,"","Warm","",NA,20.07138278,24.098,"","yes",101664,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Anisoptera","","Gomphidae","","","","","","","","","","Odonata"
"351","Gomphus",FALSE,"BU","","F",11,2.5,NA,NA,NA,"PR","semi","RIVE",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",101665,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Anisoptera","","Gomphidae","","","","Gomphus","","","","","","Odonata"
"352","Gonomyia",FALSE,"BU","","T",11,NA,NA,NA,NA,"CG","UNKN","SPEC",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",120640,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Limoniidae","Chioneinae","","","Gonomyia","","","","","","Diptera"
"353","Gonomyodes",FALSE,"BU","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",120722,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Limoniidae","Chioneinae","","","Gonomyodes","","","","","","Diptera"
"354","Grammotaulius",FALSE,"UN","","F",11,4,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",116309,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","Limnephilinae","Limnephilini","","Grammotaulius","","","","","","Trichoptera"
"355","Guestphalinus",FALSE,"UN","","",NA,NA,NA,17,"","","","",NA,FALSE,"","","Less30",18.8,NA,NA,"","",68487,"Animalia","Annelida","","Clitellata","Oligochaeta","Lumbriculida","","","Lumbriculidae","","","","Guestphalinus","","","","","","Oligochaeta"
"356","Gumaga",FALSE,"CN","","F",11,3,NA,NA,"2","OM","semi","RHEO",NA,FALSE,"cowa","Cool-Warm","",18.9,18.90715954,21.625,"","",117003,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Sericostomatoidea","Sericostomatidae","","","","Gumaga","","","","","","Trichoptera"
"357","Guttipelopia",FALSE,"UN","T","F",11,5,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",128161,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","Pentaneurini","","Guttipelopia","","","","","","Chironomidae"
"358","Gymnometriocnemus",FALSE,"UN","","",NA,NA,NA,NA,NA,"UNKN","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",128718,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Gymnometriocnemus","","","","","","Chironomidae"
"359","Gyraulus",FALSE,"UN","T","F",3,8,NA,61.2,"4","SC","multi","GENE",NA,FALSE,"warm","Warm","",21.4,21.55044711,27.18,"","",76592,"Animalia","Mollusca","","Gastropoda","","Basommatophora","","","Planorbidae","","","","Gyraulus","","","","","","Other Non-Insect"
"360","Gyrinidae",FALSE,"SW","","F",11,10,NA,NA,NA,"PR","uni","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",112653,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Gyrinidae","","","","","","","","","","Coleoptera"
"361","Haemonais",FALSE,"UN","","",NA,NA,NA,33.2,"","","","",NA,FALSE,"","","",21.2,NA,NA,"","",69003,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Naidinae","","","Haemonais","","","","","","Oligochaeta"
"362","Haemopis",FALSE,"UN","","",11,10,NA,67.1,"","","","",NA,FALSE,"","","",21.8,NA,NA,"","",69408,"Animalia","Annelida","","Clitellata","Hirudinea","Arhynchobdellida","Hirudiniformes","","Haemopidae","Haemopinae","","","Haemopis","","","","","","Other Non-Insect"
"363","Halesochila taylori",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",116307,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","Limnephilinae","Limnephilini","","Halesochila","","","","","taylori","Trichoptera"
"364","Haliplidae",FALSE,"UN","","F",7,7,NA,40.2,"4","UNKN","UNKN","GENE",NA,FALSE,"warm","Warm","",21.6,21.47741457,24.452,"","",111857,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Haliplidae","","","","","","","","","","Coleoptera"
"365","Haliplus",FALSE,"SW","","F",11,5,NA,40.2,"4","PH","uni","GENE",NA,FALSE,"","","Less30",21.6,NA,NA,"","",111858,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Haliplidae","","","","Haliplus","","","","","","Coleoptera"
"366","Haplotaxis",FALSE,"UN","","F",11,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",68505,"Animalia","Annelida","","Clitellata","Oligochaeta","Haplotaxida","Haplotaxina","","Haplotaxidae","","","","Haplotaxis","","","","","","Oligochaeta"
"367","Harnischia",FALSE,"CN","T","F",11,8,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",129516,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Harnischia","","","","","","Chironomidae"
"368","Heleniella",FALSE,"SP","","F",11,6,NA,26.1,"3","CG","multi","GENE",NA,FALSE,"cool","Cool","",16.4,16.57540448,20.72,"","",128730,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Heleniella","","","","","","Chironomidae"
"369","Helichus",FALSE,"UN","","F",2,2,NA,NA,"3","SC","semi","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",114006,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Dryopidae","","","","Helichus","","","","","","Coleoptera"
"370","Helicopsyche",FALSE,"CN","","F",3,3,NA,15.2,"4","SC","multi","RHEO",NA,FALSE,"stenow","Warm Stenotherm","",25.4,25.50329014,28.07,"Warm Stenotherm","",117016,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Annulipalpia","Sericostomatoidea","Helicopsychidae","","","","Helicopsyche","","","","","","Trichoptera"
"371","Helisoma",FALSE,"UN","T","F",11,6,NA,NA,"4","SC","uni","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",76599,"Animalia","Mollusca","","Gastropoda","","Basommatophora","","","Planorbidae","","","","Helisoma","","","","","","Other Non-Insect"
"372","Helius",FALSE,"UN","","F",11,4,NA,NA,NA,"UNKN","uni","SPEC",TRUE,FALSE,"","","Less30",NA,NA,NA,"","",119690,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Limoniidae","Limoniinae","","","Helius","","","","","","Diptera"
"373","Helobdella",FALSE,"UN","","F",11,6,NA,67.1,"","","","",NA,FALSE,"","","Less30",21.8,NA,NA,"","",69396,"Animalia","Annelida","","Clitellata","Hirudinea","Rhynchobdellida","","","Glossiphoniidae","Haementeriinae","","","Helobdella","","","","","","Other Non-Insect"
"374","Helochares",FALSE,"UN","","",NA,NA,NA,32.1,"","","","",NA,FALSE,"","","Less30",18.7,NA,NA,"","",113150,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Hydrophilidae","Hydrophilinae","Hydrophilini","","Helochares","","","","","","Coleoptera"
"375","Helodon/Prosimulium",FALSE,"CN","","",NA,NA,NA,8.4,"","CF","","",NA,FALSE,"stenoc","Cold Stenotherm","",13.5,13.58980758,17.106,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Simuliidae","","","","Helodon/Prosimulium","","","","","","Diptera"
"376","Helophorus",FALSE,"CN","","F",11,5,NA,NA,NA,"MH","uni","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",113106,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Helophoridae","","","","Helophorus","","","","","","Coleoptera"
"377","Hemerodromia",FALSE,"SP","","F",4,6,NA,17.2,"5","PR","multi","RHEO",NA,FALSE,"warm","Warm","",22.4,22.3214464,26.711,"Warm","",136327,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Empididae","Hemerodromiinae","Hemerodromiini","","Hemerodromia","","","","","","Diptera"
"378","Henlea",FALSE,"UN","F","F",11,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",68541,"Animalia","Annelida","","Clitellata","Oligochaeta","Enchytraeida","","","Enchytraeidae","","","","Henlea","","","","","","Oligochaeta"
"379","Heptageniidae",FALSE,"CN","","F",11,4,NA,NA,"3","SC","uni","RHEO",NA,FALSE,"","Eurythermal","",NA,16.03647453,22.018,"","yes",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Pisciforma","","Heptageniidae","","","","","","","","","","Ephemeroptera"
