Taxon_Orig,Taxon_Group,NonTarget,source,Comment,FishTaxaID,OTU_BCG,OTU_IBI,SciID,Common,Kingdom,Phylum,Class,Order,Family,Genus,Species
emerald shiner,,,MN BCG Access db,,133,Notropis atherinoides,Notropis atherinoides,Notropis atherinoides,emerald shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,atherinoides
Fam: herrings,,,MN BCG Access db,,134,Clupeidae,Clupeidae,Clupeidae,Fam: herrings,Animalia,Chordata,Osteichthyes,,Clupeidae,,
Fam: lamprey,,,MN BCG Access db,,135,Petromyzontidae,Petromyzontidae,Petromyzontidae,Fam: lamprey,Animalia,Chordata,Osteichthyes,Petromyzontiformes,Petromyzontidae,,
Fam: minnows,,,MN BCG Access db,,136,Cyprinidae,Cyprinidae,Cyprinidae,Fam: minnows,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,,
Fam: trout,,,MN BCG Access db,,137,Salmonidae,Salmonidae,Salmonidae,Fam: trout,Animalia,Chordata,Osteichthyes,Salmoniformes,Salmonidae,,
finescale dace,,,MN BCG Access db,,138,Phoxinus neogaeus,Phoxinus neogaeus,Phoxinus neogaeus,finescale dace,Animalia,,,,,Phoxinus,neogaeus
flathead catfish,,,MN BCG Access db,,139,Pylodictis olivaris,Pylodictis olivaris,Pylodictis olivaris,flathead catfish,Animalia,,,,,Pylodictis,olivaris
freshwater drum,,,MN BCG Access db,,140,Aplodinotus grunniens,Aplodinotus grunniens,Aplodinotus grunniens,freshwater drum,Animalia,,,,,Aplodinotus,grunniens
Gen: buffalos,,,MN BCG Access db,,141,Ictiobus,Ictiobus,Ictiobus,Gen: buffalos,Animalia,,,,,Ictiobus,
Gen: bullheads,,,MN BCG Access db,,142,Ameiurus,Ameiurus,Ameiurus,Gen: bullheads,Animalia,Chordata,Osteichthyes,Siluriformes,Ictaluridae,Ameiurus,
Gen: carpsuckers,,,MN BCG Access db,,143,Carpiodes,Carpiodes,Carpiodes,Gen: carpsuckers,Animalia,,,,,Carpiodes,
Gen: Catostomus,,,MN BCG Access db,,144,Catostomus,Catostomus,Catostomus,Gen: Catostomus,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Catostomus,
Gen: common sunfishes,,,MN BCG Access db,,145,Lepomis,Lepomis,Lepomis,Gen: common sunfishes,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Lepomis,
Gen: Etheostoma,,,MN BCG Access db,,146,Etheostoma,Etheostoma,Etheostoma,Gen: Etheostoma,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,
Gen: Notropis,,,MN BCG Access db,,147,Notropis,Notropis,Notropis,Gen: Notropis,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,
Gen: Percina,,,MN BCG Access db,,148,Percina,Percina,Percina,Gen: Percina,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Percina,
Gen: Chrosomus,,,MN BCG Access db,,149,Chrosomus,Chrosomus,Chrosomus,Gen: Chrosomus,Animalia,,,,,Chrosomus,
Gen: redhorses,,,MN BCG Access db,,150,Moxostoma,Moxostoma,Moxostoma,Gen: redhorses,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Moxostoma,
Gen: sculpins,,,MN BCG Access db,,151,Cottus,Cottus,Cottus,Gen: sculpins,Animalia,Chordata,Osteichthyes,Perciformes,Cottidae,Cottus,
Gen: stonerollers,,,MN BCG Access db,,152,Campostoma,Campostoma,Campostoma,Gen: stonerollers,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Campostoma,
gilt darter,,,MN BCG Access db,,153,Percina evides,Percina evides,Percina evides,gilt darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Percina,evides
goldeye,,,MN BCG Access db,,154,Hiodon alosoides,Hiodon alosoides,Hiodon alosoides,goldeye,Animalia,,,,,Hiodon,alosoides
grass carp,,,MN BCG Access db,,155,Ctenopharyngodon idella,Ctenopharyngodon idella,Ctenopharyngodon idella,grass carp,Animalia,,,,,Ctenopharyngodon,idella
gravel chub,,,MN BCG Access db,,156,Erimystax x-punctatus,Erimystax x-punctatus,Erimystax x-punctatus,gravel chub,Animalia,,,,,Erimystax,x-punctatus
greater redhorse,,,MN BCG Access db,,157,Moxostoma valenciennesi,Moxostoma valenciennesi,Moxostoma valenciennesi,greater redhorse,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Moxostoma,valenciennesi
highfin carpsucker,,,MN BCG Access db,,158,Carpiodes velifer,Carpiodes velifer,Carpiodes velifer,highfin carpsucker,Animalia,,,,,Carpiodes,velifer
hornyhead chub,,,MN BCG Access db,,159,Nocomis biguttatus,Nocomis biguttatus,Nocomis biguttatus,hornyhead chub,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Nocomis,biguttatus
hybrid minnow,,,MN BCG Access db,,160,Cyprinidae hybrid,Cyprinidae hybrid,Cyprinidae hybrid,hybrid minnow,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,hybrid,
hybrid Chrosomus,,,MN BCG Access db,,161,Chrosomus hybrid,Chrosomus hybrid,Chrosomus hybrid,hybrid Chrosomus,Animalia,,,,,Chrosomus,hybrid
hybrid sunfish,,,MN BCG Access db,,162,Lepomis hybrid,Lepomis hybrid,Lepomis hybrid,hybrid sunfish,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Lepomis,hybrid
Iowa darter,,,MN BCG Access db,,163,Etheostoma exile,Etheostoma exile,Etheostoma exile,Iowa darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,exile
lake chub,,,MN BCG Access db,,164,Couesius plumbeus,Couesius plumbeus,Couesius plumbeus,lake chub,Animalia,,,,,Couesius,plumbeus
lake herring,,,MN BCG Access db,,165,Coregonus artedi,Coregonus artedi,Coregonus artedi,lake herring,Animalia,,,,,Coregonus,artedi
lake sturgeon,,,MN BCG Access db,,166,Acipenser fulvescens,Acipenser fulvescens,Acipenser fulvescens,lake sturgeon,Animalia,,,,,Acipenser,fulvescens
lamprey ammocoete,,,MN BCG Access db,,167,Petromyzontidae larvae,Petromyzontidae larvae,Petromyzontidae larvae,lamprey ammocoete,Animalia,Chordata,Osteichthyes,Petromyzontiformes,Petromyzontidae,larvae,
largescale stoneroller,,,MN BCG Access db,,168,Campostoma oligolepis,Campostoma oligolepis,Campostoma oligolepis,largescale stoneroller,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Campostoma,oligolepis
least darter,,,MN BCG Access db,,169,Etheostoma microperca,Etheostoma microperca,Etheostoma microperca,least darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,microperca
longnose sucker,,,MN BCG Access db,,170,Catostomus catostomus,Catostomus catostomus,Catostomus catostomus,longnose sucker,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Catostomus,catostomus
mimic shiner,,,MN BCG Access db,,171,Notropis volucellus,Notropis volucellus,Notropis volucellus,mimic shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,volucellus
Mississippi silvery minnow,,,MN BCG Access db,,172,Hybognathus nuchalis,Hybognathus nuchalis,Hybognathus nuchalis,Mississippi silvery minnow,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Hybognathus,nuchalis
mooneye,,,MN BCG Access db,,173,Hiodon tergisus,Hiodon tergisus,Hiodon tergisus,mooneye,Animalia,,,,,Hiodon,tergisus
mud darter,,,MN BCG Access db,,174,Etheostoma asprigene,Etheostoma asprigene,Etheostoma asprigene,mud darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,asprigene
muskellunge,,,MN BCG Access db,,175,Esox masquinongy,Esox masquinongy,Esox masquinongy,muskellunge,Animalia,Chordata,Osteichthyes,Salmoniformes,Esocidae,Esox,masquinongy
ninespine stickleback,,,MN BCG Access db,,176,Pungitius pungitius,Pungitius pungitius,Pungitius pungitius,ninespine stickleback,Animalia,,,,,Pungitius,pungitius
northern brook lamprey,,,MN BCG Access db,,177,Ichthyomyzon fossor,Ichthyomyzon fossor,Ichthyomyzon fossor,northern brook lamprey,Animalia,,,,,Ichthyomyzon,fossor
northern redbelly dace,,,MN BCG Access db,,178,Phoxinus eos,Phoxinus eos,Phoxinus eos,northern redbelly dace,Animalia,,,,,Phoxinus,eos
orangespotted sunfish,,,MN BCG Access db,,179,Lepomis humilis,Lepomis humilis,Lepomis humilis,orangespotted sunfish,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Lepomis,humilis
Ozark minnow,,,MN BCG Access db,,180,Notropis nubilus,Notropis nubilus,Notropis nubilus,Ozark minnow,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,nubilus
pink salmon,,,MN BCG Access db,,181,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,pink salmon,Animalia,Chordata,Osteichthyes,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha
plains topminnow,,,MN BCG Access db,,182,Fundulus sciadicus,Fundulus sciadicus,Fundulus sciadicus,plains topminnow,Animalia,Chordata,Osteichthyes,Atheriniformes,Fundulidae,Fundulus,sciadicus
pugnose minnow,,,MN BCG Access db,,183,Opsopoeodus emiliae,Opsopoeodus emiliae,Opsopoeodus emiliae,pugnose minnow,Animalia,,,,,Opsopoeodus,emiliae
pugnose shiner,,,MN BCG Access db,,184,Notropis anogenus,Notropis anogenus,Notropis anogenus,pugnose shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,anogenus
quillback,,,MN BCG Access db,,185,Carpiodes cyprinus,Carpiodes cyprinus,Carpiodes cyprinus,quillback,Animalia,,,,,Carpiodes,cyprinus
rainbow darter,,,MN BCG Access db,,186,Etheostoma caeruleum,Etheostoma caeruleum,Etheostoma caeruleum,rainbow darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,caeruleum
rainbow smelt,,,MN BCG Access db,,187,Osmerus mordax,Osmerus mordax,Osmerus mordax,rainbow smelt,Animalia,,,,,Osmerus,mordax
red shiner,,,MN BCG Access db,,188,Cyprinella lutrensis,Cyprinella lutrensis,Cyprinella lutrensis,red shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella,lutrensis
redfin shiner,,,MN BCG Access db,,189,Lythrurus umbratilis,Lythrurus umbratilis,Lythrurus umbratilis,redfin shiner,Animalia,,,,,Lythrurus,umbratilis
redside dace,,,MN BCG Access db,,190,Clinostomus elongatus,Clinostomus elongatus,Clinostomus elongatus,redside dace,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Clinostomus,elongatus
river carpsucker,,,MN BCG Access db,,191,Carpiodes carpio,Carpiodes carpio,Carpiodes carpio,river carpsucker,Animalia,,,,,Carpiodes,carpio
river darter,,,MN BCG Access db,,192,Percina shumardi,Percina shumardi,Percina shumardi,river darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Percina,shumardi
river redhorse,,,MN BCG Access db,,193,Moxostoma carinatum,Moxostoma carinatum,Moxostoma carinatum,river redhorse,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Moxostoma,carinatum
river shiner,,,MN BCG Access db,,194,Notropis blennius,Notropis blennius,Notropis blennius,river shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,blennius
ruffe,,,MN BCG Access db,,195,Gymnocephalus cernuus,Gymnocephalus cernuus,Gymnocephalus cernuus,ruffe,Animalia,,,,,Gymnocephalus,cernuus
sand shiner,,,MN BCG Access db,,196,Notropis stramineus,Notropis stramineus,Notropis stramineus,sand shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,stramineus
sauger,,,MN BCG Access db,,197,Sander canadensis,Sander canadensis,Sander canadensis,sauger,Animalia,,,,,Sander,canadensis
sea lamprey,,,MN BCG Access db,,198,Petromyzon marinus,Petromyzon marinus,Petromyzon marinus,sea lamprey,Animalia,,,,,Petromyzon,marinus
shoal chub,,,MN BCG Access db,,199,Macrhybopsis hyostoma,Macrhybopsis hyostoma,Macrhybopsis hyostoma,shoal chub,Animalia,,,,,Macrhybopsis,hyostoma
shortnose gar,,,MN BCG Access db,,200,Lepisosteus platostomus,Lepisosteus platostomus,Lepisosteus platostomus,shortnose gar,Animalia,Chordata,Osteichthyes,Lepisosteiformes,Lepisosteidae,Lepisosteus,platostomus
shovelnose sturgeon,,,MN BCG Access db,,201,Scaphirhynchus platorynchus,Scaphirhynchus platorynchus,Scaphirhynchus platorynchus,shovelnose sturgeon,Animalia,,,,,Scaphirhynchus,platorynchus
silver chub,,,MN BCG Access db,,202,Macrhybopsis storeriana,Macrhybopsis storeriana,Macrhybopsis storeriana,silver chub,Animalia,,,,,Macrhybopsis,storeriana
silver lamprey,,,MN BCG Access db,,203,Ichthyomyzon unicuspis,Ichthyomyzon unicuspis,Ichthyomyzon unicuspis,silver lamprey,Animalia,,,,,Ichthyomyzon,unicuspis
silver redhorse,,,MN BCG Access db,,204,Moxostoma anisurum,Moxostoma anisurum,Moxostoma anisurum,silver redhorse,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Moxostoma,anisurum
slenderhead darter,,,MN BCG Access db,,205,Percina phoxocephala,Percina phoxocephala,Percina phoxocephala,slenderhead darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Percina,phoxocephala
smallmouth buffalo,,,MN BCG Access db,,206,Ictiobus bubalus,Ictiobus bubalus,Ictiobus bubalus,smallmouth buffalo,Animalia,,,,,Ictiobus,bubalus
southern brook lamprey,,,MN BCG Access db,,207,Ichthyomyzon gagei,Ichthyomyzon gagei,Ichthyomyzon gagei,southern brook lamprey,Animalia,,,,,Ichthyomyzon,gagei
southern redbelly dace,,,MN BCG Access db,,208,Phoxinus erythrogaster,Phoxinus erythrogaster,Phoxinus erythrogaster,southern redbelly dace,Animalia,,,,,Phoxinus,erythrogaster
splake,,,MN BCG Access db,,209,Salvelinus hybrid,Salvelinus hybrid,Salvelinus hybrid,splake,Animalia,Chordata,Osteichthyes,Salmoniformes,Salmonidae,Salvelinus,hybrid
spotted sucker,,,MN BCG Access db,,210,Minytrema melanops,Minytrema melanops,Minytrema melanops,spotted sucker,Animalia,,,,,Minytrema,melanops
SubFam: salmonids,,,MN BCG Access db,,211,Salmoninae,Salmoninae,Salmoninae,SubFam: salmonids,Animalia,,,,,Salmoninae,
suckermouth minnow,,,MN BCG Access db,,212,Phenacobius mirabilis,Phenacobius mirabilis,Phenacobius mirabilis,suckermouth minnow,Animalia,,,,,Phenacobius,mirabilis
threespine stickleback,,,MN BCG Access db,,213,Gasterosteus aculeatus,Gasterosteus aculeatus,Gasterosteus aculeatus,threespine stickleback,Animalia,,,,,Gasterosteus,aculeatus
tiger musky,,,MN BCG Access db,,214,Esox hybrid,Esox hybrid,Esox hybrid,tiger musky,Animalia,Chordata,Osteichthyes,Salmoniformes,Esocidae,Esox,hybrid
tiger trout,,,MN BCG Access db,,215,Salmonidae hybrid,Salmonidae hybrid,Salmonidae hybrid,tiger trout,Animalia,Chordata,Osteichthyes,Salmoniformes,Salmonidae,hybrid,
Topeka shiner,,,MN BCG Access db,,216,Notropis topeka,Notropis topeka,Notropis topeka,Topeka shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,topeka
trout-perch,,,MN BCG Access db,,217,Percopsis omiscomaycus,Percopsis omiscomaycus,Percopsis omiscomaycus,trout-perch,Animalia,,,,,Percopsis,omiscomaycus
walleye,,,MN BCG Access db,,218,Sander vitreus,Sander vitreus,Sander vitreus,walleye,Animalia,,,,,Sander,vitreus
weed shiner,,,MN BCG Access db,,219,Notropis texanus,Notropis texanus,Notropis texanus,weed shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,texanus
western sand darter,,,MN BCG Access db,,220,Ammocrypta clara,Ammocrypta clara,Ammocrypta clara,western sand darter,Animalia,,,,,Ammocrypta,clara
white bass,,,MN BCG Access db,,221,Morone chrysops,Morone chrysops,Morone chrysops,white bass,Animalia,Chordata,Osteichthyes,Perciformes,Moronidae,Morone,chrysops
Lamprey (larvae),,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Petromyzontidae,Petromyzontidae,Petromyzontidae,Lamprey (larvae),Animalia,Chordata,Osteichthyes,Petromyzontiformes,Petromyzontidae,,
Blackside Darter,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Percina maculata,Percina maculata,Percina maculata,Blackside Darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Percina,maculata
Carmine shiner,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Notropis percobromus,Notropis percobromus,Notropis percobromus,Carmine shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notropis,percobromus
Central Mudminnow,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Umbra limi,Umbra limi,Umbra limi,Central Mudminnow,Animalia,Chordata,Osteichthyes,Salmoniformes,Umbridae,Umbra,limi
Common Shiner,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Luxilus cornutus,Luxilus cornutus,Luxilus cornutus,Common Shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Luxilus,cornutus
Creek Chub,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Semotilus atromaculatus,Semotilus atromaculatus,Semotilus atromaculatus,Creek Chub,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Semotilus,atromaculatus
Fathead Minnow,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Pimephales promelas,Pimephales promelas,Pimephales promelas,Fathead Minnow,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Pimephales,promelas
Hornyhead Chub,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Nocomis biguttatus,Nocomis biguttatus,Nocomis biguttatus,Hornyhead Chub,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Nocomis,biguttatus
Johnny Darter,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Etheostoma nigrum,Etheostoma nigrum,Etheostoma nigrum,Johnny Darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,nigrum
Northern Pike,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Esox lucius,Esox lucius,Esox lucius,Northern Pike,Animalia,Chordata,Osteichthyes,Salmoniformes,Esocidae,Esox,lucius
Northern Redbelly Dace,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Phoxinus eos,Phoxinus eos,Phoxinus eos,Northern Redbelly Dace,Animalia,,,,,Phoxinus,eos
River Redhorse,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Moxostoma carinatum,Moxostoma carinatum,Moxostoma carinatum,River Redhorse,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Moxostoma,carinatum
Rock Bass,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Ambloplites rupestris,Ambloplites rupestris,Ambloplites rupestris,Rock Bass,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Ambloplites,rupestris
White Sucker,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Catostomus commersoni,Catostomus commersoni,Catostomus commersoni,White Sucker,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Catostomus,commersoni
Yellow Perch,,,AWQMS_Fish_Data_Export,add space to end of Taxon_Orig_Sci so not a duplicate,,Perca flavescens,Perca flavescens,Perca flavescens,Yellow Perch,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Perca,flavescens
Atlantic salmon,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Salmo salar,Salmo salar,Salmo salar,Atlantic salmon,Animalia,Chordata,Osteichthyes,Salmoniformes,Salmonidae,Salmo,salar
banded darter,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Etheostoma zonale,Etheostoma zonale,Etheostoma zonale,banded darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,zonale
banded killifish,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Fundulus diaphanus,Fundulus diaphanus,Fundulus diaphanus,banded killifish,Animalia,Chordata,Osteichthyes,Atheriniformes,Cyprinodontidae,Fundulus,diaphanus
black crappie,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Pomoxis nigromaculatus,Pomoxis nigromaculatus,Pomoxis nigromaculatus,black crappie,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Pomoxis,nigromaculatus
bluegill,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Lepomis macrochirus,Lepomis macrochirus,Lepomis macrochirus,bluegill,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Lepomis,macrochirus
bluntnose minnow,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Pimephales notatus,Pimephales notatus,Pimephales notatus,bluntnose minnow,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Pimephales,notatus
brook trout,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Salvelinus fontinalis,Salvelinus fontinalis,Salvelinus fontinalis,brook trout,Animalia,Chordata,Osteichthyes,Salmoniformes,Salmonidae,Salvelinus,fontinalis
brown bullhead,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Ameiurus nebulosus,Ameiurus nebulosus,Ameiurus nebulosus,brown bullhead,Animalia,Chordata,Osteichthyes,Siluriformes,Ictaluridae,Ameiurus,nebulosus
brown trout,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Salmo trutta,Salmo trutta,Salmo trutta,brown trout,Animalia,Chordata,Osteichthyes,Salmoniformes,Salmonidae,Salmo,trutta
central stoneroller,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Campostoma anomalum,Campostoma anomalum,Campostoma anomalum,central stoneroller,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Campostoma,anomalum
channel catfish,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Ictalurus punctatus,Ictalurus punctatus,Ictalurus punctatus,channel catfish,Animalia,Chordata,Osteichthyes,Siluriformes,Ictaluridae,Ictalurus,punctatus
common carp,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Cyrpinus carpio,Cyrpinus carpio,Cyrpinus carpio,common carp,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Cyrpinus,carpio
common shiner,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Luxilus cornutus,Luxilus cornutus,Luxilus cornutus,common shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Luxilus,cornutus
creek chub,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Semotilus atromaculatus,Semotilus atromaculatus,Semotilus atromaculatus,creek chub,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Semotilus,atromaculatus
fantail darter,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Etheostoma flabellare,Etheostoma flabellare,Etheostoma flabellare,fantail darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,flabellare
fathead minnow,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Pimephales promelas,Pimephales promelas,Pimephales promelas,fathead minnow,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Pimephales,promelas
gizzard shad,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Dorosoma cepedianum,Dorosoma cepedianum,Dorosoma cepedianum,gizzard shad,Animalia,Chordata,Osteichthyes,,Clupeidae,Dorosoma,cepedianum
golden redhorse,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Moxostoma erythrurum,Moxostoma erythrurum,Moxostoma erythrurum,golden redhorse,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Moxostoma,erythrurum
golden shiner,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Notemigonus crysoleucas,Notemigonus crysoleucas,Notemigonus crysoleucas,golden shiner,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Notemigonus,crysoleucas
goldfish,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Carassius auratus,Carassius auratus,Carassius auratus,goldfish,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Carassius,auratus
green sunfish,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Lepomis cyanellus,Lepomis cyanellus,Lepomis cyanellus,green sunfish,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Lepomis,cyanellus
johnny darter,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Etheostoma nigrum,Etheostoma nigrum,Etheostoma nigrum,johnny darter,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Etheostoma,nigrum
largemouth bass,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Micropterus salmoides,Micropterus salmoides,Micropterus salmoides,largemouth bass,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Micropterus,salmoides
logperch,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Percina caprodes,Percina caprodes,Percina caprodes,logperch,Animalia,Chordata,Osteichthyes,Perciformes,Percidae,Percina,caprodes
longnose dace,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Rhinichthys cataractae,Rhinichthys cataractae,Rhinichthys cataractae,longnose dace,Animalia,Chordata,Osteichthyes,Cypriniformes,Cyprinidae,Rhinichthys,cataractae
longnose gar,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Lepisosteus osseus,Lepisosteus osseus,Lepisosteus osseus,longnose gar,Animalia,Chordata,Osteichthyes,Lepisosteiformes,Lepisosteidae,Lepisosteus,osseus
mottled sculpin,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Cottus bairdi,Cottus bairdi,Cottus bairdi,mottled sculpin,Animalia,Chordata,Osteichthyes,Perciformes,Cottidae,Cottus,bairdi
northern hogsucker,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Hypentelium nigricans,Hypentelium nigricans,Hypentelium nigricans,northern hogsucker,Animalia,Chordata,Osteichthyes,Cypriniformes,Catostomidae,Hypentelium,nigricans
northern pike,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Esox lucius,Esox lucius,Esox lucius,northern pike,Animalia,Chordata,Osteichthyes,Salmoniformes,Esocidae,Esox,lucius
pirate perch,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Aphredoderus sayanus,Aphredoderus sayanus,Aphredoderus sayanus,pirate perch,Animalia,Chordata,Osteichthyes,Percopsiformes,Aphredoderidae,Aphredoderus,sayanus
pumpkinseed,,,"MN, case",add space to end of Taxon_Orig_Sci so not a duplicate,,Lepomis gibbosus,Lepomis gibbosus,Lepomis gibbosus,pumpkinseed,Animalia,Chordata,Osteichthyes,Perciformes,Centrarchidae,Lepomis,gibbosus
