Taxon_Group,Taxon,NonTarget,LBR_NumSamp,LBR_SumAbund,BCG_attr,BCG_attr2,BCG_attr_Roman,BURP_TOL,FFG,BURP_FFG,Habit,BURP_HABIT,Life_Cycle,BURP_VOLT,LONGLIVED,Thermal_indicator,ThermPref_ORWA,BURP_THERM,ThermVar_ORWA,Habitat,FSBI_2012,BSTI_v2_opt,BSTI_v2_tol,Hemoglobin,LargeRiver,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Comments
Ephemeroptera,Drunella,FALSE,,,3,,III,4,"SC,CG,PR",Scraper/Predator/Gatherer,"CN,SP",Clinger/Sprawler,uni,Univoltine,FALSE,,,Eurythermal: cool summer,yes,LOTI,5,,,,,101365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,,
Ephemeroptera,Drunella Coloradensis Group,FALSE,,,3,,III,,"SC,CG",,"CN,SP",,uni,,FALSE,,,,,LOTI,,8.579329463,9.373523642,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,Coloradensis Group,,,,
Ephemeroptera,Drunella doddsii,FALSE,1,24,3,,III,3,"SC,CG,PR",Scraper/Gatherer,"CN,SP",Clinger,semi,Univoltine,TRUE,cool,cool,Eurythermal: cool summer,,LOTI,15,4.189356773,6.200459632,U,,698494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,doddsii,
Ephemeroptera,Drunella Grandis Group,FALSE,1,3,3,,III,,"SC,CG,PR",,"CN,SP",,uni,,FALSE,,,,,LOTI,,10.58633298,10.06687439,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,Grandis Group,,,,
Coleoptera,Dubiraphia,FALSE,1,10,5,,V,9,"CG,SC",Gatherer/Scraper,"CN,CB",Clinger/Climber,uni,Univoltine,FALSE,,stenow,Eurythermal: warm summer,,LOTI,,37.64165158,21.04014856,,TRUE,114126,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Dubiraphia,,,,,,
Coleoptera,Dytiscidae,FALSE,1,15,NA,,NA,7,PR,Predator,SW,Climber/Diver,uni,Facultative Semivoltine,FALSE,,,Eurythermal: warm summer,yes,GENE,,,,,,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,,
Trichoptera,Ecclisocosmoecus scylla,FALSE,,,2,,II,2,SH,Scraper,"SP,BU",,semi,,TRUE,,stenoc,,,LOTI,,3.687208034,3.629965121,,,116342,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Ecclisocosmoecus,,,,,scylla,
Trichoptera,Ecclisomyia,FALSE,,,2,,II,3,"CG,SC,SH,PR",Predator/Scraper/Gatherer,CN,Clinger/Sprawler/Climber,"uni,semi",Univoltine,FALSE,,stenoc,Eurythermal: cool summer,,LOTI,20,5.912607414,9.250759621,,,116025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Ecclisomyia,,,,,,
Ephemeroptera,Ecdyonurus,FALSE,,,4,4_middle,IV_middle,,"SC,CG",,CN,,multi,,FALSE,,,,,LOTI,,,,,TRUE,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ecdyonurus,,,,,,
Ephemeroptera,Ecdyonurus criddlei,FALSE,4,437.58,4,4_middle,IV_middle,,"SC,CG",,CN,,multi,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ecdyonurus,,,,,criddlei,
Coleoptera,Elmidae,FALSE,,,NA,,NA,5,"CG,SC",Gatherer/Scraper,"CN,CB",Clinger,semi,Facultative Semivoltine,TRUE,,,Eurythermal: warm summer,yes,LOTI,,,,U,,114093,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,,,,,,,
Diptera,Eloeophila,FALSE,1,2,3,,III,,PR,,BU,,uni,,FALSE,,cold,,,LOTI,,23.90818665,22.02354654,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Eloeophila,,,,,,
Diptera,Empididae,FALSE,1,34.29,NA,,NA,5,PR,Predator/Gatherer,CN,Sprawler,uni,Univoltine,FALSE,,,Eurythermal: warm summer,yes,GENE,,,,,,135830,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,,,,,,,,,,
Oligochaeta,Enchytraeidae,FALSE,,,4,4_middle,IV_middle,9,CG,Gatherer,"BU,SP",Sprawler,uni,,FALSE,,,,yes,GENE,,,,,,68510,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,,,,,,,
Chironomidae,Endochironomus,FALSE,2,4,5,,V,9,"MH,CG",Gatherer/Filterer/Shredder,CN,Clinger,multi,Univo/Bivo,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,129470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endochironomus,,,,,,
Trichoptera,Eocosmoecus,FALSE,,,1i,,I i,1,"SH,MH",Shredder,"CB,SP",Clinger,semi,Facultative Semivoltine,TRUE,,,Stenothermal: cold,,LOTI,,,,,,568777,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Eocosmoecus,,,,,,
Ephemeroptera,Epeorus,FALSE,,,3,,III,5,"SC,CG",Gatherer/Scraper,CN,Clinger,uni,,FALSE,,,,yes,LOTI,10,,,U,,100626,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,,
Ephemeroptera,Epeorus Albertae Group,FALSE,,,4,4_middle,IV_middle,,"SC,CG",,CN,,uni,,FALSE,,eurythermal,,,LOTI,,9.277943412,11.82579666,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,,
Ephemeroptera,Epeorus deceptivus,FALSE,,,2,,II,2,"SC,CG",Gatherer,CN,Clinger,uni,Univoltine,FALSE,,stenoc,Eurythermal: cool summer,,LOTI,10,,,U,,100632,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,deceptivus,
Ephemeroptera,Epeorus Grandis Group,FALSE,,,2,,II,,"SC,CG",,CN,,uni,,FALSE,,cold,,,LOTI,15,3.884841286,6.349538633,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,,
Ephemeroptera,Epeorus longimanus,FALSE,1,3,3,,III,4,"SC,CG",Gatherer,CN,Clinger,uni,Univoltine,FALSE,,cool,Eurythermal: cool summer,,LOTI,15,6.551470014,8.208845133,U,,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus,
Ephemeroptera,Ephemera,FALSE,,,NA,,NA,8,"CG,CF,PR",Gatherer/Predator/Filterer,BU,Burrower,semi,Facultative Semivoltine,TRUE,,,Eurythermal: cool summer,,GENE,,,,,TRUE,101526,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,Ephemera,,,,,,
Ephemeroptera,Ephemerella,FALSE,1,1,NA,,NA,6,"CG,SC",Gatherer/Scraper,CN,Swimmer,uni,,FALSE,,,Eurythermal: cool summer,yes,LOTI,,11.28706562,13.36634306,,,101233,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,,,,,,
Ephemeroptera,Ephemerella aurivillii,FALSE,,,4,4_better,IV_better,7,"CG,SC",Gatherer,CN,Clinger/Swimmer,uni,Univoltine,FALSE,,warm,Eurythermal: cool summer,,LOTI,,,,,,101255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,,,,aurivillii,
Ephemeroptera,Ephemerella Excrucians Group,FALSE,66,8154.84,4,4_middle,IV_middle,,"CG,SC,SH",,CN,,uni,,FALSE,,cool,,,LOTI,,,,F,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,Excrucians Gr.,,,,
Ephemeroptera,Ephemerella tibialis,FALSE,1,1,3,,III,5,"CG,SC",Gatherer,CN,Clinger,uni,,FALSE,,cool,Eurythermal: cool summer,,LOTI,5,,,U,,101401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Vittapallia,,,,tibialis,
Ephemeroptera,Ephemerellidae,FALSE,,,NA,,NA,4,CG,Gatherer/Scraper,CN,Clinger,uni,Univoltine,FALSE,,,Eurythermal: cool summer,yes,LOTI,,,,,,101232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,,,,,,,
Ephemeroptera,Ephemeridae,FALSE,,,NA,,NA,8,"CG,CF,PR",,BU,Burrower,semi,,TRUE,,,Eurythermal: cool summer,,GENE,,,,,,101525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,,,,,,,
Ephemeroptera,Ephemeroptera,FALSE,,,NA,,NA,,UN,,UN,,UN,,FALSE,,,,yes,UN,,,,,,100502,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,,,,,,,,,,,
Ephemeroptera,Ephoron,FALSE,1,16,NA,,NA,8,"CG,CF",Gatherer/Filterer,BU,Burrower,uni,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,TRUE,101570,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,Ephoron,,,,,,
Diptera,Ephydridae,FALSE,6,68.12,5,,V,9,CG,Omnivore,"BU,SP",Burrower,multi,Facultative Multivoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,53.77414802,39.67352193,,,146893,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Ephydridae,,,,,,,,,,
Diptera,Erioptera,FALSE,,,NA,,NA,4,CG,Gatherer,BU,Burrower,uni,,FALSE,,,,,GENE,,,,,,120503,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Erioptera,,,,,,
Leeches,Erpobdella,FALSE,30,366.592,5,,V,8.3,PR,Predator,CN,,semi,,TRUE,,warm,,,GENE,,,,,TRUE,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,,
Coleoptera,Eubrianax edwardsii,FALSE,,,2,,II,,SC,,CN,,semi,,TRUE,,,,,LOTI,,3.363032285,4.620152414,,,114085,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Eubrianacinae,,,Eubrianax,,,,,edwardsii,
Diptera,Eucorethra underwoodi,FALSE,,,NA,,NA,,PR,,"SW,SP",,multi,,FALSE,,,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Eucorethrinae,,,Eucorethra,,,,,underwoodi,
Chironomidae,Eukiefferiella,FALSE,76,2534,4,4_middle,IV_middle,4,"CG,SC",Gatherer/Scraper,SP,Sprawler,multi,Univo/Bivo/Multivo,FALSE,,,Eurythermal: cool summer,yes,GENE,,13.48525668,16.98968998,,,128689,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,,,,,
Chironomidae,Eukiefferiella Brehmi Group,FALSE,26,1444.804,4,4_middle,IV_middle,,"CG,SC",,SP,,multi,,FALSE,,eurythermal,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Brehmi Gr.,,,,
Chironomidae,Eukiefferiella Brevicalcar Group,FALSE,,,NA,,NA,,"CG,SC",,SP,,multi,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Brevicalcar Gr.,,,,
Chironomidae,Eukiefferiella Claripennis Group,FALSE,30,858.172,4,4_worse,IV_worse,,"CG,SC",,SP,,multi,,FALSE,,cowa,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Claripennis Gr.,,,,
Chironomidae,Eukiefferiella Coerulescens Group,FALSE,3,46.36,NA,,NA,,"CG,SC",,SP,,multi,,FALSE,,,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Coerulescens Gr.,,,,
Chironomidae,Eukiefferiella Cyanea Group,FALSE,,,NA,,NA,,"CG,SC",,SP,,multi,,FALSE,,,,,UN,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Cyanea Group,,,,
Chironomidae,Eukiefferiella Devonica Group,FALSE,33,1919.618,3,,III,,"CG,SC",,SP,,multi,,FALSE,,eurythermal,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Devonica Gr.,,,,
Chironomidae,Eukiefferiella Gracei Group,FALSE,,,3,,III,,"CG,SC",,SP,,multi,,FALSE,,eurythermal,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Gracei Gr.,,,,
Chironomidae,Eukiefferiella Pseudomontana Group,FALSE,1,34.29,3,,III,,"CG,SC",,SP,,multi,,FALSE,,cowa,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Pseudomontana Gr.,,,,
Chironomidae,Eukiefferiella Tirolensis Group,FALSE,,,4,4_middle,IV_middle,,"CG,SC",,SP,,multi,,FALSE,,cool,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Brevicalcar Gr.,,,tirolensis,
Diptera,Euparyphus,FALSE,,,4,4_middle,IV_middle,8,"CG,SC",Gatherer/Scraper,SP,Sprawler,multi,Univoltine,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,,130436,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Euparyphus,,,,,,
Chironomidae,Euryhapsis,FALSE,,,NA,,NA,,UN,Shredder,UN,Sprawler,multi,Bivo/Multivo,FALSE,,,Eurythermal: cool summer,,LOTI,,,,,,128707,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Euryhapsis,,,,,,
Acari,Eylais,FALSE,,,2,,II,,"PR,PA",Predator,UN,,uni,,FALSE,,,,,GENE,,,,,,83152,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Eylaidae,,,,Eylais,,,,,,
Ephemeroptera,Fallceon,FALSE,8,111.872,5,,V,8,CG,Gatherer,"SW,CN",Swimmer,multi,,FALSE,,warm,Eurythermal: warm summer,,LOTI,,,,,TRUE,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,,
Crustacea,Faxonius,FALSE,,,6t,,VI t,,OM,,SP,,semi,,TRUE,,,,,GENE,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,,,,Faxonius,,,,,,
Acari,Feltria,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,LOTI,,,,,,83314,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Feltriidae,,,,Feltria,,,,,,
Mollusca,Ferrissia,FALSE,37,1477.59,4,4_worse,IV_worse,8,SC,Scraper,CN,Clinger,multi,,FALSE,,warm,Eurythermal: warm summer,,GENE,,27.5276834,27.97056629,,TRUE,76569,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Ferrissia,,,,,,
Mollusca,Fisherola,FALSE,,,,,NA,,,,,,,,FALSE,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Fisherola,,,,,,
Mollusca,Fisherola nuttalli,FALSE,,,3,,III,,SC,Scraper,CN,Clinger,uni,,FALSE,,,Eurythermal: cool summer,,LOTI,,,,,TRUE,76567,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Fisherola,,,,,nuttalli,
Diptera,Forcipomyiinae,FALSE,1,3,3,,III,5,"CG,SC",Predator,"SP,CN",Sprawler,multi,,FALSE,,cool,Eurythermal: warm summer,,GENE,,10.12475619,16.64345892,,,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,,
Acari,Forelia,FALSE,,,NA,,NA,,"PR,PA",,UN,,uni,,FALSE,,,,,GENE,,,,,,83331,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Forelia,,,,,,
Crustacea,Gammarus,FALSE,2,5,5,,V,8,"CG,SH",Shredder,SW,Swimmer/Sprawler,multi,Facultative Multivoltine,FALSE,,warm,Eurythermal: cool summer,,GENE,,51.82753228,23.78117542,,,93773,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Gammaridae,,,,Gammarus,,,,,,
Mollusca,Gastropoda,FALSE,,,NA,,NA,,UN,,CN,,UN,,FALSE,,,,yes,UN,,,,,,69459,Animalia,Mollusca,,Gastropoda,,,,,,,,,,,,,,,
Plecoptera,Gaufina/Sweltsa,FALSE,,,4,4_middle,IV_middle,,"PR,SC,CG",,"CN,BU",,uni,,FALSE,,,,,LOTI,,13.17197572,14.41527483,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,Gaufina/Sweltsa,,,,,,,
Leeches,Glossiphonia,FALSE,,,5,,V,,PR,Predator,CN,Swimmer,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,69380,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Glossiphoniinae,,,Glossiphonia,,,,,,
Leeches,Glossiphoniidae,FALSE,4,111.944,5,,V,8,PR,Predator,CN,Swimmer,uni,,FALSE,,warm,Eurythermal: warm summer,,GENE,,,,,,69357,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,,
Trichoptera,Glossosoma,FALSE,63,3964.468,4,4_middle,IV_middle,5,SC,Scraper,CN,Clinger,multi,Facultative Multivoltine,FALSE,cool,cool,Eurythermal: cool summer,,LOTI,10,6.764556862,10.33907971,U,,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,,
Trichoptera,Glossosomatidae,FALSE,,,NA,,NA,,SC,Scraper,CN,Clinger,UN,,FALSE,,,,yes,LOTI,,,,,,117120,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,,,,,,,,,,
Diptera,Glutops,FALSE,,,3,,III,3,PR,Predator,"SP,BU",Sprawler,semi,Univoltine,TRUE,,cool,Eurythermal: cool summer,,LOTI,,12.00390539,12.83820579,U,,130915,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Pelecorhynchidae,,,,Glutops,,,,,,
Chironomidae,Glyptotendipes,FALSE,,,5,,V,10,"CG,MH",Shredder,"BU,CN",Burrower/Clinger,multi,Bivo/Multivo,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,129483,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Glyptotendipes,,,,,,
Odonata,Gomphidae,FALSE,,,NA,,NA,7,PR,Predator,BU,Burrower,semi,,TRUE,,,Eurythermal: hot summer,yes,GENE,,,,,,101664,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,,,,,,,
Diptera,Gonomyia,FALSE,,,NA,,NA,,CG,,BU,Burrower,uni,Univoltine,FALSE,,,Eurythermal: cool summer,,GENE,,,,,,120640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Gonomyia,,,,,,
Chironomidae,Guttipelopia,FALSE,,,NA,,NA,,PR,Predator,SP,,multi,,FALSE,,,,,GENE,,,,T,,128161,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Guttipelopia,,,,,,
Chironomidae,Gymnometriocnemus,FALSE,,,NA,,NA,,UN,,SP,,multi,,FALSE,,,,,GENE,,,,,,128718,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Gymnometriocnemus,,,,,,
Mollusca,Gyraulus,FALSE,29,217.71,4,4_worse,IV_worse,8,SC,Gatherer,CN,Clinger,multi,,FALSE,,warm,Eurythermal: warm summer,,GENE,,61.20056822,36.99623919,T,,76592,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Gyraulus,,,,,,
Coleoptera,Gyrinidae,FALSE,,,4,4_middle,IV_middle,9,PR,Predator,"CB,SW",Climber/Swimmer,uni,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,,
Coleoptera,Haliplidae,FALSE,,,4,4_middle,IV_middle,9,"MH,PH,PR",Shredder,"CN,CB,SW",Clinger/Climber,UN,Facultative Multivoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,40.17835655,30.90024958,,,111857,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,,,,,,,
Coleoptera,Haliplus,FALSE,1,2.78,4,4_middle,IV_middle,9,"MH,PH",Macrophyte Piercer/Shredder,"CB,SW",Clinger/Climber/Swimmer,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,111858,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Haliplus,,,,,,
Chironomidae,Harnischia,FALSE,,,NA,,NA,8,"CG,SC",Gatherer,"CN,CB",Clinger,multi,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,129516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Harnischia,,,,,,
Chironomidae,Heleniella,FALSE,,,3,,III,2,CG,Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,cool,Stenothermal: cold,,GENE,,26.06485301,31.21666065,,,128730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Heleniella,,,,,,
Coleoptera,Helichus,FALSE,1,3,3,,III,7,"SC,MH",Scraper/Gatherer,CN,Clinger/Climber,semi,Facultative Semivoltine,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,,114006,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Helichus,,,,,,
Trichoptera,Helicopsyche,FALSE,5,59.4,4,4_worse,IV_worse,8,SC,Scraper/Gatherer,CN,Clinger,multi,Facultative Multivoltine,FALSE,,stenow,Eurythermal: warm summer,,LOTI,,15.16303075,11.97047719,,TRUE,117016,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Sericostomatoidea,Helicopsychidae,,,,Helicopsyche,,,,,,
Mollusca,Helisoma,FALSE,1,9.24,4,4_middle,IV_middle,8,"SC,CG",Scraper,CN,Clinger,uni,,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,76599,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Helisoma,,,,,,
Leeches,Helobdella,FALSE,4,58.264,5,,V,9,PR,Predator,CN,Swimmer,uni,Obligate Multivoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,69396,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Haementeriinae,,,Helobdella,,,,,,
Diptera,Helodon/Prosimulium,FALSE,,,2,,II,,"CF,PR",,CN,,uni,,FALSE,,stenoc,,,LOTI,,8.370269905,5.338532734,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,Helodon/Prosimulium,,,,,,
Coleoptera,Helophorus,FALSE,1,2,NA,,NA,5,MH,Shredder,CB,Climber,uni,,FALSE,,,,,GENE,,,,,,113106,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Helophoridae,,,,Helophorus,,,,,,
Diptera,Hemerodromia,FALSE,76,1250.576,5,,V,8,PR,Predator/Gatherer,CN,Sprawler,multi,Univoltine,FALSE,,warm,Eurythermal: warm summer,,LOTI,,17.16263059,23.65362462,,TRUE,136327,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Hemerodromiinae,Hemerodromiini,,Hemerodromia,,,,,,
Ephemeroptera,Heptageniidae,FALSE,45,1238.168,NA,,NA,5,"SC,CG",Scraper/Gatherer,CN,Clinger,uni,,FALSE,,,,yes,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,,
