TaxaID_orig,Name type,OTU_BCG,Modified_BCG,Rationale
SILVERBAND SHINER,common,NOTROPIS SHUMARDI,TRUE,common to scientific name
NOTROPIS STRAMINEUS,scientific,NOTROPIS STRAMINEUS,FALSE,
SAND SHINER,common,NOTROPIS STRAMINEUS,TRUE,common to scientific name
NOTROPIS SUTTKUSI,scientific,NOTROPIS SUTTKUSI,FALSE,
ROCKY SHINER,common,NOTROPIS SUTTKUSI,TRUE,common to scientific name
NOTROPIS TELESCOPUS,scientific,NOTROPIS TELESCOPUS,FALSE,
TELESCOPE SHINER,common,NOTROPIS TELESCOPUS,TRUE,common to scientific name
NOTROPIS TEXANUS,scientific,NOTROPIS TEXANUS,FALSE,
WEED SHINER,common,NOTROPIS TEXANUS,TRUE,common to scientific name
NOTROPIS TOPEKA,scientific,NOTROPIS TOPEKA,FALSE,
TOPEKA SHINER,common,NOTROPIS TOPEKA,TRUE,common to scientific name
NOTROPIS VOLUCELLUS,scientific,NOTROPIS VOLUCELLUS,FALSE,
MIMIC SHINER,common,NOTROPIS VOLUCELLUS,TRUE,common to scientific name
NOTROPIS WICKLIFFI,scientific,NOTROPIS WICKLIFFI,FALSE,
CHANNEL SHINER,common,NOTROPIS WICKLIFFI,TRUE,common to scientific name
NOTURUS,scientific,NOTURUS,FALSE,
MADTOM,common,NOTURUS,TRUE,common to scientific name
NOTURUS ALBATER,scientific,NOTURUS ALBATER,FALSE,
OZARK MADTOM,common,NOTURUS ALBATER,TRUE,common to scientific name
NOTURUS ELEUTHERUS,scientific,NOTURUS ELEUTHERUS,FALSE,
MOUNTAIN MADTOM,common,NOTURUS ELEUTHERUS,TRUE,common to scientific name
NOTURUS EXILIS,scientific,NOTURUS EXILIS,FALSE,
SLENDER MADTOM,common,NOTURUS EXILIS,TRUE,common to scientific name
NOTURUS FLAVATER,scientific,NOTURUS FLAVATER,FALSE,
CHECKERED MADTOM,common,NOTURUS FLAVATER,TRUE,common to scientific name
NOTURUS FLAVUS,scientific,NOTURUS FLAVUS,FALSE,
STONECAT,common,NOTURUS FLAVUS,TRUE,common to scientific name
NOTURUS GYRINUS,scientific,NOTURUS GYRINUS,FALSE,
TADPOLE MADTOM,common,NOTURUS GYRINUS,TRUE,common to scientific name
NOTURUS MIURUS,scientific,NOTURUS MIURUS,FALSE,
BRINDLED MADTOM,common,NOTURUS MIURUS,TRUE,common to scientific name
NOTURUS NOCTURNUS,scientific,NOTURUS NOCTURNUS,FALSE,
FRECKLED MADTOM,common,NOTURUS NOCTURNUS,TRUE,common to scientific name
NOTURUS PLACIDUS,scientific,NOTURUS PLACIDUS,FALSE,
NEOSHO MADTOM,common,NOTURUS PLACIDUS,TRUE,common to scientific name
ONCHORHYNCHUS CLARKI,scientific,ONCHORHYNCHUS CLARKI,FALSE,
CUTTHROAT TROUT,common,ONCHORHYNCHUS CLARKI,TRUE,common to scientific name
ONCORHYNCHUS KISUTCH,scientific,ONCORHYNCHUS KISUTCH,FALSE,
COHO SALMON,common,ONCORHYNCHUS KISUTCH,TRUE,common to scientific name
ONCORHYNCHUS MYKISS,scientific,ONCORHYNCHUS MYKISS,FALSE,
RAINBOW TROUT,common,ONCORHYNCHUS MYKISS,TRUE,common to scientific name
OPSOPOEODUS EMILIAE,scientific,OPSOPOEODUS EMILIAE,FALSE,
PUGNOSE MINNOW,common,OPSOPOEODUS EMILIAE,TRUE,common to scientific name
PERCA FLAVESCENS,scientific,PERCA FLAVESCENS,FALSE,
YELLOW PERCH,common,PERCA FLAVESCENS,TRUE,common to scientific name
PERCIDAE,scientific,PERCIDAE,FALSE,
PERCHES,common,PERCIDAE,TRUE,common to scientific name
UNIDENTIFIED FISH IN VIAL - DARTER,common,PERCIDAE,TRUE,common to scientific name
PERCINA,scientific,PERCINA,FALSE,
ROUGHBELLY DARTERS,common,PERCINA,TRUE,common to scientific name
PERCINA SPP.,scientific,PERCINA,TRUE,syntax
PERCINA CAPRODES,scientific,PERCINA CAPRODES,FALSE,
LOGPERCH,common,PERCINA CAPRODES,TRUE,common to scientific name
PERCINA CAPRODES FULVITAENIA,scientific,PERCINA CAPRODES,TRUE,removed sub-species
PERCINA COPELANDI,scientific,PERCINA COPELANDI,FALSE,
CHANNEL DARTER,common,PERCINA COPELANDI,TRUE,common to scientific name
PERCINA CYMATOTAENIA,scientific,PERCINA CYMATOTAENIA,FALSE,
BLUESTRIPE DARTER,common,PERCINA CYMATOTAENIA,TRUE,common to scientific name
PERCINA EVIDES,scientific,PERCINA EVIDES,FALSE,
GILT DARTER,common,PERCINA EVIDES,TRUE,common to scientific name
PERCINA FULVITAENIA,scientific,PERCINA FULVITAENIA,FALSE,
OZARK LOGPERCH,common,PERCINA FULVITAENIA,TRUE,common to scientific name
PERCINA MACROLEPIDA,scientific,PERCINA MACROLEPIDA,FALSE,
BIGSCALE LOGPERCH,common,PERCINA MACROLEPIDA,TRUE,common to scientific name
PERCINA MACULATA,scientific,PERCINA MACULATA,FALSE,
BLACKSIDE DARTER,common,PERCINA MACULATA,TRUE,common to scientific name
PERCINA NASUTA,scientific,PERCINA NASUTA,FALSE,
LONGNOSE DARTER,common,PERCINA NASUTA,TRUE,common to scientific name
PERCINA PANTHERINA,scientific,PERCINA PANTHERINA,FALSE,
LEOPARD DARTER,common,PERCINA PANTHERINA,TRUE,common to scientific name
PERCINA PHOXOCEPHALA,scientific,PERCINA PHOXOCEPHALA,FALSE,
SLENDERHEAD DARTER,common,PERCINA PHOXOCEPHALA,TRUE,common to scientific name
PERCINA PHOXOCEPHALA X CAPRODES,scientific,PERCINA PHOXOCEPHALA X CAPRODES,FALSE,
SLENDERHEAD DARTER X LOGPERCH,common,PERCINA PHOXOCEPHALA X CAPRODES,TRUE,common to scientific name
SLENDERHEAD DARTER X LOGPERCH HYBRID,common,PERCINA PHOXOCEPHALA X CAPRODES,TRUE,common to scientific name
PERCINA SCIERA,scientific,PERCINA SCIERA,FALSE,
DUSKY DARTER,common,PERCINA SCIERA,TRUE,common to scientific name
PERCINA SHUMARDI,scientific,PERCINA SHUMARDI,FALSE,
RIVER DARTER,common,PERCINA SHUMARDI,TRUE,common to scientific name
PERCINA URANIDEA,scientific,PERCINA URANIDEA,FALSE,
STARGAZING DARTER,common,PERCINA URANIDEA,TRUE,common to scientific name
PERCINA VIGIL,scientific,PERCINA VIGIL,FALSE,
SADDLEBACK DARTER,common,PERCINA VIGIL,TRUE,common to scientific name
PERCOPSIS OMISCOMAYCUS,scientific,PERCOPSIS OMISCOMAYCUS,FALSE,
TROUT-PERCH,common,PERCOPSIS OMISCOMAYCUS,TRUE,common to scientific name
PETROMYZONTIDAE,scientific,PETROMYZONTIDAE,FALSE,
LAMPREY,common,PETROMYZONTIDAE,TRUE,common to scientific name
PETROMYZONTIFORMES AMMOCOETE,scientific,PETROMYZONTIFORMES AMMOCOETE,FALSE,
LAMPREY AMMOCETE,common,PETROMYZONTIFORMES AMMOCOETE,TRUE,common to scientific name
LAMPREY AMMOCOETE,common,PETROMYZONTIFORMES AMMOCOETE,TRUE,common to scientific name
AMMOCOETE,scientific,PETROMYZONTIFORMES AMMOCOETE,TRUE,naming scheme
PHENACOBIUS MIRABILIS,scientific,PHENACOBIUS MIRABILIS,FALSE,
SUCKERMOUTH MINNOW,common,PHENACOBIUS MIRABILIS,TRUE,common to scientific name
PHENACOBIUS MIRABLILUS,scientific,PHENACOBIUS MIRABILIS,TRUE,misspelling
PHOXINUS,scientific,PHOXINUS,FALSE,
PIMEPHALES NOTATUS,scientific,PIMEPHALES NOTATUS,FALSE,
BLUNTNOSE MINNOW,common,PIMEPHALES NOTATUS,TRUE,common to scientific name
PIMEPHALES PROMELAS,scientific,PIMEPHALES PROMELAS,FALSE,
FATHEAD MINNOW,common,PIMEPHALES PROMELAS,TRUE,common to scientific name
PIMEPHALES TENELLUS,scientific,PIMEPHALES TENELLUS,FALSE,
SLIM MINNOW,common,PIMEPHALES TENELLUS,TRUE,common to scientific name
PIMEPHALES VIGILAX,scientific,PIMEPHALES VIGILAX,FALSE,
BULLHEAD MINNOW,common,PIMEPHALES VIGILAX,TRUE,common to scientific name
PLATYGOBIO GRACILIS,scientific,PLATYGOBIO GRACILIS,FALSE,
FLATHEAD CHUB,common,PLATYGOBIO GRACILIS,TRUE,common to scientific name
POLYODON SPATHULA,scientific,POLYODON SPATHULA,FALSE,
PADDLEFISH,common,POLYODON SPATHULA,TRUE,common to scientific name
POMOXIS,scientific,POMOXIS,FALSE,
CRAPPIES,common,POMOXIS,TRUE,common to scientific name
POMOXIS SPP.,scientific,POMOXIS,TRUE,syntax
POMOXIS ANNULARIS,scientific,POMOXIS ANNULARIS,FALSE,
WHITE CRAPPIE,common,POMOXIS ANNULARIS,TRUE,common to scientific name
POMOXIS NIGROMACULATUS,scientific,POMOXIS NIGROMACULATUS,FALSE,
BLACK CRAPPIE,common,POMOXIS NIGROMACULATUS,TRUE,common to scientific name
PYLODICTIS OLIVARIS,scientific,PYLODICTIS OLIVARIS,FALSE,
FLATHEAD CATFISH,common,PYLODICTIS OLIVARIS,TRUE,common to scientific name
PYLODICTUS OLIVARIS,scientific,PYLODICTIS OLIVARIS,TRUE,slight name difference
PYLODICTUS OLIVARUS,scientific,PYLODICTIS OLIVARIS,TRUE,slight name difference
RHINICHTHYS ATRATULUS,scientific,RHINICHTHYS ATRATULUS,FALSE,
EASTERN BLACKNOSE DACE,common,RHINICHTHYS ATRATULUS,TRUE,common to scientific name
RHINICHTHYS CATARACTAE,scientific,RHINICHTHYS CATARACTAE,FALSE,
LONGNOSE DACE,common,RHINICHTHYS CATARACTAE,TRUE,common to scientific name
RHINICHTHYS OBTUSUS,scientific,RHINICHTHYS OBTUSUS,FALSE,
WESTERN BLACKNOSE DACE,common,RHINICHTHYS OBTUSUS,TRUE,common to scientific name
SALMO TRUTTA,scientific,SALMO TRUTTA,FALSE,
BROWN TROUT,common,SALMO TRUTTA,TRUE,common to scientific name
SALMO TRUTTA X SALVELINUS FONTINALIS,scientific,SALMO TRUTTA X SALVELINUS FONTINALIS,FALSE,
TIGER TROUT,common,SALMO TRUTTA X SALVELINUS FONTINALIS,TRUE,common to scientific name
SALVELINUS FONTINALIS,scientific,SALVELINUS FONTINALIS,FALSE,
BROOK TROUT,common,SALVELINUS FONTINALIS,TRUE,common to scientific name
SANDER CANADENSIS,scientific,SANDER CANADENSIS,FALSE,
SAUGER,common,SANDER CANADENSIS,TRUE,common to scientific name
SANDER CANADENSE,scientific,SANDER CANADENSIS,TRUE,slight name difference
SANDER VITREUS,scientific,SANDER VITREUS,FALSE,
WALLEYE,common,SANDER VITREUS,TRUE,common to scientific name
WALLEYE (DEAD ON BANK),common,SANDER VITREUS,TRUE,common to scientific name
STIZOSTEDION VITREUM,scientific,SANDER VITREUS,TRUE,synonymous with SANDER VITREUS
SANDER VITREUS X CANADENSIS,scientific,SANDER VITREUS X CANADENSIS,FALSE,
SAUGEYE,common,SANDER VITREUS X CANADENSIS,TRUE,common to scientific name
SANDER VITREUM X CANADENSE,scientific,SANDER VITREUS X CANADENSIS,TRUE,slight name difference
SCAPHIRHYNCHUS PLATORYNCHUS,scientific,SCAPHIRHYNCHUS PLATORYNCHUS,FALSE,
SHOVELNOSE STURGEON,common,SCAPHIRHYNCHUS PLATORYNCHUS,TRUE,common to scientific name
SEMOTILUS ATROMACULATUS,scientific,SEMOTILUS ATROMACULATUS,FALSE,
CREEK CHUB,common,SEMOTILUS ATROMACULATUS,TRUE,common to scientific name
SEMOTILUS ARTOMACULATUS,scientific,SEMOTILUS ATROMACULATUS,TRUE,misspelling
UMBRA LIMI,scientific,UMBRA LIMI,FALSE,
CENTRAL MUDMINNOW,common,UMBRA LIMI,TRUE,common to scientific name
UNIDENTIFIED,common,UNIDENTIFIED,FALSE,
UNK. SP.,scientific,UNIDENTIFIED,TRUE,naming scheme
